measurementSiteReference,index,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,specificLocation,alertCDirectionCoded,speed_id
RWS01_MONIBAS_0010vwp0079ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 7.9, vw",52.333,5.00282,7006,positive,1371
RWS01_MONIBAS_0010vwp0082ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.2, vw",52.3325,5.00666,7006,positive,1372
RWS01_MONIBAS_0010vwp0085ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.5, vw",52.3324,5.01117,7006,positive,1373
RWS01_MONIBAS_0010vwp0089ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.9, vw",52.3325,5.01717,7008,positive,1374
RWS01_MONIBAS_0010vwp0093ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 9.3, vw",52.3324,5.0227,7008,positive,1375
RWS01_MONIBAS_0010vwp0096ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 9.6, vw",52.3322,5.02722,7008,positive,1376
RWS01_MONIBAS_0010vwp0098ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 9.8, vw",52.3322,5.03038,7008,positive,1377
RWS01_MONIBAS_0010vwp0098ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 9.8, vw",52.3322,5.03038,7008,positive,1378
RWS01_MONIBAS_0010vwp0099ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.0, vw",52.3322,5.03269,7008,positive,1379
RWS01_MONIBAS_0010vwp0099ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.0, vw",52.3322,5.03269,7008,positive,1380
RWS01_MONIBAS_0010vwp0099rb,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.0, vw",52.3322,5.03269,7008,positive,1381
RWS01_MONIBAS_0010vwp0101ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, vw",52.3321,5.0349,7008,positive,1382
RWS01_MONIBAS_0010vwp0101ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, vw",52.3321,5.0349,7008,positive,1383
RWS01_MONIBAS_0010vwp0104ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.4, vw",52.3321,5.03898,7008,positive,1384
RWS01_MONIBAS_0010vwp0104ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.4, vw",52.3321,5.03898,7008,positive,1385
RWS01_MONIBAS_0010vwp0107ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.7, vw",52.3321,5.04343,7008,positive,1386
RWS01_MONIBAS_0010vwp0107ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.7, vw",52.3321,5.04343,7008,positive,1387
RWS01_MONIBAS_0010vwp0110ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.0, vw",52.3317,5.04771,7008,positive,1388
RWS01_MONIBAS_0010vwp0110ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.0, vw",52.3317,5.04771,7008,positive,1389
RWS01_MONIBAS_0010vwp0112ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.2, vw",52.3311,5.05064,7008,positive,1390
RWS01_MONIBAS_0010vwp0112ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.2, vw",52.3311,5.05064,7008,positive,1391
RWS01_MONIBAS_0010vwp0114ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.4, vw",52.3303,5.05311,7008,positive,1392
RWS01_MONIBAS_0010vwp0114ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.4, vw",52.3303,5.05311,7008,positive,1393
RWS01_MONIBAS_0010vwp0116ra,2A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.6, vw",52.3295,5.05572,7008,positive,1394
RWS01_MONIBAS_0010vwp0116ra,4A,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.6, vw",52.3295,5.05572,7008,positive,1395
RWS01_MONIBAS_0010vwp0119ra,2A,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.0, vw",52.3278,5.06069,7009,positive,1396
RWS01_MONIBAS_0010vwp0119ra,4A,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.0, vw",52.3278,5.06069,7009,positive,1397
RWS01_MONIBAS_0010vwp0122ra,2A,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.2, vw",52.3269,5.06342,7010,positive,1398
RWS01_MONIBAS_0010vwp0122ra,4A,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.2, vw",52.3269,5.06342,7010,positive,1399
RWS01_MONIBAS_0010vwp0124ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.4, vw",52.3261,5.06621,7011,positive,1400
RWS01_MONIBAS_0010vwp0124ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.4, vw",52.3261,5.06621,7011,positive,1401
RWS01_MONIBAS_0010vwp0126ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.6, vw",52.3252,5.06919,7011,positive,1402
RWS01_MONIBAS_0010vwp0126ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.6, vw",52.3252,5.06919,7011,positive,1403
RWS01_MONIBAS_0010vwp0129ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.9, vw",52.3243,5.07275,7011,positive,1404
RWS01_MONIBAS_0010vwp0129ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.9, vw",52.3243,5.07275,7011,positive,1405
RWS01_MONIBAS_0010vwp0132ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.2, vw",52.323,5.07715,7011,positive,1406
RWS01_MONIBAS_0010vwp0132ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.2, vw",52.323,5.07715,7011,positive,1407
RWS01_MONIBAS_0010vwp0135ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, vw",52.3213,5.08009,7011,positive,1408
RWS01_MONIBAS_0010vwp0135ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, vw",52.3213,5.08009,7011,positive,1409
RWS01_MONIBAS_0010vwp0138ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.8, vw",52.3208,5.085,7011,positive,1410
RWS01_MONIBAS_0010vwp0138ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.8, vw",52.3208,5.085,7011,positive,1411
RWS01_MONIBAS_0010vwp0140ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, vw",52.3199,5.08791,7011,positive,1412
RWS01_MONIBAS_0010vwp0140ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, vw",52.3199,5.08791,7011,positive,1413
RWS01_MONIBAS_0010vwp0142ra,2A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.3, vw",52.319,5.09122,7011,positive,1414
RWS01_MONIBAS_0010vwp0142ra,4A,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.3, vw",52.319,5.09122,7011,positive,1415
RWS01_MONIBAS_0010vwq0071ra,2A,"A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 7.1, vw",52.3361,4.99245,7004,negative,1416
RWS01_MONIBAS_0010vwq0073ra,2A,"A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.4, vw",52.3348,4.99577,7006,negative,1417
RWS01_MONIBAS_0010vwq0076ra,2A,"A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.7, vw",52.3337,4.9995,7006,negative,1418
RWS01_MONIBAS_0010vwq0079ra,2A,"A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 8.0, vw",52.333,5.00315,7006,negative,1419
RWS01_MONIBAS_0010vwq0082ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2, vw",52.3325,5.00659,7008,negative,1420
RWS01_MONIBAS_0010vwq0085ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.5, vw",52.3324,5.01103,7008,negative,1421
RWS01_MONIBAS_0010vwq0089ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.9, vw",52.3325,5.01717,7009,negative,1422
RWS01_MONIBAS_0010vwq0093ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.3, vw",52.3324,5.0227,7009,negative,1423
RWS01_MONIBAS_0010vwq0096ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.6, vw",52.3322,5.02722,7009,negative,1424
RWS01_MONIBAS_0010vwq0098ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8, vw",52.3322,5.03039,7009,negative,1425
RWS01_MONIBAS_0010vwq0098ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8, vw",52.3322,5.03039,7009,negative,1426
RWS01_MONIBAS_0010vwq0098rb,6A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8, vw",52.3322,5.03054,7009,negative,1427
RWS01_MONIBAS_0010vwq0101ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.1, vw",52.3321,5.0349,7009,negative,1428
RWS01_MONIBAS_0010vwq0101ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.1, vw",52.3321,5.0349,7009,negative,1429
RWS01_MONIBAS_0010vwq0104ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.4, vw",52.3321,5.03898,7009,negative,1430
RWS01_MONIBAS_0010vwq0104ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.4, vw",52.3321,5.03898,7009,negative,1431
RWS01_MONIBAS_0010vwq0107ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.7, vw",52.3321,5.04343,7009,negative,1432
RWS01_MONIBAS_0010vwq0107ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.7, vw",52.3321,5.04343,7009,negative,1433
RWS01_MONIBAS_0010vwq0110ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.0, vw",52.3317,5.04771,7009,negative,1434
RWS01_MONIBAS_0010vwq0110ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.0, vw",52.3317,5.04771,7009,negative,1435
RWS01_MONIBAS_0010vwq0112ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.2, vw",52.3311,5.05064,7009,negative,1436
RWS01_MONIBAS_0010vwq0112ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.2, vw",52.3311,5.05064,7009,negative,1437
RWS01_MONIBAS_0010vwq0114ra,2A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.4, vw",52.3303,5.05311,7009,negative,1438
RWS01_MONIBAS_0010vwq0114ra,4A,"A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 11.4, vw",52.3303,5.05311,7009,negative,1439
RWS01_MONIBAS_0010vwq0117ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 11.7, vw",52.3289,5.05741,7010,negative,1440
RWS01_MONIBAS_0010vwq0117ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 11.7, vw",52.3289,5.05741,7010,negative,1441
RWS01_MONIBAS_0010vwq0119ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.0, vw",52.3278,5.06069,7010,negative,1442
RWS01_MONIBAS_0010vwq0119ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.0, vw",52.3278,5.06069,7010,negative,1443
RWS01_MONIBAS_0010vwq0122ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.2, vw",52.3269,5.06342,7010,negative,1444
RWS01_MONIBAS_0010vwq0122ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.2, vw",52.3269,5.06342,7010,negative,1445
RWS01_MONIBAS_0010vwq0124ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.4, vw",52.3261,5.06621,7011,negative,1446
RWS01_MONIBAS_0010vwq0124ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.4, vw",52.3261,5.06621,7011,negative,1447
RWS01_MONIBAS_0010vwq0126ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.6, vw",52.3252,5.06919,7011,negative,1448
RWS01_MONIBAS_0010vwq0126ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.6, vw",52.3252,5.06919,7011,negative,1449
RWS01_MONIBAS_0010vwq0129ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.9, vw",52.3242,5.07315,7011,negative,1450
RWS01_MONIBAS_0010vwq0129ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 12.9, vw",52.3242,5.07315,7011,negative,1451
RWS01_MONIBAS_0010vwq0132ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.2, vw",52.323,5.07715,7011,negative,1452
RWS01_MONIBAS_0010vwq0132ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.2, vw",52.323,5.07715,7011,negative,1453
RWS01_MONIBAS_0010vwq0135ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.5, vw",52.3225,5.08147,7011,negative,1454
RWS01_MONIBAS_0010vwq0135ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.5, vw",52.3225,5.08147,7011,negative,1455
RWS01_MONIBAS_0010vwq0138ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.8, vw",52.3208,5.085,7011,negative,1456
RWS01_MONIBAS_0010vwq0138ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 13.8, vw",52.3208,5.085,7011,negative,1457
RWS01_MONIBAS_0010vwq0140ra,2A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 14.0, vw",52.3199,5.08791,7011,negative,1458
RWS01_MONIBAS_0010vwq0140ra,4A,"A1 westBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 14.0, vw",52.3199,5.08791,7011,negative,1459
RWS01_MONIBAS_0010vwq0142ra,2A,"A1 westBound naar Amsterdam op knppnt Muiderberg ri afrit 4 thv hmp 14.3, vw",52.319,5.09122,7015,negative,1460
RWS01_MONIBAS_0010vwq0142ra,4A,"A1 westBound naar Amsterdam op knppnt Muiderberg ri afrit 4 thv hmp 14.3, vw",52.319,5.09122,7015,negative,1461
RWS01_MONIBAS_0011hrl0032ra,2A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 3.2,52.3437,4.95523,7000,negative,1462
RWS01_MONIBAS_0011hrl0032ra,4A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 3.2,52.3437,4.95523,7000,negative,1463
RWS01_MONIBAS_0011hrl0036ra,2A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 3.6,52.3469,4.95834,7000,negative,1464
RWS01_MONIBAS_0011hrl0036ra,4A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 3.6,52.3469,4.95834,7000,negative,1465
RWS01_MONIBAS_0011hrl0036ra,6A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 3.6,52.3469,4.95834,7000,negative,1466
RWS01_MONIBAS_0011hrl0040ra,2A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 4.0,52.3502,4.96085,7000,negative,1467
RWS01_MONIBAS_0011hrl0040ra,4A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 4.0,52.3502,4.96085,7000,negative,1468
RWS01_MONIBAS_0011hrl0040rb,6A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 4.0,52.3502,4.96085,7000,negative,1469
RWS01_MONIBAS_0011hrl0045ra,2A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 4.6,52.3516,4.96592,7000,negative,1470
RWS01_MONIBAS_0011hrl0045ra,4A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 4.6,52.3516,4.96592,7000,negative,1471
RWS01_MONIBAS_0011hrl0049ra,2A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 5.0,52.3488,4.96995,7000,negative,1472
RWS01_MONIBAS_0011hrl0049ra,4A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 5.0,52.3488,4.96995,7000,negative,1473
RWS01_MONIBAS_0011hrl0049rb,10A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 5.0,52.3488,4.96995,7000,negative,1474
RWS01_MONIBAS_0011hrl0049rb,6A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 5.0,52.3488,4.96995,7000,negative,1475
RWS01_MONIBAS_0011hrl0049rb,8A,A1 westBound naar Amsterdam op knppnt Watergraafsmeer thv hmp 5.0,52.3488,4.96995,7000,negative,1476
RWS01_MONIBAS_0011hrl0052ra,10A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.3,52.3474,4.97359,7003,negative,1477
RWS01_MONIBAS_0011hrl0052ra,2A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.3,52.3474,4.97359,7003,negative,1478
RWS01_MONIBAS_0011hrl0052ra,4A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.3,52.3474,4.97359,7003,negative,1479
RWS01_MONIBAS_0011hrl0052ra,6A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.3,52.3474,4.97359,7003,negative,1480
RWS01_MONIBAS_0011hrl0052ra,8A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.3,52.3474,4.97359,7003,negative,1481
RWS01_MONIBAS_0011hrl0056ra,10A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.6,52.3457,4.97747,7003,negative,1482
RWS01_MONIBAS_0011hrl0056ra,2A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.6,52.3457,4.97747,7003,negative,1483
RWS01_MONIBAS_0011hrl0056ra,4A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.6,52.3457,4.97747,7003,negative,1484
RWS01_MONIBAS_0011hrl0056ra,6A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.6,52.3457,4.97747,7003,negative,1485
RWS01_MONIBAS_0011hrl0056ra,8A,A1 westBound naar Amsterdam na afrit 1 ri knppnt Watergraafsmeer thv hmp 5.6,52.3457,4.97747,7003,negative,1486
RWS01_MONIBAS_0011hrl0060ra,2A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.0,52.3432,4.9815,7004,negative,1487
RWS01_MONIBAS_0011hrl0060ra,4A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.0,52.3432,4.9815,7004,negative,1488
RWS01_MONIBAS_0011hrl0060ra,6A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.0,52.3432,4.9815,7004,negative,1489
RWS01_MONIBAS_0011hrl0060ra,8A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.0,52.3432,4.9815,7004,negative,1490
RWS01_MONIBAS_0011hrl0065ra,2A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.6,52.3393,4.98649,7004,negative,1491
RWS01_MONIBAS_0011hrl0065ra,4A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.6,52.3393,4.98649,7004,negative,1492
RWS01_MONIBAS_0011hrl0065ra,6A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.6,52.3393,4.98649,7004,negative,1493
RWS01_MONIBAS_0011hrl0065ra,8A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.6,52.3393,4.98649,7004,negative,1494
RWS01_MONIBAS_0011hrl0068ra,2A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.9,52.3373,4.98989,7004,negative,1495
RWS01_MONIBAS_0011hrl0068ra,4A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.9,52.3373,4.98989,7004,negative,1496
RWS01_MONIBAS_0011hrl0068ra,6A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.9,52.3373,4.98989,7004,negative,1497
RWS01_MONIBAS_0011hrl0068ra,8A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 6.9,52.3373,4.98989,7004,negative,1498
RWS01_MONIBAS_0011hrl0070ra,2A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 7.1,52.3362,4.99217,7004,negative,1499
RWS01_MONIBAS_0011hrl0070ra,4A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 7.1,52.3362,4.99217,7004,negative,1500
RWS01_MONIBAS_0011hrl0070ra,6A,A1 westBound naar Amsterdam na afrit 2 ri afrit 1 thv hmp 7.1,52.3362,4.99217,7004,negative,1501
RWS01_MONIBAS_0011hrl0074ra,2A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.5,52.3344,4.99724,7006,negative,1502
RWS01_MONIBAS_0011hrl0074ra,4A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.5,52.3344,4.99724,7006,negative,1503
RWS01_MONIBAS_0011hrl0074ra,6A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.5,52.3344,4.99724,7006,negative,1504
RWS01_MONIBAS_0011hrl0076ra,8A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 7.7,52.3337,4.99994,7006,negative,1505
RWS01_MONIBAS_0011hrl0079ra,2A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 8.0,52.333,5.00377,7006,negative,1506
RWS01_MONIBAS_0011hrl0079ra,4A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 8.0,52.333,5.00377,7006,negative,1507
RWS01_MONIBAS_0011hrl0079ra,6A,A1 westBound naar Amsterdam op knppnt Diemen ri afrit 2 thv hmp 8.0,52.333,5.00377,7006,negative,1508
RWS01_MONIBAS_0011hrl0081ra,10A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2,52.3327,5.00695,7008,negative,1509
RWS01_MONIBAS_0011hrl0081ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2,52.3327,5.00695,7008,negative,1510
RWS01_MONIBAS_0011hrl0081ra,4A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2,52.3327,5.00695,7008,negative,1511
RWS01_MONIBAS_0011hrl0081ra,6A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2,52.3327,5.00695,7008,negative,1512
RWS01_MONIBAS_0011hrl0081ra,8A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.2,52.3327,5.00695,7008,negative,1513
RWS01_MONIBAS_0011hrl0085ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.5,52.3325,5.01113,7008,negative,1514
RWS01_MONIBAS_0011hrl0085ra,4A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.5,52.3325,5.01113,7008,negative,1515
RWS01_MONIBAS_0011hrl0085ra,6A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.5,52.3325,5.01113,7008,negative,1516
RWS01_MONIBAS_0011hrl0085ra,8A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.5,52.3325,5.01113,7008,negative,1517
RWS01_MONIBAS_0011hrl0089ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.9,52.3325,5.01717,7009,negative,1518
RWS01_MONIBAS_0011hrl0089ra,4A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.9,52.3325,5.01717,7009,negative,1519
RWS01_MONIBAS_0011hrl0089ra,6A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.9,52.3325,5.01717,7009,negative,1520
RWS01_MONIBAS_0011hrl0089ra,8A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 8.9,52.3325,5.01717,7009,negative,1521
RWS01_MONIBAS_0011hrl0094ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.5,52.3324,5.02555,7009,negative,1522
RWS01_MONIBAS_0011hrl0094ra,4A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.5,52.3324,5.02555,7009,negative,1523
RWS01_MONIBAS_0011hrl0094ra,6A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.5,52.3324,5.02555,7009,negative,1524
RWS01_MONIBAS_0011hrl0094ra,8A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.5,52.3324,5.02555,7009,negative,1525
RWS01_MONIBAS_0011hrl0098ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8,52.3323,5.03061,7009,negative,1526
RWS01_MONIBAS_0011hrl0098ra,4A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8,52.3323,5.03061,7009,negative,1527
RWS01_MONIBAS_0011hrl0098ra,6A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 9.8,52.3323,5.03061,7009,negative,1528
RWS01_MONIBAS_0011hrl0101ra,2A,A1 westBound naar Amsterdam na afrit 3 ri knppnt Diemen thv hmp 10.1,52.3323,5.035,7009,negative,1529
