measurementSiteReference,index,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,specificLocation,alertCDirectionCoded,intensity_id
RWS01_MONIBAS_0021hrl0335ra,7A,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 33.6,52.3087,4.92756,8009,positive,1940
RWS01_MONIBAS_0021hrl0335rb,1A,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 33.5,52.3089,4.92728,8009,positive,1941
RWS01_MONIBAS_0021hrl0339ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.0,52.3058,4.9306,8006,positive,1942
RWS01_MONIBAS_0021hrl0339ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.0,52.3058,4.9306,8006,positive,1943
RWS01_MONIBAS_0021hrl0339ra,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.0,52.3058,4.9306,8006,positive,1944
RWS01_MONIBAS_0021hrl0339ra,7A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.0,52.3058,4.9306,8006,positive,1945
RWS01_MONIBAS_0021hrl0344ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.4,52.3023,4.9341,8006,positive,1946
RWS01_MONIBAS_0021hrl0344ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.4,52.3023,4.9341,8006,positive,1947
RWS01_MONIBAS_0021hrl0348ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.8,52.2992,4.93698,8006,positive,1948
RWS01_MONIBAS_0021hrl0348ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.8,52.2992,4.93698,8006,positive,1949
RWS01_MONIBAS_0021hrl0352ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 35.3,52.2956,4.94007,8006,positive,1950
RWS01_MONIBAS_0021hrl0352ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 35.3,52.2956,4.94007,8006,positive,1951
RWS01_MONIBAS_0021hrl0360ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.0,52.2897,4.94523,8006,positive,1952
RWS01_MONIBAS_0021hrl0360ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.0,52.2897,4.94523,8006,positive,1953
RWS01_MONIBAS_0021hrl0360ra,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.0,52.2897,4.94523,8006,positive,1954
RWS01_MONIBAS_0021hrl0363ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,8006,positive,1955
RWS01_MONIBAS_0021hrl0363ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,8006,positive,1956
RWS01_MONIBAS_0021hrl0363ra,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,8006,positive,1957
RWS01_MONIBAS_0021hrl0363rb,7A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,8006,positive,1958
RWS01_MONIBAS_0021hrl0363rb,9A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,8006,positive,1959
RWS01_MONIBAS_0021hrl0365ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5,52.2857,4.94866,8006,positive,1960
RWS01_MONIBAS_0021hrl0365ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5,52.2857,4.94866,8006,positive,1961
RWS01_MONIBAS_0021hrl0365ra,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5,52.2857,4.94866,8006,positive,1962
RWS01_MONIBAS_0021hrl0365ra,7A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5,52.2857,4.94866,8006,positive,1963
RWS01_MONIBAS_0021hrl0368ra,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2825,4.95129,8006,positive,1964
RWS01_MONIBAS_0021hrl0368ra,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2825,4.95129,8006,positive,1965
RWS01_MONIBAS_0021hrl0368ra,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2825,4.95129,8006,positive,1966
RWS01_MONIBAS_0021hrl0368ra,7A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2825,4.95129,8006,positive,1967
RWS01_MONIBAS_0021hrl0368rb,1A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2826,4.95123,8006,positive,1968
RWS01_MONIBAS_0021hrl0368rb,3A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2826,4.95123,8006,positive,1969
RWS01_MONIBAS_0021hrl0368rb,5A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2826,4.95123,8006,positive,1970
RWS01_MONIBAS_0021hrl0368rb,7A,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2826,4.95123,8006,positive,1971
RWS01_MONIBAS_0021hrl0373ra,11A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1972
RWS01_MONIBAS_0021hrl0373ra,1A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1973
RWS01_MONIBAS_0021hrl0373ra,3A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1974
RWS01_MONIBAS_0021hrl0373ra,5A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1975
RWS01_MONIBAS_0021hrl0373ra,7A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1976
RWS01_MONIBAS_0021hrl0373ra,9A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,8003,positive,1977
RWS01_MONIBAS_0021hrl0379ra,11A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1978
RWS01_MONIBAS_0021hrl0379ra,1A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1979
RWS01_MONIBAS_0021hrl0379ra,3A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1980
RWS01_MONIBAS_0021hrl0379ra,5A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1981
RWS01_MONIBAS_0021hrl0379ra,7A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1982
RWS01_MONIBAS_0021hrl0379ra,9A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,8003,positive,1983
RWS01_MONIBAS_0021hrl0385ra,11A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1984
RWS01_MONIBAS_0021hrl0385ra,1A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1985
RWS01_MONIBAS_0021hrl0385ra,3A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1986
RWS01_MONIBAS_0021hrl0385ra,5A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1987
RWS01_MONIBAS_0021hrl0385ra,7A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1988
RWS01_MONIBAS_0021hrl0385ra,9A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,8003,positive,1989
RWS01_MONIBAS_0021hrl0391ra,1A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,8003,positive,1990
RWS01_MONIBAS_0021hrl0391ra,3A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,8003,positive,1991
RWS01_MONIBAS_0021hrl0391ra,5A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,8003,positive,1992
RWS01_MONIBAS_0021hrl0391ra,7A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,8003,positive,1993
RWS01_MONIBAS_0021hrl0391ra,9A,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,8003,positive,1994
RWS01_MONIBAS_0021hrl0397ra,1A,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,8002,positive,1995
RWS01_MONIBAS_0021hrl0397ra,3A,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,8002,positive,1996
RWS01_MONIBAS_0021hrl0397ra,5A,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,8002,positive,1997
RWS01_MONIBAS_0021hrl0397ra,7A,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,8002,positive,1998
RWS01_MONIBAS_0021hrl0397ra,9A,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,8002,positive,1999
RWS01_MONIBAS_0021hrr0308ra,1A,A2 southBound naar Utrecht na afrit s110 ri knppnt Amstel thv hmp 30.9,52.3307,4.91276,8016,negative,2000
RWS01_MONIBAS_0021hrr0308ra,3A,A2 southBound naar Utrecht na afrit s110 ri knppnt Amstel thv hmp 30.9,52.3307,4.91276,8016,negative,2001
RWS01_MONIBAS_0021hrr0308ra,5A,A2 southBound naar Utrecht na afrit s110 ri knppnt Amstel thv hmp 30.9,52.3307,4.91276,8016,negative,2002
RWS01_MONIBAS_0021hrr0310ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.1,52.3286,4.9131,8012,negative,2003
RWS01_MONIBAS_0021hrr0310ra,3A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.1,52.3286,4.9131,8012,negative,2004
RWS01_MONIBAS_0021hrr0310rb,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.1,52.3286,4.9131,8012,negative,2005
RWS01_MONIBAS_0021hrr0313ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.3,52.3266,4.91343,8012,negative,2006
RWS01_MONIBAS_0021hrr0313ra,3A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.3,52.3266,4.91343,8012,negative,2007
RWS01_MONIBAS_0021hrr0318ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 31.8,52.3223,4.91443,8012,negative,2008
RWS01_MONIBAS_0021hrr0323ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.3,52.3181,4.91717,8012,negative,2009
RWS01_MONIBAS_0021hrr0323ra,3A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.3,52.3181,4.91717,8012,negative,2010
RWS01_MONIBAS_0021hrr0323ra,5A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.3,52.3181,4.91717,8012,negative,2011
RWS01_MONIBAS_0021hrr0323ra,7A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.3,52.3181,4.91717,8012,negative,2012
RWS01_MONIBAS_0021hrr0326ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.6,52.3158,4.91954,8012,negative,2013
RWS01_MONIBAS_0021hrr0326ra,3A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.6,52.3158,4.91954,8012,negative,2014
RWS01_MONIBAS_0021hrr0326ra,5A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.6,52.3158,4.91954,8012,negative,2015
RWS01_MONIBAS_0021hrr0326ra,7A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.6,52.3158,4.91954,8012,negative,2016
RWS01_MONIBAS_0021hrr0329ra,1A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.9,52.3136,4.92196,8012,negative,2017
RWS01_MONIBAS_0021hrr0329ra,3A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.9,52.3136,4.92196,8012,negative,2018
RWS01_MONIBAS_0021hrr0329ra,5A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.9,52.3136,4.92196,8012,negative,2019
RWS01_MONIBAS_0021hrr0329ra,7A,A2 southBound naar Utrecht op knppnt Amstel ri afrit 1 thv hmp 32.9,52.3136,4.92196,8012,negative,2020
RWS01_MONIBAS_0021hrr0331ra,1A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.1,52.3121,4.92363,8009,negative,2021
RWS01_MONIBAS_0021hrr0331ra,3A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.1,52.3121,4.92363,8009,negative,2022
RWS01_MONIBAS_0021hrr0331ra,5A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.1,52.3121,4.92363,8009,negative,2023
RWS01_MONIBAS_0021hrr0331ra,7A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.1,52.3121,4.92363,8009,negative,2024
RWS01_MONIBAS_0021hrr0335ra,1A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.6,52.3086,4.9273,8009,negative,2025
RWS01_MONIBAS_0021hrr0335ra,3A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.6,52.3086,4.9273,8009,negative,2026
RWS01_MONIBAS_0021hrr0335ra,5A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.6,52.3086,4.9273,8009,negative,2027
RWS01_MONIBAS_0021hrr0335ra,7A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 33.6,52.3086,4.9273,8009,negative,2028
RWS01_MONIBAS_0021hrr0340ra,1A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.0,52.3053,4.93073,8009,negative,2029
RWS01_MONIBAS_0021hrr0340ra,3A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.0,52.3053,4.93073,8009,negative,2030
RWS01_MONIBAS_0021hrr0340ra,5A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.0,52.3053,4.93073,8009,negative,2031
RWS01_MONIBAS_0021hrr0340ra,7A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.0,52.3053,4.93073,8009,negative,2032
RWS01_MONIBAS_0021hrr0343ra,1A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.3,52.303,4.9331,8009,negative,2033
RWS01_MONIBAS_0021hrr0343ra,3A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.3,52.303,4.9331,8009,negative,2034
RWS01_MONIBAS_0021hrr0343ra,5A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.3,52.303,4.9331,8009,negative,2035
RWS01_MONIBAS_0021hrr0343ra,7A,A2 southBound naar Utrecht na afrit 1 ri knppnt Holendrecht thv hmp 34.3,52.303,4.9331,8009,negative,2036
RWS01_MONIBAS_0021hrr0348ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 34.8,52.2991,4.93683,8006,negative,2037
RWS01_MONIBAS_0021hrr0348ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 34.8,52.2991,4.93683,8006,negative,2038
RWS01_MONIBAS_0021hrr0353ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 35.3,52.2952,4.94027,8006,negative,2039
RWS01_MONIBAS_0021hrr0353ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 35.3,52.2952,4.94027,8006,negative,2040
RWS01_MONIBAS_0021hrr0360ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 36.0,52.2896,4.94503,8006,negative,2041
RWS01_MONIBAS_0021hrr0360ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 36.0,52.2896,4.94503,8006,negative,2042
RWS01_MONIBAS_0021hrr0364ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 36.5,52.2859,4.94817,8006,negative,2043
RWS01_MONIBAS_0021hrr0364ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 36.5,52.2859,4.94817,8006,negative,2044
RWS01_MONIBAS_0021hrr0369ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.0,52.2819,4.95132,8006,negative,2045
RWS01_MONIBAS_0021hrr0369ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.0,52.2819,4.95132,8006,negative,2046
RWS01_MONIBAS_0021hrr0369ra,5A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.0,52.2819,4.95132,8006,negative,2047
RWS01_MONIBAS_0021hrr0369ra,7A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.0,52.2819,4.95132,8006,negative,2048
RWS01_MONIBAS_0021hrr0375ra,11A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2049
RWS01_MONIBAS_0021hrr0375ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2050
RWS01_MONIBAS_0021hrr0375ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2051
RWS01_MONIBAS_0021hrr0375ra,5A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2052
RWS01_MONIBAS_0021hrr0375ra,7A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2053
RWS01_MONIBAS_0021hrr0375ra,9A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 37.5,52.2773,4.95468,8006,negative,2054
RWS01_MONIBAS_0021hrr0381ra,11A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2055
RWS01_MONIBAS_0021hrr0381ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2056
RWS01_MONIBAS_0021hrr0381ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2057
RWS01_MONIBAS_0021hrr0381ra,5A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2058
RWS01_MONIBAS_0021hrr0381ra,7A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2059
RWS01_MONIBAS_0021hrr0381ra,9A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.1,52.2724,4.95809,8006,negative,2060
RWS01_MONIBAS_0021hrr0387ra,11A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2061
RWS01_MONIBAS_0021hrr0387ra,1A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2062
RWS01_MONIBAS_0021hrr0387ra,3A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2063
RWS01_MONIBAS_0021hrr0387ra,5A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2064
RWS01_MONIBAS_0021hrr0387ra,7A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2065
RWS01_MONIBAS_0021hrr0387ra,9A,A2 southBound naar Utrecht op knppnt Holendrecht ri afrit 2 thv hmp 38.7,52.2672,4.96064,8006,negative,2066
RWS01_MONIBAS_0021hrr0390ra,1A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0,52.2649,4.962,8003,negative,2067
RWS01_MONIBAS_0021hrr0390ra,3A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0,52.2649,4.962,8003,negative,2068
RWS01_MONIBAS_0021hrr0390ra,5A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0,52.2649,4.962,8003,negative,2069
RWS01_MONIBAS_0021hrr0390ra,7A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0,52.2649,4.962,8003,negative,2070
RWS01_MONIBAS_0021hrr0390ra,9A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0,52.2649,4.962,8003,negative,2071
RWS01_MONIBAS_0021hrr0392ra,1A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3,52.2625,4.96349,8003,negative,2072
RWS01_MONIBAS_0021hrr0392ra,3A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3,52.2625,4.96349,8003,negative,2073
RWS01_MONIBAS_0021hrr0392ra,5A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3,52.2625,4.96349,8003,negative,2074
RWS01_MONIBAS_0021hrr0392ra,7A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3,52.2625,4.96349,8003,negative,2075
RWS01_MONIBAS_0021hrr0392ra,9A,A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3,52.2625,4.96349,8003,negative,2076
RWS01_MONIBAS_0040vwa0019ra,1A,"A4 southBound naar Den Haag na afrit 1 ri knppnt Badhoevedorp thv hmp 1.9, afrit",52.3389,4.81792,9234,negative,2077
RWS01_MONIBAS_0040vwa0019ra,3A,"A4 southBound naar Den Haag na afrit 1 ri knppnt Badhoevedorp thv hmp 1.9, afrit",52.3389,4.81792,9234,negative,2078
RWS01_MONIBAS_0040vwa0112ra,1A,"A4 southBound naar Den Haag na afrit 3 ri afrit 3a thv hmp 11.2, afrit",52.2862,4.72245,9225,negative,2079
RWS01_MONIBAS_0040vwa0112ra,3A,"A4 southBound naar Den Haag na afrit 3 ri afrit 3a thv hmp 11.2, afrit",52.2862,4.72245,9225,negative,2080
RWS01_MONIBAS_0040vwa0128ra,1A,"A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 12.9, afrit",52.2749,4.70633,21980,negative,2081
RWS01_MONIBAS_0040vwb0027ra,1A,"A4 southBound naar Den Haag na afrit 1 ri knppnt Badhoevedorp thv hmp 2.7, oprit",52.3362,4.8075,9234,negative,2082
RWS01_MONIBAS_0040vwc0024ra,1A,"A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 2.4, afrit",52.337,4.81111,9234,positive,2083
RWS01_MONIBAS_0040vwc0024ra,3A,"A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 2.4, afrit",52.337,4.81111,9234,positive,2084
RWS01_MONIBAS_0040vwc0119ra,1A,"A4 northBound naar Amsterdam na afrit 3 ri knppnt De Hoek thv hmp 11.9, afrit",52.2804,4.71741,9225,positive,2085
RWS01_MONIBAS_0040vwc0119ra,3A,"A4 northBound naar Amsterdam na afrit 3 ri knppnt De Hoek thv hmp 11.9, afrit",52.2804,4.71741,9225,positive,2086
RWS01_MONIBAS_0040vwc0129ra,1A,"A4 northBound naar Amsterdam na afrit 3a ri afrit 3 thv hmp 13.0, afrit",52.2731,4.70664,21980,positive,2087
RWS01_MONIBAS_0040vwc0129ra,3A,"A4 northBound naar Amsterdam na afrit 3a ri afrit 3 thv hmp 13.0, afrit",52.2731,4.70664,21980,positive,2088
RWS01_MONIBAS_0040vwd0020ra,1A,"A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 2.0, oprit",52.3381,4.81698,9234,positive,2089
RWS01_MONIBAS_0040vwe0036ra,1A,A4 southBound naar Den Haag vw van A4 vanuit Amsterdam naar A9 richting Haarlem thv hmp 3.6,52.3308,4.79683,9233,negative,2090
RWS01_MONIBAS_0040vwe0036ra,3A,A4 southBound naar Den Haag vw van A4 vanuit Amsterdam naar A9 richting Haarlem thv hmp 3.6,52.3308,4.79683,9233,negative,2091
RWS01_MONIBAS_0040vwf0041ra,1A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A9 richting Utrecht thv hmp 4.1,52.3266,4.79285,9230,positive,2092
RWS01_MONIBAS_0040vwf0041ra,3A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A9 richting Utrecht thv hmp 4.1,52.3266,4.79285,9230,positive,2093
RWS01_MONIBAS_0040vwh0003ra,1A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.3,52.3379,4.84096,9236,positive,2094
RWS01_MONIBAS_0040vwh0003ra,3A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.3,52.3379,4.84096,9236,positive,2095
RWS01_MONIBAS_0040vwh0007ra,1A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.7,52.3376,4.83581,9236,positive,2096
RWS01_MONIBAS_0040vwh0007ra,3A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.7,52.3376,4.83581,9236,positive,2097
RWS01_MONIBAS_0040vwh0007rb,1A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.8,52.3378,4.83476,9236,positive,2098
RWS01_MONIBAS_0040vwh0007rb,3A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A10 richting Zaanstad thv hmp 0.8,52.3378,4.83476,9236,positive,2099
RWS01_MONIBAS_0040vwh0105ra,1A,A4 northBound naar Amsterdam vw van A4 vanuit Den Haag naar A5 richting Haarlem thv hmp 10.5,52.29,4.73044,9241,positive,2100
