measurementSiteReference,index,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,specificLocation,alertCDirectionCoded,intensity_id
RWS01_MONIBAS_0091hrl0512ra,3A,A9 southBound naar Amstelveen na afrit 8 ri knppnt Velsen thv hmp 51.2,52.4524,4.66824,10592,negative,3238
RWS01_MONIBAS_0091hrl0512ra,5A,A9 southBound naar Amstelveen na afrit 8 ri knppnt Velsen thv hmp 51.2,52.4524,4.66824,10592,negative,3239
RWS01_MONIBAS_0091hrr0059ra,1A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.0,52.3244,5.0047,10560,positive,3240
RWS01_MONIBAS_0091hrr0059ra,3A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.0,52.3244,5.0047,10560,positive,3241
RWS01_MONIBAS_0091hrr0059ra,5A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.0,52.3244,5.0047,10560,positive,3242
RWS01_MONIBAS_0091hrr0065ra,1A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.5,52.3201,5.00083,10560,positive,3243
RWS01_MONIBAS_0091hrr0065ra,3A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.5,52.3201,5.00083,10560,positive,3244
RWS01_MONIBAS_0091hrr0065ra,5A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.5,52.3201,5.00083,10560,positive,3245
RWS01_MONIBAS_0091hrr0068ra,1A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.8,52.3181,4.99759,10560,positive,3246
RWS01_MONIBAS_0091hrr0068ra,3A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.8,52.3181,4.99759,10560,positive,3247
RWS01_MONIBAS_0091hrr0068ra,5A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.8,52.3181,4.99759,10560,positive,3248
RWS01_MONIBAS_0091hrr0071ra,1A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 7.2,52.3161,4.99376,10560,positive,3249
RWS01_MONIBAS_0091hrr0071ra,3A,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 7.2,52.3161,4.99376,10560,positive,3250
RWS01_MONIBAS_0091hrr0075ra,1A,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 7.6,52.3141,4.98891,10563,positive,3251
RWS01_MONIBAS_0091hrr0075ra,3A,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 7.6,52.3141,4.98891,10563,positive,3252
RWS01_MONIBAS_0091hrr0080ra,1A,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 8.0,52.312,4.98298,10563,positive,3253
RWS01_MONIBAS_0091hrr0080ra,3A,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 8.0,52.312,4.98298,10563,positive,3254
RWS01_MONIBAS_0091hrr0084ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 8.4,52.3103,4.97789,10564,positive,3255
RWS01_MONIBAS_0091hrr0084ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 8.4,52.3103,4.97789,10564,positive,3256
RWS01_MONIBAS_0091hrr0089ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 9.0,52.3079,4.97089,10564,positive,3257
RWS01_MONIBAS_0091hrr0089ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 9.0,52.3079,4.97089,10564,positive,3258
RWS01_MONIBAS_0091hrr0103ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 10.4,52.3019,4.95333,10564,positive,3259
RWS01_MONIBAS_0091hrr0103ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 10.4,52.3019,4.95333,10564,positive,3260
RWS01_MONIBAS_0091hrr0103ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 10.4,52.3019,4.95333,10564,positive,3261
RWS01_MONIBAS_0091hrr0103ra,7A,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 10.4,52.3019,4.95333,10564,positive,3262
RWS01_MONIBAS_0091hrr0110ra,1A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.1,52.2988,4.94374,10565,positive,3263
RWS01_MONIBAS_0091hrr0110ra,3A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.1,52.2988,4.94374,10565,positive,3264
RWS01_MONIBAS_0091hrr0110ra,5A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.1,52.2988,4.94374,10565,positive,3265
RWS01_MONIBAS_0091hrr0112ra,1A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.3,52.299,4.94093,10565,positive,3266
RWS01_MONIBAS_0091hrr0112ra,3A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.3,52.299,4.94093,10565,positive,3267
RWS01_MONIBAS_0091hrr0112ra,5A,A9 northBound naar Amstelveen na afrit 3 ri knppnt Holendrecht thv hmp 11.3,52.299,4.94093,10565,positive,3268
RWS01_MONIBAS_0091hrr0117ra,1A,A9 northBound naar Amstelveen op knppnt Holendrecht ri afrit 2 thv hmp 11.8,52.2974,4.93587,10568,positive,3269
RWS01_MONIBAS_0091hrr0117ra,3A,A9 northBound naar Amstelveen op knppnt Holendrecht ri afrit 2 thv hmp 11.8,52.2974,4.93587,10568,positive,3270
RWS01_MONIBAS_0091hrr0230ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.0,52.2863,4.93412,21698,positive,3271
RWS01_MONIBAS_0091hrr0230ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.0,52.2863,4.93412,21698,positive,3272
RWS01_MONIBAS_0091hrr0235ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.6,52.2869,4.92617,21698,positive,3273
RWS01_MONIBAS_0091hrr0235ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.6,52.2869,4.92617,21698,positive,3274
RWS01_MONIBAS_0091hrr0235ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.6,52.2869,4.92617,21698,positive,3275
RWS01_MONIBAS_0091hrr0235ra,7A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 23.6,52.2869,4.92617,21698,positive,3276
RWS01_MONIBAS_0091hrr0241ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.1,52.288,4.918,21698,positive,3277
RWS01_MONIBAS_0091hrr0241ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.1,52.288,4.918,21698,positive,3278
RWS01_MONIBAS_0091hrr0241ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.1,52.288,4.918,21698,positive,3279
RWS01_MONIBAS_0091hrr0247ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.8,52.2896,4.90932,21698,positive,3280
RWS01_MONIBAS_0091hrr0247ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.8,52.2896,4.90932,21698,positive,3281
RWS01_MONIBAS_0091hrr0247ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 24.8,52.2896,4.90932,21698,positive,3282
RWS01_MONIBAS_0091hrr0253ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 25.4,52.2917,4.9011,21698,positive,3283
RWS01_MONIBAS_0091hrr0253ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 25.4,52.2917,4.9011,21698,positive,3284
RWS01_MONIBAS_0091hrr0253ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 25.4,52.2917,4.9011,21698,positive,3285
RWS01_MONIBAS_0091hrr0259ra,1A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 26.0,52.2942,4.89325,21698,positive,3286
RWS01_MONIBAS_0091hrr0259ra,3A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 26.0,52.2942,4.89325,21698,positive,3287
RWS01_MONIBAS_0091hrr0259ra,5A,A9 northBound naar Amstelveen na afrit 2 ri afrit 4 thv hmp 26.0,52.2942,4.89325,21698,positive,3288
RWS01_MONIBAS_0091hrr0262ra,1A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.3,52.2953,4.88862,10572,positive,3289
RWS01_MONIBAS_0091hrr0262ra,3A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.3,52.2953,4.88862,10572,positive,3290
RWS01_MONIBAS_0091hrr0262ra,5A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.3,52.2953,4.88862,10572,positive,3291
RWS01_MONIBAS_0091hrr0267ra,1A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.7,52.2963,4.88237,10572,positive,3292
RWS01_MONIBAS_0091hrr0267ra,3A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.7,52.2963,4.88237,10572,positive,3293
RWS01_MONIBAS_0091hrr0267ra,5A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 26.7,52.2963,4.88237,10572,positive,3294
RWS01_MONIBAS_0091hrr0272ra,1A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.3,52.2974,4.87478,10572,positive,3295
RWS01_MONIBAS_0091hrr0272ra,3A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.3,52.2974,4.87478,10572,positive,3296
RWS01_MONIBAS_0091hrr0272ra,5A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.3,52.2974,4.87478,10572,positive,3297
RWS01_MONIBAS_0091hrr0272ra,7A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.3,52.2974,4.87478,10572,positive,3298
RWS01_MONIBAS_0091hrr0278ra,1A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.8,52.299,4.86688,10572,positive,3299
RWS01_MONIBAS_0091hrr0278ra,3A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.8,52.299,4.86688,10572,positive,3300
RWS01_MONIBAS_0091hrr0278ra,5A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.8,52.299,4.86688,10572,positive,3301
RWS01_MONIBAS_0091hrr0278ra,7A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 27.8,52.299,4.86688,10572,positive,3302
RWS01_MONIBAS_0091hrr0282ra,1A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 28.3,52.3004,4.86127,10572,positive,3303
RWS01_MONIBAS_0091hrr0282ra,3A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 28.3,52.3004,4.86127,10572,positive,3304
RWS01_MONIBAS_0091hrr0282ra,5A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 28.3,52.3004,4.86127,10572,positive,3305
RWS01_MONIBAS_0091hrr0282ra,7A,A9 northBound naar Amstelveen na afrit 4 ri afrit 5 thv hmp 28.3,52.3004,4.86127,10572,positive,3306
RWS01_MONIBAS_0091hrr0287ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 28.7,52.3018,4.85514,10573,positive,3307
RWS01_MONIBAS_0091hrr0287ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 28.7,52.3018,4.85514,10573,positive,3308
RWS01_MONIBAS_0091hrr0287ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 28.7,52.3018,4.85514,10573,positive,3309
RWS01_MONIBAS_0091hrr0293ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.3,52.3043,4.84664,10573,positive,3310
RWS01_MONIBAS_0091hrr0293ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.3,52.3043,4.84664,10573,positive,3311
RWS01_MONIBAS_0091hrr0293ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.3,52.3043,4.84664,10573,positive,3312
RWS01_MONIBAS_0091hrr0297ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.7,52.3049,4.84155,10573,positive,3313
RWS01_MONIBAS_0091hrr0297ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.7,52.3049,4.84155,10573,positive,3314
RWS01_MONIBAS_0091hrr0297ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 29.7,52.3049,4.84155,10573,positive,3315
RWS01_MONIBAS_0091hrr0302ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.3,52.3063,4.83313,10573,positive,3316
RWS01_MONIBAS_0091hrr0302ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.3,52.3063,4.83313,10573,positive,3317
RWS01_MONIBAS_0091hrr0302ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.3,52.3063,4.83313,10573,positive,3318
RWS01_MONIBAS_0091hrr0308ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.9,52.3083,4.82517,10573,positive,3319
RWS01_MONIBAS_0091hrr0308ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.9,52.3083,4.82517,10573,positive,3320
RWS01_MONIBAS_0091hrr0308ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 30.9,52.3083,4.82517,10573,positive,3321
RWS01_MONIBAS_0091hrr0313ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.4,52.3106,4.81942,10573,positive,3322
RWS01_MONIBAS_0091hrr0313ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.4,52.3106,4.81942,10573,positive,3323
RWS01_MONIBAS_0091hrr0313ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.4,52.3106,4.81942,10573,positive,3324
RWS01_MONIBAS_0091hrr0318ra,1A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.8,52.3138,4.81433,10575,positive,3325
RWS01_MONIBAS_0091hrr0318ra,3A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.8,52.3138,4.81433,10575,positive,3326
RWS01_MONIBAS_0091hrr0318ra,5A,A9 northBound naar Alkmaar na afrit 5 ri afrit 6 thv hmp 31.8,52.3138,4.81433,10575,positive,3327
RWS01_MONIBAS_0091hrr0322ra,1A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.2,52.3165,4.81107,10576,positive,3328
RWS01_MONIBAS_0091hrr0322ra,3A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.2,52.3165,4.81107,10576,positive,3329
RWS01_MONIBAS_0091hrr0322ra,5A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.2,52.3165,4.81107,10576,positive,3330
RWS01_MONIBAS_0091hrr0326ra,1A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.7,52.3198,4.80811,10576,positive,3331
RWS01_MONIBAS_0091hrr0326ra,3A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.7,52.3198,4.80811,10576,positive,3332
RWS01_MONIBAS_0091hrr0326ra,5A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.7,52.3198,4.80811,10576,positive,3333
RWS01_MONIBAS_0091hrr0328ra,1A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.8,52.3213,4.80671,10576,positive,3334
RWS01_MONIBAS_0091hrr0328ra,3A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.8,52.3213,4.80671,10576,positive,3335
RWS01_MONIBAS_0091hrr0328rb,5A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 32.8,52.3213,4.80671,10576,positive,3336
RWS01_MONIBAS_0091hrr0330ra,1A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 33.1,52.3231,4.80478,10576,positive,3337
RWS01_MONIBAS_0091hrr0330ra,3A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 33.1,52.3231,4.80478,10576,positive,3338
RWS01_MONIBAS_0091hrr0330rb,5A,A9 northBound naar Alkmaar na afrit 6 ri knppnt Badhoevedorp thv hmp 33.1,52.3231,4.80478,10576,positive,3339
RWS01_MONIBAS_0091hrr0339ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 33.9,52.3284,4.79573,10579,positive,3340
RWS01_MONIBAS_0091hrr0339ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 33.9,52.3284,4.79573,10579,positive,3341
RWS01_MONIBAS_0091hrr0344ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 34.4,52.3312,4.79048,10579,positive,3342
RWS01_MONIBAS_0091hrr0344ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 34.4,52.3312,4.79048,10579,positive,3343
RWS01_MONIBAS_0091hrr0350ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0,52.3349,4.78361,10579,positive,3344
RWS01_MONIBAS_0091hrr0350ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0,52.3349,4.78361,10579,positive,3345
RWS01_MONIBAS_0091hrr0350ra,801A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0,52.3349,4.78361,10579,positive,3346
RWS01_MONIBAS_0091hrr0353ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.4,52.3368,4.77985,10579,positive,3347
RWS01_MONIBAS_0091hrr0353ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.4,52.3368,4.77985,10579,positive,3348
RWS01_MONIBAS_0091hrr0353ra,801A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.4,52.3368,4.77985,10579,positive,3349
RWS01_MONIBAS_0091hrr0356ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.6,52.3385,4.77675,10579,positive,3350
RWS01_MONIBAS_0091hrr0356ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.6,52.3385,4.77675,10579,positive,3351
RWS01_MONIBAS_0091hrr0356ra,801A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.6,52.3385,4.77675,10579,positive,3352
RWS01_MONIBAS_0091hrr0362ra,1A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2,52.3415,4.77002,10579,positive,3353
RWS01_MONIBAS_0091hrr0362ra,3A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2,52.3415,4.77002,10579,positive,3354
RWS01_MONIBAS_0091hrr0362ra,801A,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2,52.3415,4.77002,10579,positive,3355
RWS01_MONIBAS_0091hrr0367ra,1A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 36.7,52.3443,4.76418,10582,positive,3356
RWS01_MONIBAS_0091hrr0367ra,3A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 36.7,52.3443,4.76418,10582,positive,3357
RWS01_MONIBAS_0091hrr0367ra,801A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 36.7,52.3443,4.76418,10582,positive,3358
RWS01_MONIBAS_0091hrr0373ra,1A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4,52.3479,4.75694,10582,positive,3359
RWS01_MONIBAS_0091hrr0373ra,3A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4,52.3479,4.75694,10582,positive,3360
RWS01_MONIBAS_0091hrr0373ra,801A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4,52.3479,4.75694,10582,positive,3361
RWS01_MONIBAS_0091hrr0377ra,1A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.7,52.3501,4.75277,10582,positive,3362
RWS01_MONIBAS_0091hrr0377ra,3A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.7,52.3501,4.75277,10582,positive,3363
RWS01_MONIBAS_0091hrr0377ra,801A,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.7,52.3501,4.75277,10582,positive,3364
RWS01_MONIBAS_0091hrr0381ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1,52.3523,4.74868,10624,positive,3365
RWS01_MONIBAS_0091hrr0381ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1,52.3523,4.74868,10624,positive,3366
RWS01_MONIBAS_0091hrr0381ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1,52.3523,4.74868,10624,positive,3367
RWS01_MONIBAS_0091hrr0384ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.5,52.3545,4.74463,10624,positive,3368
RWS01_MONIBAS_0091hrr0384ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.5,52.3545,4.74463,10624,positive,3369
RWS01_MONIBAS_0091hrr0384ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.5,52.3545,4.74463,10624,positive,3370
RWS01_MONIBAS_0091hrr0388ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.8,52.3565,4.74094,10624,positive,3371
RWS01_MONIBAS_0091hrr0388ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.8,52.3565,4.74094,10624,positive,3372
RWS01_MONIBAS_0091hrr0388ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.8,52.3565,4.74094,10624,positive,3373
RWS01_MONIBAS_0091hrr0391ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.1,52.3584,4.7374,10624,positive,3374
RWS01_MONIBAS_0091hrr0391ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.1,52.3584,4.7374,10624,positive,3375
RWS01_MONIBAS_0091hrr0391ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.1,52.3584,4.7374,10624,positive,3376
RWS01_MONIBAS_0091hrr0394ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.4,52.3601,4.7342,10624,positive,3377
RWS01_MONIBAS_0091hrr0394ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.4,52.3601,4.7342,10624,positive,3378
RWS01_MONIBAS_0091hrr0394ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.4,52.3601,4.7342,10624,positive,3379
RWS01_MONIBAS_0091hrr0396ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.6,52.3615,4.7316,10624,positive,3380
RWS01_MONIBAS_0091hrr0396ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.6,52.3615,4.7316,10624,positive,3381
RWS01_MONIBAS_0091hrr0396ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.6,52.3615,4.7316,10624,positive,3382
RWS01_MONIBAS_0091hrr0399ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.9,52.363,4.7288,10624,positive,3383
RWS01_MONIBAS_0091hrr0399ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.9,52.363,4.7288,10624,positive,3384
RWS01_MONIBAS_0091hrr0399ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.9,52.363,4.7288,10624,positive,3385
RWS01_MONIBAS_0091hrr0401ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,10624,positive,3386
RWS01_MONIBAS_0091hrr0401ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,10624,positive,3387
RWS01_MONIBAS_0091hrr0401ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,10624,positive,3388
RWS01_MONIBAS_0091hrr0401ra,7A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,10624,positive,3389
RWS01_MONIBAS_0091hrr0401ra,9A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,10624,positive,3390
RWS01_MONIBAS_0091hrr0405ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,10624,positive,3391
RWS01_MONIBAS_0091hrr0405ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,10624,positive,3392
RWS01_MONIBAS_0091hrr0405ra,5A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,10624,positive,3393
RWS01_MONIBAS_0091hrr0405ra,7A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,10624,positive,3394
RWS01_MONIBAS_0091hrr0405ra,9A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,10624,positive,3395
RWS01_MONIBAS_0091hrr0408ra,1A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.9,52.3689,4.71791,10624,positive,3396
RWS01_MONIBAS_0091hrr0408ra,3A,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.9,52.3689,4.71791,10624,positive,3397
