measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,trafficID
RWS01_MONIBAS_0011hrr0135ra,A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5,52.3216,5.08163,positive,A1,5.11,A,7011,1175,P1.3,Afrit,40
RWS01_MONIBAS_0011hrr0140ra,A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0,52.3199,5.08778,positive,A1,5.11,A,7011,1640,P1.3,Afrit,41
RWS01_MONIBAS_0021hrl0313ra,A2 northBound naar Amsterdam op knppnt Amstel ri afrit Industriegebied Amstel Businesspark thv hmp 31.4,52.3261,4.91372,positive,A2,5.11,A,8012,425,P1.1,Knooppunt,42
RWS01_MONIBAS_0021hrl0319ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 31.9,52.3215,4.91507,positive,A2,5.11,A,8009,1700,P1.3,Afrit,43
RWS01_MONIBAS_0021hrl0322ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 32.2,52.3187,4.91699,positive,A2,5.11,A,8009,1360,P1.3,Afrit,44
RWS01_MONIBAS_0021hrl0325ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 32.6,52.3163,4.9194,positive,A2,5.11,A,8009,1050,P1.3,Afrit,45
RWS01_MONIBAS_0021hrl0328ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 32.8,52.3144,4.92142,positive,A2,5.11,A,8009,800,P1.3,Afrit,46
RWS01_MONIBAS_0021hrl0333ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 33.3,52.3107,4.92547,positive,A2,5.11,A,8009,300,P1.3,Afrit,47
RWS01_MONIBAS_0021hrl0335ra,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 33.6,52.3087,4.92756,positive,A2,5.11,A,8009,35,P1.3,Afrit,48
RWS01_MONIBAS_0021hrl0335rb,A2 northBound naar Amsterdam na afrit 1 ri knppnt Amstel thv hmp 33.5,52.3089,4.92728,positive,A2,5.11,A,8009,70,P1.3,Afrit,49
RWS01_MONIBAS_0021hrl0339ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.0,52.3058,4.9306,positive,A2,5.11,A,8006,3250,P1.1,Knooppunt,50
RWS01_MONIBAS_0021hrl0344ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.4,52.3023,4.9341,positive,A2,5.11,A,8006,2800,P1.1,Knooppunt,51
RWS01_MONIBAS_0021hrl0348ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 34.8,52.2992,4.93698,positive,A2,5.11,A,8006,2400,P1.1,Knooppunt,52
RWS01_MONIBAS_0021hrl0352ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 35.3,52.2956,4.94007,positive,A2,5.11,A,8006,1950,P1.1,Knooppunt,53
RWS01_MONIBAS_0021hrl0360ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.0,52.2897,4.94523,positive,A2,5.11,A,8006,1200,P1.1,Knooppunt,54
RWS01_MONIBAS_0021hrl0363ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.3,52.2872,4.94739,positive,A2,5.11,A,8006,890,P1.1,Knooppunt,55
RWS01_MONIBAS_0021hrl0365ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5,52.2857,4.94866,positive,A2,5.11,A,8006,700,P1.1,Knooppunt,56
RWS01_MONIBAS_0021hrl0368ra,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2825,4.95129,positive,A2,5.11,A,8006,302,P1.1,Knooppunt,57
RWS01_MONIBAS_0021hrl0368rb,A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.9,52.2826,4.95123,positive,A2,5.11,A,8006,312,P1.1,Knooppunt,58
RWS01_MONIBAS_0021hrl0373ra,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3,52.2792,4.95392,positive,A2,5.11,A,8003,2196,P1.3,Afrit,59
RWS01_MONIBAS_0021hrl0379ra,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.9,52.2742,4.95768,positive,A2,5.11,A,8003,1588,P1.3,Afrit,60
RWS01_MONIBAS_0021hrl0385ra,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5,52.2692,4.96036,positive,A2,5.11,A,8003,990,P1.3,Afrit,61
RWS01_MONIBAS_0021hrl0391ra,A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1,52.2641,4.96326,positive,A2,5.11,A,8003,388,P1.3,Afrit,62
RWS01_MONIBAS_0021hrl0397ra,A2 northBound naar Amsterdam na afrit 4 ri afrit 3 thv hmp 39.7,52.259,4.96597,positive,A2,5.11,A,8002,4190,P1.3,Afrit,63
RWS01_MONIBAS_0041hrl0004ra,A4 northBound naar Amsterdam op knppnt De Nieuwe Meer thv hmp 0.5,52.3377,4.83897,positive,A4,5.11,A,9237,512,P1.2,Knooppunt (triangle),64
RWS01_MONIBAS_0041hrl0007ra,A4 northBound naar Amsterdam op knppnt De Nieuwe Meer thv hmp 0.8,52.3382,4.83486,positive,A4,5.11,A,9237,220,P1.2,Knooppunt (triangle),65
RWS01_MONIBAS_0041hrl0011ra,A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 1.2,52.3382,4.82938,positive,A4,5.11,A,9234,1544,P1.3,Afrit,66
RWS01_MONIBAS_0041hrl0015ra,A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 1.6,52.3383,4.82358,positive,A4,5.11,A,9234,1150,P1.3,Afrit,67
RWS01_MONIBAS_0041hrl0020ra,A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 2.0,52.3383,4.817,positive,A4,5.11,A,9234,699,P1.3,Afrit,68
RWS01_MONIBAS_0041hrl0024ra,A4 northBound naar Amsterdam na afrit 1 ri knppnt De Nieuwe Meer thv hmp 2.4,52.3372,4.81101,positive,A4,5.11,A,9234,259,P1.3,Afrit,69
RWS01_MONIBAS_0041hrl0027ra,A4 northBound naar Amsterdam op knppnt Badhoevedorp ri afrit 1 thv hmp 2.8,52.3352,4.80713,positive,A4,5.11,A,9231,2214,P1.1,Knooppunt,70
RWS01_MONIBAS_0041hrl0030ra,A4 northBound naar Amsterdam op knppnt Badhoevedorp ri afrit 1 thv hmp 3.1,52.3335,4.80434,positive,A4,5.11,A,9231,1944,P1.1,Knooppunt,71
RWS01_MONIBAS_0041hrl0036ra,A4 northBound naar Amsterdam op knppnt Badhoevedorp ri afrit 1 thv hmp 3.6,52.3298,4.79805,positive,A4,5.11,A,9231,1355,P1.1,Knooppunt,72
RWS01_MONIBAS_0041hrl0040ra,A4 northBound naar Amsterdam op knppnt Badhoevedorp ri afrit 1 thv hmp 4.0,52.3279,4.79366,positive,A4,5.11,A,9231,990,P1.1,Knooppunt,73
RWS01_MONIBAS_0041hrl0044ra,A4 northBound naar Amsterdam op knppnt Badhoevedorp ri afrit 1 thv hmp 4.4,52.3264,4.78804,positive,A4,5.11,A,9231,570,P1.1,Knooppunt,74
RWS01_MONIBAS_0041hrl0052ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 5.2,52.3249,4.7768,positive,A4,5.11,A,9228,2185,P3.1,Tunnel,75
RWS01_MONIBAS_0041hrl0055ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 5.5,52.3243,4.77201,positive,A4,5.11,A,9228,1851,P3.1,Tunnel,76
RWS01_MONIBAS_0041hrl0055rb,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 5.5,52.3244,4.77271,positive,A4,5.11,A,9228,1900,P3.1,Tunnel,77
RWS01_MONIBAS_0041hrl0059ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 5.9,52.3235,4.76659,positive,A4,5.11,A,9228,1470,P3.1,Tunnel,78
RWS01_MONIBAS_0041hrl0059rb,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 5.9,52.3236,4.76701,positive,A4,5.11,A,9228,1500,P3.1,Tunnel,79
RWS01_MONIBAS_0041hrl0063ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 6.3,52.3222,4.76165,positive,A4,5.11,A,9228,1100,P3.1,Tunnel,80
RWS01_MONIBAS_0041hrl0065ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 6.6,52.3206,4.75823,positive,A4,5.11,A,9228,808,P3.1,Tunnel,81
RWS01_MONIBAS_0041hrl0069ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 6.9,52.3185,4.75519,positive,A4,5.11,A,9228,498,P3.1,Tunnel,82
RWS01_MONIBAS_0041hrl0070ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 7.1,52.3172,4.75379,positive,A4,5.11,A,9228,328,P3.1,Tunnel,83
RWS01_MONIBAS_0041hrl0072ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 7.2,52.316,4.75277,positive,A4,5.11,A,9228,180,P3.1,Tunnel,84
RWS01_MONIBAS_0041hrl0073ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 7.4,52.3148,4.75193,positive,A4,5.11,A,9228,31,P3.1,Tunnel,85
RWS01_MONIBAS_0041hrl0075ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 7.5,52.3135,4.75109,positive,A4,5.11,A,9227,974,P1.3,Afrit,86
RWS01_MONIBAS_0041hrl0076ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 7.7,52.3121,4.75021,positive,A4,5.11,A,9227,805,P1.3,Afrit,87
RWS01_MONIBAS_0041hrl0081ra,A4 northBound naar Amsterdam na afrit 2 ri knppnt Badhoevedorp thv hmp 8.1,52.3083,4.74806,positive,A4,5.11,A,9227,360,P1.3,Afrit,88
RWS01_MONIBAS_0041hrl0086ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 8.6,52.3041,4.7454,positive,A4,5.11,A,9226,165,P3.47,Viaduct,89
RWS01_MONIBAS_0041hrl0089ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 9.0,52.3014,4.74368,positive,A4,5.11,A,9240,1938,P1.2,Knooppunt (triangle),90
RWS01_MONIBAS_0041hrl0093ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 9.3,52.2986,4.74153,positive,A4,5.11,A,9240,1600,P1.2,Knooppunt (triangle),91
RWS01_MONIBAS_0041hrl0093rb,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 9.4,52.2982,4.7411,positive,A4,5.11,A,9240,1545,P1.2,Knooppunt (triangle),92
RWS01_MONIBAS_0041hrl0096ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 9.7,52.2961,4.73837,positive,A4,5.11,A,9240,1247,P1.2,Knooppunt (triangle),93
RWS01_MONIBAS_0041hrl0097ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 9.7,52.2958,4.73793,positive,A4,5.11,A,9240,1200,P1.2,Knooppunt (triangle),94
RWS01_MONIBAS_0041hrl0100ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 10.0,52.2936,4.73467,positive,A4,5.11,A,9240,870,P1.2,Knooppunt (triangle),95
RWS01_MONIBAS_0041hrl0103ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 10.3,52.2916,4.73189,positive,A4,5.11,A,9240,582,P1.2,Knooppunt (triangle),96
RWS01_MONIBAS_0041hrl0106ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 10.6,52.2897,4.72917,positive,A4,5.11,A,9240,300,P1.2,Knooppunt (triangle),97
RWS01_MONIBAS_0041hrl0107ra,A4 northBound naar Amsterdam op knppnt De Hoek ri afrit 2 thv hmp 10.8,52.2886,4.72749,positive,A4,5.11,A,9240,125,P1.2,Knooppunt (triangle),98
RWS01_MONIBAS_0041hrl0112ra,A4 northBound naar Amsterdam na afrit 3 ri knppnt De Hoek thv hmp 11.2,52.2854,4.72291,positive,A4,5.11,A,9225,855,P1.3,Afrit,99
RWS01_MONIBAS_0041hrl0116ra,A4 northBound naar Amsterdam na afrit 3 ri knppnt De Hoek thv hmp 11.6,52.2828,4.71926,positive,A4,5.11,A,9225,478,P1.3,Afrit,100
RWS01_MONIBAS_0041hrl0121ra,A4 northBound naar Amsterdam na afrit 3a ri afrit 3 thv hmp 12.1,52.2793,4.7142,positive,A4,5.11,A,21980,1156,P1.3,Afrit,101
RWS01_MONIBAS_0041hrl0127ra,A4 northBound naar Amsterdam na afrit 3a ri afrit 3 thv hmp 12.7,52.2753,4.70843,positive,A4,5.11,A,21980,560,P1.3,Afrit,102
RWS01_MONIBAS_0041hrl0132ra,A4 northBound naar Amsterdam na afrit 3a ri afrit 3 thv hmp 13.2,52.2719,4.70356,positive,A4,5.11,A,21980,56,P1.3,Afrit,103
RWS01_MONIBAS_0041hrl0137ra,A4 northBound naar Amsterdam na afrit 4 ri afrit 3a thv hmp 13.7,52.2685,4.69876,positive,A4,5.11,A,9220,3459,P1.3,Afrit,104
RWS01_MONIBAS_0041hrl0137rb,A4 northBound naar Amsterdam na afrit 4 ri afrit 3a thv hmp 13.7,52.2685,4.69881,positive,A4,5.11,A,9220,3465,P1.3,Afrit,105
RWS01_MONIBAS_0041hrl0143ra,A4 northBound naar Amsterdam na afrit 4 ri afrit 3a thv hmp 14.4,52.2643,4.69276,positive,A4,5.11,A,9220,2836,P1.3,Afrit,106
RWS01_MONIBAS_0041hrl0147ra,A4 northBound naar Amsterdam na afrit 4 ri afrit 3a thv hmp 14.8,52.2615,4.6886,positive,A4,5.11,A,9220,2406,P1.3,Afrit,107
RWS01_MONIBAS_0041hrl0151ra,A4 northBound naar Amsterdam na afrit 4 ri afrit 3a thv hmp 15.2,52.2589,4.6849,positive,A4,5.11,A,9220,2024,P1.3,Afrit,108
RWS01_MONIBAS_0051hrr0010ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 1.1,52.2927,4.73206,positive,A5,5.11,A,19646,75,P1.2,Knooppunt (triangle),109
RWS01_MONIBAS_0051hrr0014ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 1.4,52.2956,4.73129,positive,A5,5.11,A,19646,400,P1.2,Knooppunt (triangle),110
RWS01_MONIBAS_0051hrr0016ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 1.7,52.2982,4.7313,positive,A5,5.11,A,19646,684,P1.2,Knooppunt (triangle),111
RWS01_MONIBAS_0051hrr0019ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 1.9,52.3001,4.73147,positive,A5,5.11,A,19646,900,P1.2,Knooppunt (triangle),112
RWS01_MONIBAS_0051hrr0021ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 2.2,52.3026,4.73169,positive,A5,5.11,A,19646,1173,P1.2,Knooppunt (triangle),113
RWS01_MONIBAS_0051hrr0024ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 2.4,52.3046,4.73188,positive,A5,5.11,A,19646,1400,P1.2,Knooppunt (triangle),114
RWS01_MONIBAS_0051hrr0026ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 2.7,52.3068,4.73209,positive,A5,5.11,A,19646,1653,P1.2,Knooppunt (triangle),115
RWS01_MONIBAS_0051hrr0030ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.0,52.31,4.73237,positive,A5,5.11,A,19646,2000,P1.2,Knooppunt (triangle),116
RWS01_MONIBAS_0051hrr0033ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4,52.3134,4.73269,positive,A5,5.11,A,19646,2384,P1.2,Knooppunt (triangle),117
RWS01_MONIBAS_0051hrr0037ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.7,52.3162,4.73293,positive,A5,5.11,A,19646,2700,P1.2,Knooppunt (triangle),118
RWS01_MONIBAS_0051hrr0039ra,A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 4.0,52.3187,4.73317,positive,A5,5.11,A,19646,2982,P1.2,Knooppunt (triangle),119
RWS01_MONIBAS_0051hrr0044ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 4.4,52.3227,4.73355,positive,A5,5.11,A,21617,232,P3.47,Viaduct,120
RWS01_MONIBAS_0051hrr0047ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 4.7,52.3252,4.73377,positive,A5,5.11,A,21617,500,P3.47,Viaduct,121
RWS01_MONIBAS_0051hrr0050ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 5.0,52.328,4.73403,positive,A5,5.11,A,21617,822,P3.47,Viaduct,122
RWS01_MONIBAS_0051hrr0056ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 5.7,52.334,4.73458,positive,A5,5.11,A,21617,1487,P3.47,Viaduct,123
RWS01_MONIBAS_0051hrr0060ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 6.0,52.3368,4.73482,positive,A5,5.11,A,21618,300,P3.2,Brug,124
RWS01_MONIBAS_0051hrr0062ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 6.3,52.3394,4.73504,positive,A5,5.11,A,21618,593,P3.2,Brug,125
RWS01_MONIBAS_0051hrr0066ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 6.6,52.3421,4.73531,positive,A5,5.11,A,21618,900,P3.2,Brug,126
RWS01_MONIBAS_0051hrr0069ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 7.0,52.3455,4.73564,positive,A5,5.11,A,21618,1283,P3.2,Brug,127
RWS01_MONIBAS_0051hrr0074ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Raasdorp thv hmp 7.4,52.3495,4.7363,positive,A5,5.11,A,21618,1732,P3.2,Brug,128
RWS01_MONIBAS_0051hrr0077ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 7.7,52.3519,4.73709,positive,A5,5.11,A,19645,100,P1.1,Knooppunt,129
RWS01_MONIBAS_0051hrr0081ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2,52.3559,4.73933,positive,A5,5.11,A,19645,570,P1.1,Knooppunt,130
RWS01_MONIBAS_0051hrr0086ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7,52.3597,4.74274,positive,A5,5.11,A,19645,1061,P1.1,Knooppunt,131
RWS01_MONIBAS_0051hrr0092ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.3,52.364,4.74844,positive,A5,5.11,A,19645,1683,P1.1,Knooppunt,132
RWS01_MONIBAS_0051hrr0096ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.7,52.3663,4.75247,positive,A5,5.11,A,19645,2055,P1.1,Knooppunt,133
RWS01_MONIBAS_0051hrr0099ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.0,52.368,4.75642,positive,A5,5.11,A,19645,2385,P1.1,Knooppunt,134
RWS01_MONIBAS_0051hrr0105ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.6,52.3715,4.76299,positive,A5,5.11,A,19645,2980,P1.1,Knooppunt,135
RWS01_MONIBAS_0051hrr0110ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.1,52.3754,4.76659,positive,A5,5.11,A,19645,3481,P1.1,Knooppunt,136
RWS01_MONIBAS_0051hrr0116ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.6,52.3802,4.76789,positive,A5,5.11,A,19645,4021,P1.1,Knooppunt,137
RWS01_MONIBAS_0051hrr0121ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.2,52.385,4.76795,positive,A5,5.11,A,19645,4561,P1.1,Knooppunt,138
RWS01_MONIBAS_0051hrr0127ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.7,52.3895,4.77055,positive,A5,5.11,A,19645,5101,P1.1,Knooppunt,139
RWS01_MONIBAS_0051hrr0129ra,A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 13.0,52.3913,4.77319,positive,A5,5.11,A,19645,5366,P1.1,Knooppunt,140
RWS01_MONIBAS_0051hrr0134ra,A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.5,52.3932,4.77973,positive,A5,5.11,A,21972,65,P1.3,Afrit,141
RWS01_MONIBAS_0051hrr0137ra,A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.7,52.3933,4.78376,positive,A5,5.11,A,21972,341,P1.3,Afrit,142
RWS01_MONIBAS_0051hrr0140ra,A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.1,52.3933,4.7886,positive,A5,5.11,A,21972,671,P1.3,Afrit,143
RWS01_MONIBAS_0051hrr0143ra,A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.4,52.3933,4.79333,positive,A5,5.11,A,21972,994,P1.3,Afrit,144
RWS01_MONIBAS_0051hrr0147ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 14.8,52.3934,4.7988,positive,A5,5.11,A,21973,367,P1.3,Afrit,145
RWS01_MONIBAS_0051hrr0152ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.3,52.393,4.80604,positive,A5,5.11,A,21973,865,P1.3,Afrit,146
RWS01_MONIBAS_0051hrr0157ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.7,52.3921,4.81263,positive,A5,5.11,A,21973,1330,P1.3,Afrit,147
RWS01_MONIBAS_0051hrr0162ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.3,52.3918,4.82017,positive,A5,5.11,A,21973,1850,P1.3,Afrit,148
RWS01_MONIBAS_0051hrr0167ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.8,52.3918,4.82785,positive,A5,5.11,A,21973,2378,P1.3,Afrit,149
RWS01_MONIBAS_0051hrr0173ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.3,52.3922,4.83595,positive,A5,5.11,A,21973,2939,P1.3,Afrit,150
RWS01_MONIBAS_0051hrr0178ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.9,52.395,4.84208,positive,A5,5.11,A,21973,3473,P1.3,Afrit,151
RWS01_MONIBAS_0051hrr0185ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 18.6,52.3997,4.84813,positive,A5,5.11,A,21973,4155,P1.3,Afrit,152
RWS01_MONIBAS_0051hrr0187ra,A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 18.8,52.4013,4.85004,positive,A5,5.11,A,21973,4375,P1.3,Afrit,153
RWS01_MONIBAS_0081hrl0006ra,A8 eastBound naar Amsterdam op knppnt Coenplein thv hmp 0.7,52.4242,4.88239,positive,A8,5.11,A,10552,805,P1.2,Knooppunt (triangle),154
RWS01_MONIBAS_0081hrl0013ra,A8 eastBound naar Amsterdam op knppnt Coenplein thv hmp 1.4,52.426,4.87429,positive,A8,5.11,A,10552,105,P1.2,Knooppunt (triangle),155
RWS01_MONIBAS_0081hrl0021ra,A8 eastBound naar Amsterdam na afrit 1 ri knppnt Coenplein thv hmp 2.1,52.4316,4.86802,positive,A8,5.11,A,10549,755,P1.3,Afrit,156
RWS01_MONIBAS_0081hrl0025ra,A8 eastBound naar Amsterdam na afrit 1 ri knppnt Coenplein thv hmp 2.5,52.4345,4.86481,positive,A8,5.11,A,10549,365,P1.3,Afrit,157
RWS01_MONIBAS_0081hrl0029ra,A8 eastBound naar Amsterdam na afrit 1 ri knppnt Coenplein thv hmp 2.9,52.4372,4.86183,positive,A8,5.11,A,10549,0,P1.3,Afrit,158
RWS01_MONIBAS_0081hrl0032ra,A8 eastBound naar Amsterdam op knppnt Zaandam ri afrit 1 thv hmp 3.3,52.4399,4.85888,positive,A8,5.11,A,10545,2045,P1.1,Knooppunt,159
RWS01_MONIBAS_0081hrl0036ra,A8 eastBound naar Amsterdam op knppnt Zaandam ri afrit 1 thv hmp 3.7,52.4428,4.85561,positive,A8,5.11,A,10545,1650,P1.1,Knooppunt,160
RWS01_MONIBAS_0081hrl0042ra,A8 eastBound naar Amsterdam op knppnt Zaandam ri afrit 1 thv hmp 4.3,52.4473,4.85054,positive,A8,5.11,A,10545,1035,P1.1,Knooppunt,161
RWS01_MONIBAS_0081hrl0046ra,A8 eastBound naar Amsterdam op knppnt Zaandam ri afrit 1 thv hmp 4.7,52.4505,4.84706,positive,A8,5.11,A,10545,615,P1.1,Knooppunt,162
RWS01_MONIBAS_0091hrr0059ra,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.0,52.3244,5.0047,positive,A9,5.11,A,10560,950,P1.2,Knooppunt (triangle),163
RWS01_MONIBAS_0091hrr0065ra,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.5,52.3201,5.00083,positive,A9,5.11,A,10560,1500,P1.2,Knooppunt (triangle),164
RWS01_MONIBAS_0091hrr0068ra,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 6.8,52.3181,4.99759,positive,A9,5.11,A,10560,1810,P1.2,Knooppunt (triangle),165
RWS01_MONIBAS_0091hrr0071ra,A9 northBound naar Amstelveen op knppnt Diemen ri afrit 1 thv hmp 7.2,52.3161,4.99376,positive,A9,5.11,A,10560,2150,P1.2,Knooppunt (triangle),166
RWS01_MONIBAS_0091hrr0075ra,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 7.6,52.3141,4.98891,positive,A9,5.11,A,10563,50,P1.3,Afrit,167
RWS01_MONIBAS_0091hrr0080ra,A9 northBound naar Amstelveen na afrit 1 ri afrit 2 thv hmp 8.0,52.312,4.98298,positive,A9,5.11,A,10563,510,P1.3,Afrit,168
RWS01_MONIBAS_0091hrr0084ra,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 8.4,52.3103,4.97789,positive,A9,5.11,A,10564,15,P1.3,Afrit,169
RWS01_MONIBAS_0091hrr0089ra,A9 northBound naar Amstelveen na afrit 2 ri afrit 3 thv hmp 9.0,52.3079,4.97089,positive,A9,5.11,A,10564,560,P1.3,Afrit,170
