filename,situationNumber,situationRecordNumber,situationRecordCreationTime,situationRecordVersionTime,probabilityOfOccurrence,sourceName,validityStatus,validity_overallStartTime,validity_overallEndTime,location_locationForDisplay_latitude,location_locationForDisplay_longitude,location_carriageway,management_lifeCycleManagement_cancel,operatorActionStatus
20160601151015.xml,835,1,2016-05-18T20:58:15Z,2016-05-30T07:51:14Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.31816,4.9976993,mainCarriageway,,approved
20160601151015.xml,835,2,2016-05-18T20:58:15Z,2016-05-30T07:51:14Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.31816,4.9976993,mainCarriageway,,approved
20160601151015.xml,835,3,2016-05-18T20:58:15Z,2016-05-30T07:51:14Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.31816,4.9976993,mainCarriageway,,approved
20160601151015.xml,835,4,2016-05-18T20:58:15Z,2016-05-30T07:51:14Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.31816,4.9976993,mainCarriageway,,
20160601151015.xml,836,1,2016-05-18T21:03:30Z,2016-05-30T07:52:24Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.30337,4.95762,mainCarriageway,,approved
20160601151015.xml,836,2,2016-05-18T21:03:30Z,2016-05-30T07:52:24Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.30337,4.95762,mainCarriageway,,approved
20160601151015.xml,836,3,2016-05-18T21:03:30Z,2016-05-30T07:52:24Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.30337,4.95762,mainCarriageway,,approved
20160601151015.xml,836,4,2016-05-18T21:03:30Z,2016-05-30T07:52:24Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.30337,4.95762,mainCarriageway,,
20160601151015.xml,836,5,2016-05-18T21:03:30Z,2016-05-30T07:52:24Z,probable,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-10T20:00:00Z,2016-06-13T03:00:00Z,52.31405,4.9884973,exitSlipRoad,,approved
20160601151015.xml,837,1,2016-05-19T07:23:48Z,2016-06-01T07:12:03Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-06-01T07:12:00Z,2016-06-01T14:00:00Z,52.359882,6.5461473,mainCarriageway,,implemented
20160601151015.xml,837,2,2016-05-19T07:23:48Z,2016-06-01T07:12:03Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-06-01T07:12:00Z,2016-06-01T14:00:00Z,52.359882,6.5461473,mainCarriageway,,implemented
20160601151015.xml,837,3,2016-05-19T07:23:48Z,2016-06-01T07:12:03Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-06-01T07:12:00Z,2016-06-01T14:00:00Z,52.359882,6.5461473,mainCarriageway,,implemented
20160601151015.xml,838,1,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,838,2,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,838,3,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,838,4,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,riskOf,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,
20160601151015.xml,838,5,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.66547,5.0349827,mainCarriageway,,approved
20160601151015.xml,838,6,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.670017,5.0346293,mainCarriageway,,approved
20160601151015.xml,838,7,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,838,8,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,838,9,2016-05-19T09:07:37Z,2016-05-30T12:20:01Z,certain,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-24T17:30:00Z,2016-06-25T07:00:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,839,1,2016-05-19T12:06:47Z,2016-05-23T04:05:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-06-06T20:00:00Z,2016-06-07T03:00:00Z,52.245987,5.246549,mainCarriageway,,approved
20160601151015.xml,839,2,2016-05-19T12:06:47Z,2016-05-23T04:05:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-06-06T20:00:00Z,2016-06-07T03:00:00Z,52.245987,5.246549,mainCarriageway,,approved
20160601151015.xml,839,3,2016-05-19T12:06:47Z,2016-05-23T04:05:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-06-06T20:00:00Z,2016-06-07T03:00:00Z,52.245987,5.246549,mainCarriageway,,approved
20160601151015.xml,839,4,2016-05-19T12:06:47Z,2016-05-23T04:05:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-06-06T20:00:00Z,2016-06-07T03:00:00Z,52.254494,5.24895,mainCarriageway,,approved
20160601151015.xml,840,1,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,840,2,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,840,3,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,840,4,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,840,5,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,840,6,2016-05-19T12:08:10Z,2016-05-30T12:20:27Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:00:00Z,52.66126,5.0364165,mainCarriageway,,approved
20160601151015.xml,841,1,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,841,2,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,841,3,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,841,4,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,
20160601151015.xml,841,5,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.66547,5.0349827,mainCarriageway,,approved
20160601151015.xml,841,6,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.670017,5.0346293,mainCarriageway,,approved
20160601151015.xml,841,7,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,841,8,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,841,9,2016-05-19T12:16:28Z,2016-05-30T12:21:25Z,probable,WNN-N [RWS West-Nederland Noord District Noord],definedByValidityTimeSpec,2016-06-25T16:30:00Z,2016-06-26T08:30:00Z,52.681293,5.030621,mainCarriageway,,approved
20160601151015.xml,842,2,2016-05-19T12:35:33Z,2016-05-23T10:21:55Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T03:00:00Z,51.889965,4.3784246,mainCarriageway,,approved
20160601151015.xml,842,3,2016-05-19T12:35:33Z,2016-05-23T10:21:55Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T03:00:00Z,51.889965,4.3784246,mainCarriageway,,approved
20160601151015.xml,842,4,2016-05-19T12:35:33Z,2016-05-23T10:21:55Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T03:00:00Z,51.925537,4.3674016,mainCarriageway,,approved
20160601151015.xml,843,1,2016-05-19T12:59:51Z,2016-05-24T13:19:35Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T00:00:00Z,52.327206,5.0602045,exitSlipRoad,,approved
20160601151015.xml,843,2,2016-05-19T12:59:51Z,2016-05-24T13:19:35Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T00:00:00Z,52.327206,5.0602045,exitSlipRoad,,approved
20160601151015.xml,843,3,2016-05-19T12:59:51Z,2016-05-24T13:19:35Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T00:00:00Z,52.327206,5.0602045,exitSlipRoad,,approved
20160601151015.xml,843,4,2016-05-19T12:59:51Z,2016-05-24T13:19:35Z,riskOf,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T00:00:00Z,52.327206,5.0602045,exitSlipRoad,,
20160601151015.xml,843,5,2016-05-19T12:59:51Z,2016-05-24T13:19:35Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:00:00Z,2016-06-14T00:00:00Z,52.32682,5.0600986,entrySlipRoad,,approved
20160601151015.xml,844,1,2016-05-19T13:05:13Z,2016-05-24T13:25:04Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:30:00Z,2016-06-14T00:30:00Z,52.32478,5.0699844,entrySlipRoad,,approved
20160601151015.xml,844,2,2016-05-19T13:05:13Z,2016-05-24T13:25:04Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:30:00Z,2016-06-14T00:30:00Z,52.32478,5.0699844,entrySlipRoad,,approved
20160601151015.xml,844,3,2016-05-19T13:05:13Z,2016-05-24T13:25:04Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:30:00Z,2016-06-14T00:30:00Z,52.32478,5.0699844,entrySlipRoad,,approved
20160601151015.xml,844,4,2016-05-19T13:05:13Z,2016-05-24T13:25:04Z,riskOf,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:30:00Z,2016-06-14T00:30:00Z,52.32478,5.0699844,entrySlipRoad,,
20160601151015.xml,844,5,2016-05-19T13:05:13Z,2016-05-24T13:25:04Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:30:00Z,2016-06-14T00:30:00Z,52.325863,5.0655684,exitSlipRoad,,approved
20160601151015.xml,845,1,2016-05-19T13:08:28Z,2016-05-24T13:30:42Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:59:00Z,2016-06-14T01:00:00Z,52.325016,5.0683722,exitSlipRoad,,approved
20160601151015.xml,845,2,2016-05-19T13:08:28Z,2016-05-24T13:30:42Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:59:00Z,2016-06-14T01:00:00Z,52.325016,5.0683722,exitSlipRoad,,approved
20160601151015.xml,845,3,2016-05-19T13:08:28Z,2016-05-24T13:30:42Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:59:00Z,2016-06-14T01:00:00Z,52.325016,5.0683722,exitSlipRoad,,approved
20160601151015.xml,845,4,2016-05-19T13:08:28Z,2016-05-24T13:30:42Z,riskOf,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:59:00Z,2016-06-14T01:00:00Z,52.325016,5.0683722,exitSlipRoad,,
20160601151015.xml,845,5,2016-05-19T13:08:28Z,2016-05-24T13:30:42Z,certain,WNN-Z [RWS West-Nederland Noord District Zuid],definedByValidityTimeSpec,2016-06-13T21:59:00Z,2016-06-14T01:00:00Z,52.32589,5.0652885,entrySlipRoad,,approved
20160601151015.xml,846,2,2016-05-19T13:21:05Z,2016-05-27T07:13:41Z,certain,ZN-W [RWS Zuid-Nederland District West],definedByValidityTimeSpec,2016-06-08T19:00:00Z,2016-06-09T03:00:00Z,51.69369,4.935097,mainCarriageway,,approved
20160601151015.xml,846,3,2016-05-19T13:21:05Z,2016-05-27T07:13:41Z,certain,ZN-W [RWS Zuid-Nederland District West],definedByValidityTimeSpec,2016-06-08T19:00:00Z,2016-06-09T03:00:00Z,51.69369,4.935097,mainCarriageway,,approved
20160601151015.xml,846,4,2016-05-19T13:21:05Z,2016-05-27T07:13:41Z,certain,ZN-W [RWS Zuid-Nederland District West],definedByValidityTimeSpec,2016-06-08T19:00:00Z,2016-06-09T03:00:00Z,51.695473,4.985433,mainCarriageway,,approved
20160601151015.xml,846,6,2016-05-19T13:21:05Z,2016-05-27T07:13:41Z,certain,ZN-W [RWS Zuid-Nederland District West],definedByValidityTimeSpec,2016-06-08T19:00:00Z,2016-06-09T03:00:00Z,51.69369,4.935097,mainCarriageway,,approved
20160601151015.xml,846,7,2016-05-19T13:21:05Z,2016-05-27T07:13:41Z,certain,ZN-W [RWS Zuid-Nederland District West],definedByValidityTimeSpec,2016-06-08T19:00:00Z,2016-06-09T03:00:00Z,51.69369,4.935097,mainCarriageway,,approved
20160601151015.xml,847,1,2016-05-19T14:22:59Z,2016-05-21T06:05:37Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-21T06:05:37Z,2016-06-03T19:00:00Z,52.467823,5.989046,mainCarriageway,,implemented
20160601151015.xml,847,2,2016-05-19T14:22:59Z,2016-05-21T06:05:37Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-21T06:05:37Z,2016-06-03T19:00:00Z,52.467823,5.989046,mainCarriageway,,implemented
20160601151015.xml,847,3,2016-05-19T14:22:59Z,2016-05-21T06:05:37Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-21T06:05:37Z,2016-06-03T19:00:00Z,52.467823,5.989046,mainCarriageway,,implemented
20160601151015.xml,848,2,2016-05-20T06:37:49Z,2016-05-20T19:32:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,848,3,2016-05-20T06:37:49Z,2016-05-20T19:32:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,848,4,2016-05-20T06:37:49Z,2016-05-20T19:32:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.636936,5.5628715,exitSlipRoad,,approved
20160601151015.xml,849,2,2016-05-20T06:41:39Z,2016-05-20T19:33:33Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,849,3,2016-05-20T06:41:39Z,2016-05-20T19:33:33Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,849,4,2016-05-20T06:41:39Z,2016-05-20T19:33:33Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.639324,5.567903,entrySlipRoad,,approved
20160601151015.xml,850,2,2016-05-20T06:47:45Z,2016-05-20T19:38:01Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,850,3,2016-05-20T06:47:45Z,2016-05-20T19:38:01Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,850,4,2016-05-20T06:47:45Z,2016-05-20T19:38:01Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.636936,5.5628715,exitSlipRoad,,approved
20160601151015.xml,851,2,2016-05-20T07:16:02Z,2016-05-20T20:03:06Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-13T19:00:00Z,2016-06-14T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,851,3,2016-05-20T07:16:02Z,2016-05-20T20:03:06Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-13T19:00:00Z,2016-06-14T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,851,4,2016-05-20T07:16:02Z,2016-05-20T20:03:06Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-13T19:00:00Z,2016-06-14T03:00:00Z,51.639324,5.567903,entrySlipRoad,,approved
20160601151015.xml,851,5,2016-05-20T07:16:02Z,2016-05-20T20:03:06Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-13T19:00:00Z,2016-06-14T03:00:00Z,51.625004,5.501514,entrySlipRoad,,approved
20160601151015.xml,852,2,2016-05-20T07:29:17Z,2016-05-20T20:04:21Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,852,3,2016-05-20T07:29:17Z,2016-05-20T20:04:21Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,852,4,2016-05-20T07:29:17Z,2016-05-20T20:04:21Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.639324,5.567903,entrySlipRoad,,approved
20160601151015.xml,852,5,2016-05-20T07:29:17Z,2016-05-20T20:04:21Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-14T19:00:00Z,2016-06-15T03:00:00Z,51.639324,5.567903,entrySlipRoad,,approved
20160601151015.xml,853,2,2016-05-20T07:34:16Z,2016-05-20T20:05:09Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,853,3,2016-05-20T07:34:16Z,2016-05-20T20:05:09Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,853,4,2016-05-20T07:34:16Z,2016-05-20T20:05:09Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.636936,5.5628715,exitSlipRoad,,approved
20160601151015.xml,853,5,2016-05-20T07:34:16Z,2016-05-20T20:05:09Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-15T19:00:00Z,2016-06-16T03:00:00Z,51.62277,5.5058837,mainCarriageway,,approved
20160601151015.xml,854,2,2016-05-20T07:36:52Z,2016-05-20T20:06:26Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,854,3,2016-05-20T07:36:52Z,2016-05-20T20:06:26Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.624977,5.504043,entrySlipRoad,,approved
20160601151015.xml,854,4,2016-05-20T07:36:52Z,2016-05-20T20:06:26Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.636936,5.5628715,exitSlipRoad,,approved
20160601151015.xml,854,5,2016-05-20T07:36:52Z,2016-05-20T20:06:26Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-06-16T19:00:00Z,2016-06-17T03:00:00Z,51.62277,5.5058837,mainCarriageway,,approved
20160601151015.xml,855,1,2016-05-20T08:03:18Z,2016-05-30T10:41:38Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-11-17T22:00:00Z,2016-11-18T04:00:00Z,51.87453,4.347073,mainCarriageway,,approved
20160601151015.xml,855,2,2016-05-20T08:03:18Z,2016-05-30T10:41:38Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-11-17T22:00:00Z,2016-11-18T04:00:00Z,51.868645,4.3067856,mainCarriageway,,approved
20160601151015.xml,855,3,2016-05-20T08:03:18Z,2016-05-30T10:41:38Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-11-17T22:00:00Z,2016-11-18T04:00:00Z,51.867825,4.2917285,mainCarriageway,,approved
20160601151015.xml,855,4,2016-05-20T08:03:18Z,2016-05-30T10:41:38Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-11-17T22:00:00Z,2016-11-18T04:00:00Z,51.87453,4.347073,mainCarriageway,,approved
20160601151015.xml,855,5,2016-05-20T08:03:18Z,2016-05-30T10:41:38Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-11-17T22:00:00Z,2016-11-18T04:00:00Z,51.87453,4.347073,mainCarriageway,,approved
20160601151015.xml,856,1,2016-05-20T10:04:20Z,2016-05-30T03:20:15Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-30T03:20:10Z,2016-06-24T16:00:00Z,53.14547,6.0276937,entrySlipRoad,,implemented
20160601151015.xml,856,2,2016-05-20T10:04:20Z,2016-05-30T03:20:15Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-30T03:20:10Z,2016-06-24T16:00:00Z,53.14547,6.0276937,entrySlipRoad,,implemented
20160601151015.xml,856,3,2016-05-20T10:04:20Z,2016-05-30T03:20:15Z,riskOf,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-30T03:20:10Z,2016-06-24T16:00:00Z,53.14547,6.0276937,entrySlipRoad,,
20160601151015.xml,856,4,2016-05-20T10:04:20Z,2016-05-30T03:20:15Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-30T03:20:10Z,2016-06-24T16:00:00Z,53.158875,5.9571095,mainCarriageway,,implemented
20160601151015.xml,857,2,2016-05-20T13:53:35Z,2016-05-20T19:56:12Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-07-01T19:00:00Z,2016-07-02T21:59:00Z,51.62565,5.5051365,mainCarriageway,,approved
20160601151015.xml,857,3,2016-05-20T13:53:35Z,2016-05-20T19:56:12Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-07-01T19:00:00Z,2016-07-02T21:59:00Z,51.62565,5.5051365,mainCarriageway,,approved
