filename,situationNumber,situationRecordNumber,situationRecordCreationTime,situationRecordVersionTime,probabilityOfOccurrence,sourceName,validityStatus,validity_overallStartTime,validity_overallEndTime,location_locationForDisplay_latitude,location_locationForDisplay_longitude,location_carriageway,management_lifeCycleManagement_cancel,operatorActionStatus
20160601000013.xml,1,1,2016-03-29T09:34:55Z,2016-03-29T09:38:09Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:00:00Z,2016-05-31T22:00:00Z,52.288128,6.9267654,mainCarriageway,true,approved
20160601000013.xml,1,2,2016-03-29T09:34:55Z,2016-03-29T09:38:09Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:00:00Z,2016-05-31T22:00:00Z,52.288128,6.9267654,mainCarriageway,true,approved
20160601000013.xml,1,3,2016-03-29T09:34:55Z,2016-03-29T09:38:09Z,certain,ON-O [RWS Oost-Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:00:00Z,2016-05-31T22:00:00Z,52.288517,6.921826,exitSlipRoad,true,approved
20160601000013.xml,2,1,2016-05-09T09:57:56Z,2016-05-18T07:04:07Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.944134,5.1433635,mainCarriageway,true,approved
20160601000013.xml,2,2,2016-05-09T09:57:56Z,2016-05-18T07:04:07Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.944134,5.1433635,mainCarriageway,true,approved
20160601000013.xml,2,3,2016-05-09T09:57:56Z,2016-05-18T07:04:07Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.944134,5.1433635,mainCarriageway,true,approved
20160601000013.xml,3,1,2016-05-11T09:35:45Z,2016-05-13T14:26:19Z,certain,ZN-ZO [RWS Zuid-Nederland District Zuid-Oost],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.112473,5.8644047,mainCarriageway,true,approved
20160601000013.xml,3,2,2016-05-11T09:35:45Z,2016-05-13T14:26:19Z,certain,ZN-ZO [RWS Zuid-Nederland District Zuid-Oost],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.112473,5.8644047,mainCarriageway,true,approved
20160601000013.xml,3,3,2016-05-11T09:35:45Z,2016-05-13T14:26:19Z,certain,ZN-ZO [RWS Zuid-Nederland District Zuid-Oost],definedByValidityTimeSpec,2016-05-31T19:00:00Z,2016-05-31T22:00:00Z,51.112473,5.8644047,mainCarriageway,true,approved
20160601000020.xml,1,1,2016-05-11T11:50:49Z,2016-05-31T22:00:09Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:02:58Z,2016-05-31T22:00:09Z,53.171017,6.897722,mainCarriageway,,approved
20160601000020.xml,1,2,2016-05-11T11:50:49Z,2016-05-31T22:00:09Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:02:58Z,2016-05-31T22:00:09Z,53.171017,6.897722,mainCarriageway,,approved
20160601000020.xml,1,3,2016-05-11T11:50:49Z,2016-05-31T22:00:09Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T20:02:58Z,2016-05-31T22:00:09Z,53.171017,6.897722,mainCarriageway,,approved
20160601000045.xml,1,1,2016-04-12T07:22:54Z,2016-05-31T22:00:41Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:21:01Z,2016-05-31T22:00:40Z,51.907078,4.5405087,mainCarriageway,,approved
20160601000045.xml,1,2,2016-04-12T07:22:54Z,2016-05-31T22:00:41Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:21:01Z,2016-05-31T22:00:40Z,51.907078,4.5405087,mainCarriageway,,approved
20160601000045.xml,1,3,2016-04-12T07:22:54Z,2016-05-31T22:00:41Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:21:01Z,2016-05-31T22:00:40Z,51.907078,4.5405087,mainCarriageway,,approved
20160601000507.xml,1,1,2016-05-09T11:54:21Z,2016-05-31T19:30:27Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T19:30:26Z,,51.84149,4.703074,mainCarriageway,,implemented
20160601000507.xml,1,2,2016-05-09T11:54:21Z,2016-05-31T19:30:27Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T19:30:26Z,,51.84149,4.703074,mainCarriageway,,implemented
20160601000507.xml,1,3,2016-05-09T11:54:21Z,2016-05-31T19:30:27Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T19:30:26Z,,51.84149,4.703074,mainCarriageway,,implemented
20160601000603.xml,1,1,2016-04-13T07:14:47Z,2016-05-31T20:48:53Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T20:48:48Z,,51.915432,4.5354414,parallelCarriageway,,implemented
20160601000603.xml,1,2,2016-04-13T07:14:47Z,2016-05-31T20:48:53Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T20:48:48Z,,51.915432,4.5354414,parallelCarriageway,,implemented
20160601000603.xml,1,3,2016-04-13T07:14:47Z,2016-05-31T20:48:53Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T20:48:48Z,,51.915432,4.5354414,parallelCarriageway,,implemented
20160601000845.xml,1,1,2016-04-12T07:26:16Z,2016-05-31T22:08:35Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T23:00:00Z,51.915447,4.5352135,mainCarriageway,,implemented
20160601000845.xml,1,2,2016-04-12T07:26:16Z,2016-05-31T22:08:35Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T23:00:00Z,51.915447,4.5352135,mainCarriageway,,implemented
20160601000845.xml,1,3,2016-04-12T07:26:16Z,2016-05-31T22:08:35Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T23:00:00Z,51.915447,4.5352135,mainCarriageway,,implemented
20160601001432.xml,1,1,2016-05-05T10:28:16Z,2016-05-31T22:14:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:14:22Z,2016-06-01T02:00:00Z,51.752857,5.6205664,mainCarriageway,,implemented
20160601001432.xml,1,2,2016-05-05T10:28:16Z,2016-05-31T22:14:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:14:22Z,2016-06-01T02:00:00Z,51.752857,5.6205664,mainCarriageway,,implemented
20160601001432.xml,1,3,2016-05-05T10:28:16Z,2016-05-31T22:14:23Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:14:22Z,2016-06-01T02:00:00Z,51.752857,5.6205664,mainCarriageway,,implemented
20160601001539.xml,1,1,2016-05-05T10:20:36Z,2016-05-31T22:15:34Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-06-01T00:00:00Z,51.78737,5.6515727,mainCarriageway,,implemented
20160601001539.xml,1,2,2016-05-05T10:20:36Z,2016-05-31T22:15:34Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-06-01T00:00:00Z,51.78737,5.6515727,mainCarriageway,,implemented
20160601001539.xml,1,3,2016-05-05T10:20:36Z,2016-05-31T22:15:34Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-06-01T00:00:00Z,51.78737,5.6515727,mainCarriageway,,implemented
20160601001832.xml,1,1,2016-05-05T10:20:36Z,2016-05-31T22:18:22Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-05-31T22:18:21Z,51.78737,5.6515727,mainCarriageway,,approved
20160601001832.xml,1,2,2016-05-05T10:20:36Z,2016-05-31T22:18:22Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-05-31T22:18:21Z,51.78737,5.6515727,mainCarriageway,,approved
20160601001832.xml,1,3,2016-05-05T10:20:36Z,2016-05-31T22:18:22Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:15:33Z,2016-05-31T22:18:21Z,51.78737,5.6515727,mainCarriageway,,approved
20160601002007.xml,1,1,2016-03-23T16:42:52Z,2016-05-31T21:31:44Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,,51.995697,4.389448,mainCarriageway,,implemented
20160601002007.xml,1,2,2016-03-23T16:42:52Z,2016-05-31T21:31:44Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,,51.995697,4.389448,mainCarriageway,,implemented
20160601002007.xml,1,3,2016-03-23T16:42:52Z,2016-05-31T21:31:44Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,,51.995697,4.389448,mainCarriageway,,implemented
20160601002007.xml,1,4,2016-03-23T16:42:52Z,2016-05-31T21:31:44Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,,51.99159,4.39121,mainCarriageway,,implemented
20160601002105.xml,1,1,2016-05-10T13:40:39Z,2016-05-31T22:21:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:20:59Z,2016-05-31T23:00:00Z,52.06734,5.067403,connectingCarriageway,,implemented
20160601002105.xml,1,2,2016-05-10T13:40:39Z,2016-05-31T22:21:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:20:59Z,2016-05-31T23:00:00Z,52.06734,5.067403,connectingCarriageway,,implemented
20160601002105.xml,1,3,2016-05-10T13:40:39Z,2016-05-31T22:21:00Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:20:59Z,2016-05-31T23:00:00Z,52.06734,5.067403,connectingCarriageway,,implemented
20160601002111.xml,1,1,2016-04-12T07:26:16Z,2016-05-31T22:21:06Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T22:21:06Z,51.915447,4.5352135,mainCarriageway,,approved
20160601002111.xml,1,2,2016-04-12T07:26:16Z,2016-05-31T22:21:06Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T22:21:06Z,51.915447,4.5352135,mainCarriageway,,approved
20160601002111.xml,1,3,2016-04-12T07:26:16Z,2016-05-31T22:21:06Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:08:34Z,2016-05-31T22:21:06Z,51.915447,4.5352135,mainCarriageway,,approved
20160601002459.xml,1,1,2016-05-31T09:36:04Z,2016-05-31T22:24:50Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-31T18:04:55Z,2016-05-31T22:24:49Z,52.91492,5.7718987,exitSlipRoad,,approved
20160601002459.xml,1,2,2016-05-31T09:36:04Z,2016-05-31T22:24:50Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-31T18:04:55Z,2016-05-31T22:24:49Z,52.91492,5.7718987,exitSlipRoad,,approved
20160601002459.xml,1,3,2016-05-31T09:36:04Z,2016-05-31T22:24:50Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-31T18:04:55Z,2016-05-31T22:24:49Z,52.916527,5.7748494,exitSlipRoad,,approved
20160601002459.xml,1,4,2016-05-31T09:36:04Z,2016-05-31T22:24:50Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-31T18:04:55Z,2016-05-31T22:24:49Z,52.91492,5.7718987,exitSlipRoad,,approved
20160601002459.xml,1,5,2016-05-31T09:36:04Z,2016-05-31T22:24:50Z,certain,NN-W [RWS Noord-Nederland District West],definedByValidityTimeSpec,2016-05-31T18:04:55Z,2016-05-31T22:24:49Z,52.91492,5.7718987,exitSlipRoad,,approved
20160601002910.xml,1,1,2016-05-03T12:47:54Z,2016-05-31T22:28:58Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T21:24:19Z,2016-05-31T22:28:57Z,53.167732,6.5911536,exitSlipRoad,,approved
20160601002910.xml,1,2,2016-05-03T12:47:54Z,2016-05-31T22:28:58Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T21:24:19Z,2016-05-31T22:28:57Z,53.167732,6.5911536,exitSlipRoad,,approved
20160601002910.xml,1,3,2016-05-03T12:47:54Z,2016-05-31T22:28:58Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T21:24:19Z,2016-05-31T22:28:57Z,53.167732,6.5911536,exitSlipRoad,,approved
20160601002926.xml,1,1,2016-05-03T13:19:20Z,2016-05-31T22:29:22Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T22:29:21Z,2016-06-01T03:00:00Z,53.163364,6.592948,entrySlipRoad,,implemented
20160601002926.xml,1,2,2016-05-03T13:19:20Z,2016-05-31T22:29:22Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T22:29:21Z,2016-06-01T03:00:00Z,53.163364,6.592948,entrySlipRoad,,implemented
20160601002926.xml,1,3,2016-05-03T13:19:20Z,2016-05-31T22:29:22Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T22:29:21Z,2016-06-01T03:00:00Z,53.163364,6.592948,entrySlipRoad,,implemented
20160601002926.xml,1,4,2016-05-03T13:19:20Z,2016-05-31T22:29:22Z,certain,NN-O [RWS Noord Nederland District Oost],definedByValidityTimeSpec,2016-05-31T22:29:21Z,2016-06-01T03:00:00Z,53.163364,6.592948,entrySlipRoad,,implemented
20160601003106.xml,1,1,2016-02-05T09:57:05Z,2016-05-31T22:30:53Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-06-01T03:00:00Z,51.901737,4.215405,mainCarriageway,,implemented
20160601003106.xml,1,2,2016-02-05T09:57:05Z,2016-05-31T22:30:53Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-06-01T03:00:00Z,51.901737,4.215405,mainCarriageway,,implemented
20160601003106.xml,1,3,2016-02-05T09:57:05Z,2016-05-31T22:30:53Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-06-01T03:00:00Z,51.901737,4.215405,mainCarriageway,,implemented
20160601003201.xml,1,1,2016-05-11T06:47:18Z,2016-05-31T22:31:52Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:31:53Z,2016-06-01T00:00:00Z,51.4061,5.558595,mainCarriageway,,implemented
20160601003201.xml,1,2,2016-05-11T06:47:18Z,2016-05-31T22:31:52Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:31:53Z,2016-06-01T00:00:00Z,51.4061,5.558595,mainCarriageway,,implemented
20160601003201.xml,1,3,2016-05-11T06:47:18Z,2016-05-31T22:31:52Z,certain,ZN-M [RWS Zuid-Nederland District Midden],definedByValidityTimeSpec,2016-05-31T22:31:53Z,2016-06-01T00:00:00Z,51.4061,5.558595,mainCarriageway,,implemented
20160601003339.xml,1,1,2016-05-11T08:28:13Z,2016-05-31T22:33:30Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-31T19:28:15Z,2016-05-31T22:33:29Z,52.58564,5.8585324,mainCarriageway,,approved
20160601003339.xml,1,2,2016-05-11T08:28:13Z,2016-05-31T22:33:30Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-31T19:28:15Z,2016-05-31T22:33:29Z,52.58564,5.8585324,mainCarriageway,,approved
20160601003339.xml,1,3,2016-05-11T08:28:13Z,2016-05-31T22:33:30Z,certain,ON-N [RWS Oost-Nederland District Noord],definedByValidityTimeSpec,2016-05-31T19:28:15Z,2016-05-31T22:33:29Z,52.58564,5.8585324,mainCarriageway,,approved
20160601003621.xml,1,1,2016-04-19T09:35:42Z,2016-05-31T22:36:10Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T18:00:00Z,2016-05-31T22:36:10Z,52.19358,5.403777,mainCarriageway,,approved
20160601003621.xml,1,2,2016-04-19T09:35:42Z,2016-05-31T22:36:10Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T18:00:00Z,2016-05-31T22:36:10Z,52.19358,5.403777,mainCarriageway,,approved
20160601003621.xml,1,3,2016-04-19T09:35:42Z,2016-05-31T22:36:10Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T18:00:00Z,2016-05-31T22:36:10Z,52.19358,5.403777,mainCarriageway,,approved
20160601003621.xml,1,4,2016-04-19T09:35:42Z,2016-05-31T22:36:10Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T18:00:00Z,2016-05-31T22:36:10Z,52.209427,5.364818,mainCarriageway,,approved
20160601003647.xml,1,1,2016-04-19T09:37:50Z,2016-05-31T22:36:39Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:36:39Z,2016-06-01T03:00:00Z,52.199738,5.3952136,mainCarriageway,,implemented
20160601003647.xml,1,2,2016-04-19T09:37:50Z,2016-05-31T22:36:39Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:36:39Z,2016-06-01T03:00:00Z,52.199738,5.3952136,mainCarriageway,,implemented
20160601003647.xml,1,3,2016-04-19T09:37:50Z,2016-05-31T22:36:39Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:36:39Z,2016-06-01T03:00:00Z,52.199738,5.3952136,mainCarriageway,,implemented
20160601003647.xml,1,4,2016-04-19T09:37:50Z,2016-05-31T22:36:39Z,certain,MN-Z [RWS Midden-Nederland District Zuid],definedByValidityTimeSpec,2016-05-31T22:36:39Z,2016-06-01T03:00:00Z,52.176205,5.429233,connectingCarriageway,,implemented
20160601003944.xml,1,1,2016-02-05T09:57:05Z,2016-05-31T22:39:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-05-31T22:39:33Z,51.901737,4.215405,mainCarriageway,,approved
20160601003944.xml,1,2,2016-02-05T09:57:05Z,2016-05-31T22:39:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-05-31T22:39:33Z,51.901737,4.215405,mainCarriageway,,approved
20160601003944.xml,1,3,2016-02-05T09:57:05Z,2016-05-31T22:39:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:30:53Z,2016-05-31T22:39:33Z,51.901737,4.215405,mainCarriageway,,approved
20160601004400.xml,1,1,2016-04-12T09:17:27Z,2016-05-31T22:43:52Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:43:52Z,2016-06-01T01:00:00Z,51.921978,4.3469677,mainCarriageway,,implemented
20160601004400.xml,1,2,2016-04-12T09:17:27Z,2016-05-31T22:43:52Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:43:52Z,2016-06-01T01:00:00Z,51.921978,4.3469677,mainCarriageway,,implemented
20160601004400.xml,1,3,2016-04-12T09:17:27Z,2016-05-31T22:43:52Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:43:52Z,2016-06-01T01:00:00Z,51.921978,4.3469677,mainCarriageway,,implemented
20160601004508.xml,1,1,2016-03-23T16:42:52Z,2016-05-31T22:44:59Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,2016-05-31T22:44:57Z,51.995697,4.389448,mainCarriageway,,approved
20160601004508.xml,1,2,2016-03-23T16:42:52Z,2016-05-31T22:44:59Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,2016-05-31T22:44:57Z,51.995697,4.389448,mainCarriageway,,approved
20160601004508.xml,1,3,2016-03-23T16:42:52Z,2016-05-31T22:44:59Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,2016-05-31T22:44:57Z,51.995697,4.389448,mainCarriageway,,approved
20160601004508.xml,1,4,2016-03-23T16:42:52Z,2016-05-31T22:44:59Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T21:31:43Z,2016-05-31T22:44:57Z,52.00259,4.386201,exitSlipRoad,,approved
20160601004508.xml,2,1,2016-03-23T16:46:18Z,2016-03-24T09:13:46Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:15:00Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,true,approved
20160601004508.xml,2,2,2016-03-23T16:46:18Z,2016-03-24T09:13:46Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:15:00Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,true,approved
20160601004508.xml,2,3,2016-03-23T16:46:18Z,2016-03-24T09:13:46Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:15:00Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,true,approved
20160601004525.xml,1,1,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,,implemented
20160601004525.xml,1,2,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,,implemented
20160601004525.xml,1,3,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,2016-05-31T22:45:00Z,51.999676,4.3881097,entrySlipRoad,,implemented
20160601004843.xml,1,1,2016-05-09T12:53:54Z,2016-05-31T22:48:34Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:48:34Z,2016-05-31T23:30:00Z,51.833984,4.734399,mainCarriageway,,implemented
20160601004843.xml,1,2,2016-05-09T12:53:54Z,2016-05-31T22:48:34Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:48:34Z,2016-05-31T23:30:00Z,51.833984,4.734399,mainCarriageway,,implemented
20160601004843.xml,1,3,2016-05-09T12:53:54Z,2016-05-31T22:48:34Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T22:48:34Z,2016-05-31T23:30:00Z,51.833984,4.734399,mainCarriageway,,implemented
20160601005004.xml,1,1,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,,51.999676,4.3881097,entrySlipRoad,,implemented
20160601005004.xml,1,2,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,,51.999676,4.3881097,entrySlipRoad,,implemented
20160601005004.xml,1,3,2016-05-31T22:45:20Z,2016-05-31T22:45:18Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:45:16Z,,51.999676,4.3881097,entrySlipRoad,,implemented
20160601005608.xml,1,1,2016-03-23T16:48:11Z,2016-05-31T22:56:01Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:56:01Z,2016-05-31T23:30:00Z,52.012253,4.3770185,mainCarriageway,,implemented
20160601005608.xml,1,2,2016-03-23T16:48:11Z,2016-05-31T22:56:01Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:56:01Z,2016-05-31T23:30:00Z,52.012253,4.3770185,mainCarriageway,,implemented
20160601005608.xml,1,3,2016-03-23T16:48:11Z,2016-05-31T22:56:01Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:56:01Z,2016-05-31T23:30:00Z,52.012253,4.3770185,mainCarriageway,,implemented
20160601005608.xml,1,4,2016-03-23T16:48:11Z,2016-05-31T22:56:01Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:56:01Z,2016-05-31T23:30:00Z,52.009438,4.380321,mainCarriageway,,implemented
20160601005744.xml,1,1,2016-05-09T12:37:17Z,2016-05-31T22:57:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T21:50:46Z,2016-05-31T22:57:33Z,51.83908,4.7124634,mainCarriageway,,approved
20160601005744.xml,1,2,2016-05-09T12:37:17Z,2016-05-31T22:57:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T21:50:46Z,2016-05-31T22:57:33Z,51.83908,4.7124634,mainCarriageway,,approved
20160601005744.xml,1,3,2016-05-09T12:37:17Z,2016-05-31T22:57:33Z,certain,WNZ-Z [RWS West-Nederland Zuid District Zuid],definedByValidityTimeSpec,2016-05-31T21:50:46Z,2016-05-31T22:57:33Z,51.83908,4.7124634,mainCarriageway,,approved
20160601005824.xml,1,1,2016-05-31T22:58:18Z,2016-05-31T22:58:16Z,certain,WNZ-N [RWS West-Nederland Zuid District Noord],definedByValidityTimeSpec,2016-05-31T22:58:16Z,2016-05-31T23:30:00Z,51.921978,4.3469677,mainCarriageway,,implemented
