measurementSiteReference,index,specificVehicleCharacteristics,ROADNUMBER,speedID,coordinateID
RWS01_MONIBAS_0010vwp0104ra,2A,anyVehicle,A1,1384,1892
RWS01_MONIBAS_0010vwp0104ra,4A,anyVehicle,A1,1385,1892
RWS01_MONIBAS_0010vwp0107ra,2A,anyVehicle,A1,1386,1893
RWS01_MONIBAS_0010vwp0107ra,4A,anyVehicle,A1,1387,1893
RWS01_MONIBAS_0010vwp0110ra,2A,anyVehicle,A1,1388,1894
RWS01_MONIBAS_0010vwp0110ra,4A,anyVehicle,A1,1389,1894
RWS01_MONIBAS_0010vwp0112ra,2A,anyVehicle,A1,1390,1895
RWS01_MONIBAS_0010vwp0112ra,4A,anyVehicle,A1,1391,1895
RWS01_MONIBAS_0010vwp0114ra,2A,anyVehicle,A1,1392,1896
RWS01_MONIBAS_0010vwp0114ra,4A,anyVehicle,A1,1393,1896
RWS01_MONIBAS_0010vwp0116ra,2A,anyVehicle,A1,1394,1897
RWS01_MONIBAS_0010vwp0116ra,4A,anyVehicle,A1,1395,1897
RWS01_MONIBAS_0010vwp0119ra,2A,anyVehicle,A1,1396,1898
RWS01_MONIBAS_0010vwp0119ra,4A,anyVehicle,A1,1397,1898
RWS01_MONIBAS_0010vwp0122ra,2A,anyVehicle,A1,1398,1899
RWS01_MONIBAS_0010vwp0122ra,4A,anyVehicle,A1,1399,1899
RWS01_MONIBAS_0010vwp0124ra,2A,anyVehicle,A1,1400,1900
RWS01_MONIBAS_0010vwp0124ra,4A,anyVehicle,A1,1401,1900
RWS01_MONIBAS_0010vwp0126ra,2A,anyVehicle,A1,1402,1901
RWS01_MONIBAS_0010vwp0126ra,4A,anyVehicle,A1,1403,1901
RWS01_MONIBAS_0010vwp0129ra,2A,anyVehicle,A1,1404,1902
RWS01_MONIBAS_0010vwp0129ra,4A,anyVehicle,A1,1405,1902
RWS01_MONIBAS_0010vwp0132ra,2A,anyVehicle,A1,1406,1903
RWS01_MONIBAS_0010vwp0132ra,4A,anyVehicle,A1,1407,1903
RWS01_MONIBAS_0010vwp0135ra,2A,anyVehicle,A1,1408,1904
RWS01_MONIBAS_0010vwp0135ra,4A,anyVehicle,A1,1409,1904
RWS01_MONIBAS_0010vwp0138ra,2A,anyVehicle,A1,1410,1905
RWS01_MONIBAS_0010vwp0138ra,4A,anyVehicle,A1,1411,1905
RWS01_MONIBAS_0010vwp0140ra,2A,anyVehicle,A1,1412,1906
RWS01_MONIBAS_0010vwp0140ra,4A,anyVehicle,A1,1413,1906
RWS01_MONIBAS_0010vwp0142ra,2A,anyVehicle,A1,1414,1907
RWS01_MONIBAS_0010vwp0142ra,4A,anyVehicle,A1,1415,1907
RWS01_MONIBAS_0010vwq0071ra,2A,anyVehicle,A1,1416,1908
RWS01_MONIBAS_0010vwq0073ra,2A,anyVehicle,A1,1417,1881
RWS01_MONIBAS_0010vwq0076ra,2A,anyVehicle,A1,1418,1882
RWS01_MONIBAS_0010vwq0079ra,2A,anyVehicle,A1,1419,1909
RWS01_MONIBAS_0010vwq0082ra,2A,anyVehicle,A1,1420,1910
RWS01_MONIBAS_0010vwq0085ra,2A,anyVehicle,A1,1421,1911
RWS01_MONIBAS_0010vwq0089ra,2A,anyVehicle,A1,1422,1886
RWS01_MONIBAS_0010vwq0093ra,2A,anyVehicle,A1,1423,1887
RWS01_MONIBAS_0010vwq0096ra,2A,anyVehicle,A1,1424,1888
RWS01_MONIBAS_0010vwq0098ra,2A,anyVehicle,A1,1425,1912
RWS01_MONIBAS_0010vwq0098ra,4A,anyVehicle,A1,1426,1912
RWS01_MONIBAS_0010vwq0098rb,6A,anyVehicle,A1,1427,1913
RWS01_MONIBAS_0010vwq0101ra,2A,anyVehicle,A1,1428,1891
RWS01_MONIBAS_0010vwq0101ra,4A,anyVehicle,A1,1429,1891
RWS01_MONIBAS_0010vwq0104ra,2A,anyVehicle,A1,1430,1892
RWS01_MONIBAS_0010vwq0104ra,4A,anyVehicle,A1,1431,1892
RWS01_MONIBAS_0010vwq0107ra,2A,anyVehicle,A1,1432,1893
RWS01_MONIBAS_0010vwq0107ra,4A,anyVehicle,A1,1433,1893
RWS01_MONIBAS_0010vwq0110ra,2A,anyVehicle,A1,1434,1894
RWS01_MONIBAS_0010vwq0110ra,4A,anyVehicle,A1,1435,1894
RWS01_MONIBAS_0010vwq0112ra,2A,anyVehicle,A1,1436,1895
RWS01_MONIBAS_0010vwq0112ra,4A,anyVehicle,A1,1437,1895
RWS01_MONIBAS_0010vwq0114ra,2A,anyVehicle,A1,1438,1896
RWS01_MONIBAS_0010vwq0114ra,4A,anyVehicle,A1,1439,1896
RWS01_MONIBAS_0010vwq0117ra,2A,anyVehicle,A1,1440,1914
RWS01_MONIBAS_0010vwq0117ra,4A,anyVehicle,A1,1441,1914
RWS01_MONIBAS_0010vwq0119ra,2A,anyVehicle,A1,1442,1898
RWS01_MONIBAS_0010vwq0119ra,4A,anyVehicle,A1,1443,1898
RWS01_MONIBAS_0010vwq0122ra,2A,anyVehicle,A1,1444,1899
RWS01_MONIBAS_0010vwq0122ra,4A,anyVehicle,A1,1445,1899
RWS01_MONIBAS_0010vwq0124ra,2A,anyVehicle,A1,1446,1900
RWS01_MONIBAS_0010vwq0124ra,4A,anyVehicle,A1,1447,1900
RWS01_MONIBAS_0010vwq0126ra,2A,anyVehicle,A1,1448,1901
RWS01_MONIBAS_0010vwq0126ra,4A,anyVehicle,A1,1449,1901
RWS01_MONIBAS_0010vwq0129ra,2A,anyVehicle,A1,1450,1915
RWS01_MONIBAS_0010vwq0129ra,4A,anyVehicle,A1,1451,1915
RWS01_MONIBAS_0010vwq0132ra,2A,anyVehicle,A1,1452,1903
RWS01_MONIBAS_0010vwq0132ra,4A,anyVehicle,A1,1453,1903
RWS01_MONIBAS_0010vwq0135ra,2A,anyVehicle,A1,1454,1916
RWS01_MONIBAS_0010vwq0135ra,4A,anyVehicle,A1,1455,1916
RWS01_MONIBAS_0010vwq0138ra,2A,anyVehicle,A1,1456,1905
RWS01_MONIBAS_0010vwq0138ra,4A,anyVehicle,A1,1457,1905
RWS01_MONIBAS_0010vwq0140ra,2A,anyVehicle,A1,1458,1906
RWS01_MONIBAS_0010vwq0140ra,4A,anyVehicle,A1,1459,1906
RWS01_MONIBAS_0010vwq0142ra,2A,anyVehicle,A1,1460,1907
RWS01_MONIBAS_0010vwq0142ra,4A,anyVehicle,A1,1461,1907
RWS01_MONIBAS_0011hrl0032ra,2A,anyVehicle,A1,1462,1917
RWS01_MONIBAS_0011hrl0032ra,4A,anyVehicle,A1,1463,1917
RWS01_MONIBAS_0011hrl0036ra,2A,anyVehicle,A1,1464,1918
RWS01_MONIBAS_0011hrl0036ra,4A,anyVehicle,A1,1465,1918
RWS01_MONIBAS_0011hrl0036ra,6A,anyVehicle,A1,1466,1918
RWS01_MONIBAS_0011hrl0040ra,2A,anyVehicle,A1,1467,1919
RWS01_MONIBAS_0011hrl0040ra,4A,anyVehicle,A1,1468,1919
RWS01_MONIBAS_0011hrl0040rb,6A,anyVehicle,A1,1469,1919
RWS01_MONIBAS_0011hrl0045ra,2A,anyVehicle,A1,1470,1920
RWS01_MONIBAS_0011hrl0045ra,4A,anyVehicle,A1,1471,1920
RWS01_MONIBAS_0011hrl0049ra,2A,anyVehicle,A1,1472,1921
RWS01_MONIBAS_0011hrl0049ra,4A,anyVehicle,A1,1473,1921
RWS01_MONIBAS_0011hrl0049rb,6A,anyVehicle,A1,1474,1921
RWS01_MONIBAS_0011hrl0049rb,8A,anyVehicle,A1,1475,1921
RWS01_MONIBAS_0011hrl0049rb,10A,anyVehicle,A1,1476,1921
RWS01_MONIBAS_0011hrl0052ra,2A,anyVehicle,A1,1477,1922
RWS01_MONIBAS_0011hrl0052ra,4A,anyVehicle,A1,1478,1922
RWS01_MONIBAS_0011hrl0052ra,6A,anyVehicle,A1,1479,1922
RWS01_MONIBAS_0011hrl0052ra,8A,anyVehicle,A1,1480,1922
RWS01_MONIBAS_0011hrl0052ra,10A,anyVehicle,A1,1481,1922
RWS01_MONIBAS_0011hrl0056ra,2A,anyVehicle,A1,1482,1923
RWS01_MONIBAS_0011hrl0056ra,4A,anyVehicle,A1,1483,1923
RWS01_MONIBAS_0011hrl0056ra,6A,anyVehicle,A1,1484,1923
RWS01_MONIBAS_0011hrl0056ra,8A,anyVehicle,A1,1485,1923
RWS01_MONIBAS_0011hrl0056ra,10A,anyVehicle,A1,1486,1923
RWS01_MONIBAS_0011hrl0060ra,2A,anyVehicle,A1,1487,1924
RWS01_MONIBAS_0011hrl0060ra,4A,anyVehicle,A1,1488,1924
RWS01_MONIBAS_0011hrl0060ra,6A,anyVehicle,A1,1489,1924
RWS01_MONIBAS_0011hrl0060ra,8A,anyVehicle,A1,1490,1924
RWS01_MONIBAS_0011hrl0065ra,2A,anyVehicle,A1,1491,1925
RWS01_MONIBAS_0011hrl0065ra,4A,anyVehicle,A1,1492,1925
RWS01_MONIBAS_0011hrl0065ra,6A,anyVehicle,A1,1493,1925
RWS01_MONIBAS_0011hrl0065ra,8A,anyVehicle,A1,1494,1925
RWS01_MONIBAS_0011hrl0068ra,2A,anyVehicle,A1,1495,1926
RWS01_MONIBAS_0011hrl0068ra,4A,anyVehicle,A1,1496,1926
RWS01_MONIBAS_0011hrl0068ra,6A,anyVehicle,A1,1497,1926
RWS01_MONIBAS_0011hrl0068ra,8A,anyVehicle,A1,1498,1926
RWS01_MONIBAS_0011hrl0070ra,2A,anyVehicle,A1,1499,1927
RWS01_MONIBAS_0011hrl0070ra,4A,anyVehicle,A1,1500,1927
RWS01_MONIBAS_0011hrl0070ra,6A,anyVehicle,A1,1501,1927
RWS01_MONIBAS_0011hrl0074ra,2A,anyVehicle,A1,1502,1928
RWS01_MONIBAS_0011hrl0074ra,4A,anyVehicle,A1,1503,1928
RWS01_MONIBAS_0011hrl0074ra,6A,anyVehicle,A1,1504,1928
RWS01_MONIBAS_0011hrl0076ra,8A,anyVehicle,A1,1505,1929
RWS01_MONIBAS_0011hrl0079ra,2A,anyVehicle,A1,1506,1930
RWS01_MONIBAS_0011hrl0079ra,4A,anyVehicle,A1,1507,1930
RWS01_MONIBAS_0011hrl0079ra,6A,anyVehicle,A1,1508,1930
RWS01_MONIBAS_0011hrl0081ra,2A,anyVehicle,A1,1509,1931
RWS01_MONIBAS_0011hrl0081ra,4A,anyVehicle,A1,1510,1931
RWS01_MONIBAS_0011hrl0081ra,6A,anyVehicle,A1,1511,1931
RWS01_MONIBAS_0011hrl0081ra,8A,anyVehicle,A1,1512,1931
RWS01_MONIBAS_0011hrl0081ra,10A,anyVehicle,A1,1513,1931
RWS01_MONIBAS_0011hrl0085ra,2A,anyVehicle,A1,1514,1932
RWS01_MONIBAS_0011hrl0085ra,4A,anyVehicle,A1,1515,1932
RWS01_MONIBAS_0011hrl0085ra,6A,anyVehicle,A1,1516,1932
RWS01_MONIBAS_0011hrl0085ra,8A,anyVehicle,A1,1517,1932
RWS01_MONIBAS_0011hrl0089ra,2A,anyVehicle,A1,1518,1886
RWS01_MONIBAS_0011hrl0089ra,4A,anyVehicle,A1,1519,1886
RWS01_MONIBAS_0011hrl0089ra,6A,anyVehicle,A1,1520,1886
RWS01_MONIBAS_0011hrl0089ra,8A,anyVehicle,A1,1521,1886
RWS01_MONIBAS_0011hrl0094ra,2A,anyVehicle,A1,1522,1933
RWS01_MONIBAS_0011hrl0094ra,4A,anyVehicle,A1,1523,1933
RWS01_MONIBAS_0011hrl0094ra,6A,anyVehicle,A1,1524,1933
RWS01_MONIBAS_0011hrl0094ra,8A,anyVehicle,A1,1525,1933
RWS01_MONIBAS_0011hrl0098ra,2A,anyVehicle,A1,1526,1934
RWS01_MONIBAS_0011hrl0098ra,4A,anyVehicle,A1,1527,1934
RWS01_MONIBAS_0011hrl0098ra,6A,anyVehicle,A1,1528,1934
RWS01_MONIBAS_0011hrl0101ra,2A,anyVehicle,A1,1529,1935
RWS01_MONIBAS_0011hrl0101ra,4A,anyVehicle,A1,1530,1935
RWS01_MONIBAS_0011hrl0101ra,6A,anyVehicle,A1,1531,1935
RWS01_MONIBAS_0011hrl0107ra,2A,anyVehicle,A1,1532,1936
RWS01_MONIBAS_0011hrl0107ra,4A,anyVehicle,A1,1533,1936
RWS01_MONIBAS_0011hrl0107ra,6A,anyVehicle,A1,1534,1936
RWS01_MONIBAS_0011hrl0112ra,2A,anyVehicle,A1,1535,1937
RWS01_MONIBAS_0011hrl0112ra,4A,anyVehicle,A1,1536,1937
RWS01_MONIBAS_0011hrl0112ra,6A,anyVehicle,A1,1537,1937
RWS01_MONIBAS_0011hrl0117ra,2A,anyVehicle,A1,1538,1938
RWS01_MONIBAS_0011hrl0117ra,4A,anyVehicle,A1,1539,1938
RWS01_MONIBAS_0011hrl0117ra,6A,anyVehicle,A1,1540,1938
RWS01_MONIBAS_0011hrl0119ra,2A,anyVehicle,A1,1541,1939
RWS01_MONIBAS_0011hrl0119ra,4A,anyVehicle,A1,1542,1939
RWS01_MONIBAS_0011hrl0119ra,6A,anyVehicle,A1,1543,1939
RWS01_MONIBAS_0011hrl0124ra,2A,anyVehicle,A1,1544,1940
RWS01_MONIBAS_0011hrl0124ra,4A,anyVehicle,A1,1545,1940
RWS01_MONIBAS_0011hrl0124ra,6A,anyVehicle,A1,1546,1940
RWS01_MONIBAS_0011hrl0126ra,2A,anyVehicle,A1,1547,1941
RWS01_MONIBAS_0011hrl0126ra,4A,anyVehicle,A1,1548,1941
RWS01_MONIBAS_0011hrl0126ra,6A,anyVehicle,A1,1549,1941
RWS01_MONIBAS_0011hrl0129ra,2A,anyVehicle,A1,1550,1942
RWS01_MONIBAS_0011hrl0129ra,4A,anyVehicle,A1,1551,1942
RWS01_MONIBAS_0011hrl0129ra,6A,anyVehicle,A1,1552,1942
RWS01_MONIBAS_0011hrl0132ra,2A,anyVehicle,A1,1553,1943
RWS01_MONIBAS_0011hrl0132ra,4A,anyVehicle,A1,1554,1943
RWS01_MONIBAS_0011hrl0132ra,6A,anyVehicle,A1,1555,1943
RWS01_MONIBAS_0011hrl0135ra,2A,anyVehicle,A1,1556,1944
RWS01_MONIBAS_0011hrl0135ra,4A,anyVehicle,A1,1557,1944
RWS01_MONIBAS_0011hrl0135ra,6A,anyVehicle,A1,1558,1944
RWS01_MONIBAS_0011hrl0139ra,2A,anyVehicle,A1,1559,1945
RWS01_MONIBAS_0011hrl0139ra,4A,anyVehicle,A1,1560,1945
RWS01_MONIBAS_0011hrl0139ra,6A,anyVehicle,A1,1561,1945
RWS01_MONIBAS_0011hrl0142ra,2A,anyVehicle,A1,1562,1946
RWS01_MONIBAS_0011hrl0142ra,4A,anyVehicle,A1,1563,1946
RWS01_MONIBAS_0011hrl0142ra,6A,anyVehicle,A1,1564,1946
RWS01_MONIBAS_0011hrl0142ra,8A,anyVehicle,A1,1565,1946
RWS01_MONIBAS_0011hrr0040ra,2A,anyVehicle,A1,1566,1947
RWS01_MONIBAS_0011hrr0040ra,4A,anyVehicle,A1,1567,1947
RWS01_MONIBAS_0011hrr0040ra,6A,anyVehicle,A1,1568,1947
RWS01_MONIBAS_0011hrr0045ra,2A,anyVehicle,A1,1569,1948
RWS01_MONIBAS_0011hrr0045ra,4A,anyVehicle,A1,1570,1948
RWS01_MONIBAS_0011hrr0045ra,6A,anyVehicle,A1,1571,1948
RWS01_MONIBAS_0011hrr0051ra,2A,anyVehicle,A1,1572,1949
RWS01_MONIBAS_0011hrr0051ra,4A,anyVehicle,A1,1573,1949
RWS01_MONIBAS_0011hrr0051ra,6A,anyVehicle,A1,1574,1949
RWS01_MONIBAS_0011hrr0051ra,8A,anyVehicle,A1,1575,1949
RWS01_MONIBAS_0011hrr0051ra,10A,anyVehicle,A1,1576,1949
RWS01_MONIBAS_0011hrr0053ra,2A,anyVehicle,A1,1577,1950
RWS01_MONIBAS_0011hrr0053ra,4A,anyVehicle,A1,1578,1950
RWS01_MONIBAS_0011hrr0053ra,6A,anyVehicle,A1,1579,1950
RWS01_MONIBAS_0011hrr0053ra,8A,anyVehicle,A1,1580,1950
RWS01_MONIBAS_0011hrr0053ra,10A,anyVehicle,A1,1581,1950
RWS01_MONIBAS_0011hrr0060ra,2A,anyVehicle,A1,1582,1951
RWS01_MONIBAS_0011hrr0060ra,4A,anyVehicle,A1,1583,1951
RWS01_MONIBAS_0011hrr0060ra,6A,anyVehicle,A1,1584,1951
RWS01_MONIBAS_0011hrr0060ra,8A,anyVehicle,A1,1585,1951
RWS01_MONIBAS_0011hrr0063ra,2A,anyVehicle,A1,1586,1952
RWS01_MONIBAS_0011hrr0063ra,4A,anyVehicle,A1,1587,1952
RWS01_MONIBAS_0011hrr0063ra,6A,anyVehicle,A1,1588,1952
RWS01_MONIBAS_0011hrr0063ra,8A,anyVehicle,A1,1589,1952
RWS01_MONIBAS_0011hrr0068ra,2A,anyVehicle,A1,1590,1953
RWS01_MONIBAS_0011hrr0068ra,4A,anyVehicle,A1,1591,1953
RWS01_MONIBAS_0011hrr0068ra,6A,anyVehicle,A1,1592,1953
RWS01_MONIBAS_0011hrr0068ra,8A,anyVehicle,A1,1593,1953
RWS01_MONIBAS_0011hrr0070ra,2A,anyVehicle,A1,1594,1954
RWS01_MONIBAS_0011hrr0070rb,4A,anyVehicle,A1,1595,1954
RWS01_MONIBAS_0011hrr0070rb,6A,anyVehicle,A1,1596,1954
RWS01_MONIBAS_0011hrr0070rb,8A,anyVehicle,A1,1597,1954
RWS01_MONIBAS_0011hrr0070rb,10A,anyVehicle,A1,1598,1954
RWS01_MONIBAS_0011hrr0073ra,2A,anyVehicle,A1,1599,1955
RWS01_MONIBAS_0011hrr0073ra,4A,anyVehicle,A1,1600,1955
RWS01_MONIBAS_0011hrr0073ra,6A,anyVehicle,A1,1601,1955
RWS01_MONIBAS_0011hrr0073ra,8A,anyVehicle,A1,1602,1955
RWS01_MONIBAS_0011hrr0073ra,10A,anyVehicle,A1,1603,1955
RWS01_MONIBAS_0011hrr0073ra,12A,anyVehicle,A1,1604,1955
RWS01_MONIBAS_0011hrr0076ra,2A,anyVehicle,A1,1605,1956
RWS01_MONIBAS_0011hrr0076ra,4A,anyVehicle,A1,1606,1956
RWS01_MONIBAS_0011hrr0076ra,6A,anyVehicle,A1,1607,1956
RWS01_MONIBAS_0011hrr0076ra,8A,anyVehicle,A1,1608,1956
RWS01_MONIBAS_0011hrr0076ra,10A,anyVehicle,A1,1609,1956
RWS01_MONIBAS_0011hrr0076ra,12A,anyVehicle,A1,1610,1956
RWS01_MONIBAS_0011hrr0079ra,2A,anyVehicle,A1,1611,1957
RWS01_MONIBAS_0011hrr0079ra,4A,anyVehicle,A1,1612,1957
RWS01_MONIBAS_0011hrr0079ra,6A,anyVehicle,A1,1613,1957
RWS01_MONIBAS_0011hrr0079ra,8A,anyVehicle,A1,1614,1957
RWS01_MONIBAS_0011hrr0082ra,2A,anyVehicle,A1,1615,1958
RWS01_MONIBAS_0011hrr0082ra,4A,anyVehicle,A1,1616,1958
RWS01_MONIBAS_0011hrr0082ra,6A,anyVehicle,A1,1617,1958
RWS01_MONIBAS_0011hrr0085ra,2A,anyVehicle,A1,1618,1959
RWS01_MONIBAS_0011hrr0085ra,4A,anyVehicle,A1,1619,1959
RWS01_MONIBAS_0011hrr0085ra,6A,anyVehicle,A1,1620,1959
RWS01_MONIBAS_0011hrr0085ra,8A,anyVehicle,A1,1621,1959
RWS01_MONIBAS_0011hrr0089ra,2A,anyVehicle,A1,1622,1960
RWS01_MONIBAS_0011hrr0089ra,4A,anyVehicle,A1,1623,1960
RWS01_MONIBAS_0011hrr0089ra,6A,anyVehicle,A1,1624,1960
RWS01_MONIBAS_0011hrr0089ra,8A,anyVehicle,A1,1625,1960
RWS01_MONIBAS_0011hrr0095ra,2A,anyVehicle,A1,1626,1961
RWS01_MONIBAS_0011hrr0095ra,4A,anyVehicle,A1,1627,1961
RWS01_MONIBAS_0011hrr0095ra,6A,anyVehicle,A1,1628,1961
RWS01_MONIBAS_0011hrr0095ra,8A,anyVehicle,A1,1629,1961
RWS01_MONIBAS_0011hrr0101ra,2A,anyVehicle,A1,1630,1962
RWS01_MONIBAS_0011hrr0101ra,4A,anyVehicle,A1,1631,1962
RWS01_MONIBAS_0011hrr0101ra,6A,anyVehicle,A1,1632,1962
RWS01_MONIBAS_0011hrr0101ra,8A,anyVehicle,A1,1633,1962
RWS01_MONIBAS_0011hrr0107ra,2A,anyVehicle,A1,1634,1963
RWS01_MONIBAS_0011hrr0107ra,4A,anyVehicle,A1,1635,1963
RWS01_MONIBAS_0011hrr0107ra,6A,anyVehicle,A1,1636,1963
RWS01_MONIBAS_0011hrr0112ra,2A,anyVehicle,A1,1637,1964
RWS01_MONIBAS_0011hrr0112ra,4A,anyVehicle,A1,1638,1964
RWS01_MONIBAS_0011hrr0112ra,6A,anyVehicle,A1,1639,1964
RWS01_MONIBAS_0011hrr0116ra,2A,anyVehicle,A1,1640,1965
RWS01_MONIBAS_0011hrr0116ra,4A,anyVehicle,A1,1641,1965
RWS01_MONIBAS_0011hrr0116ra,6A,anyVehicle,A1,1642,1965
RWS01_MONIBAS_0011hrr0119ra,2A,anyVehicle,A1,1643,1966
RWS01_MONIBAS_0011hrr0119ra,4A,anyVehicle,A1,1644,1966
RWS01_MONIBAS_0011hrr0119ra,6A,anyVehicle,A1,1645,1966
RWS01_MONIBAS_0011hrr0124ra,2A,anyVehicle,A1,1646,1967
RWS01_MONIBAS_0011hrr0124ra,4A,anyVehicle,A1,1647,1967
RWS01_MONIBAS_0011hrr0124ra,6A,anyVehicle,A1,1648,1967
RWS01_MONIBAS_0011hrr0124ra,8A,anyVehicle,A1,1649,1967
RWS01_MONIBAS_0011hrr0126ra,2A,anyVehicle,A1,1650,1968
RWS01_MONIBAS_0011hrr0126ra,4A,anyVehicle,A1,1651,1968
RWS01_MONIBAS_0011hrr0126ra,6A,anyVehicle,A1,1652,1968
RWS01_MONIBAS_0011hrr0129ra,2A,anyVehicle,A1,1653,1969
RWS01_MONIBAS_0011hrr0129ra,4A,anyVehicle,A1,1654,1969
RWS01_MONIBAS_0011hrr0129ra,6A,anyVehicle,A1,1655,1969
RWS01_MONIBAS_0011hrr0129ra,8A,anyVehicle,A1,1656,1969
RWS01_MONIBAS_0011hrr0132ra,2A,anyVehicle,A1,1657,1970
RWS01_MONIBAS_0011hrr0132ra,4A,anyVehicle,A1,1658,1970
RWS01_MONIBAS_0011hrr0132ra,6A,anyVehicle,A1,1659,1970
RWS01_MONIBAS_0011hrr0132ra,8A,anyVehicle,A1,1660,1970
RWS01_MONIBAS_0011hrr0135ra,2A,anyVehicle,A1,1661,1971
RWS01_MONIBAS_0011hrr0135ra,4A,anyVehicle,A1,1662,1971
RWS01_MONIBAS_0011hrr0135ra,6A,anyVehicle,A1,1663,1971
RWS01_MONIBAS_0011hrr0135ra,8A,anyVehicle,A1,1664,1971
RWS01_MONIBAS_0011hrr0140ra,2A,anyVehicle,A1,1665,1972
RWS01_MONIBAS_0011hrr0140ra,4A,anyVehicle,A1,1666,1972
RWS01_MONIBAS_0011hrr0140ra,6A,anyVehicle,A1,1667,1972
RWS01_MONIBAS_0011hrr0140ra,8A,anyVehicle,A1,1668,1972
RWS01_MONIBAS_0011hrr0140ra,10A,anyVehicle,A1,1669,1972
RWS01_MONIBAS_0020vwa0331ra,2A,anyVehicle,A2,1670,1973
RWS01_MONIBAS_0020vwa0331ra,4A,anyVehicle,A2,1671,1973
RWS01_MONIBAS_0020vwa0389ra,2A,anyVehicle,A2,1672,1974
RWS01_MONIBAS_0020vwb0335ra,2A,anyVehicle,A2,1673,1975
RWS01_MONIBAS_0020vwd0331ra,2A,anyVehicle,A2,1674,1976
RWS01_MONIBAS_0020vwd0391ra,2A,anyVehicle,A2,1675,1977
RWS01_MONIBAS_0020vwe0363ra,2A,anyVehicle,A2,1676,1978
RWS01_MONIBAS_0020vwe0363ra,4A,anyVehicle,A2,1677,1978
RWS01_MONIBAS_0020vwe0368ra,2A,anyVehicle,A2,1678,1979
RWS01_MONIBAS_0020vwe0368ra,4A,anyVehicle,A2,1679,1979
RWS01_MONIBAS_0020vwf0309ra,2A,anyVehicle,A2,1680,1980
RWS01_MONIBAS_0020vwf0309ra,4A,anyVehicle,A2,1681,1980
RWS01_MONIBAS_0020vwf0352ra,2A,anyVehicle,A2,1682,1981
RWS01_MONIBAS_0020vwf0352ra,4A,anyVehicle,A2,1683,1981
RWS01_MONIBAS_0020vwg0351ra,2A,anyVehicle,A2,1684,1982
RWS01_MONIBAS_0020vwg0355ra,2A,anyVehicle,A2,1685,1983
RWS01_MONIBAS_0020vwh0304ra,2A,anyVehicle,A2,1686,1984
RWS01_MONIBAS_0020vwh0304ra,4A,anyVehicle,A2,1687,1984
RWS01_MONIBAS_0020vwh0307ra,2A,anyVehicle,A2,1688,1985
RWS01_MONIBAS_0020vwh0307ra,4A,anyVehicle,A2,1689,1985
RWS01_MONIBAS_0020vwh0314ra,2A,anyVehicle,A2,1690,1986
RWS01_MONIBAS_0020vwh0314ra,4A,anyVehicle,A2,1691,1986
RWS01_MONIBAS_0020vwh0314ra,6A,anyVehicle,A2,1692,1986
RWS01_MONIBAS_0020vwh0314ra,8A,anyVehicle,A2,1693,1986
RWS01_MONIBAS_0020vwh0316ra,2A,anyVehicle,A2,1694,1987
RWS01_MONIBAS_0020vwh0316ra,4A,anyVehicle,A2,1695,1987
RWS01_MONIBAS_0020vwh0316ra,6A,anyVehicle,A2,1696,1987
RWS01_MONIBAS_0020vwh0316ra,8A,anyVehicle,A2,1697,1987
RWS01_MONIBAS_0020vwh0319ra,2A,anyVehicle,A2,1698,1988
RWS01_MONIBAS_0020vwh0319ra,4A,anyVehicle,A2,1699,1988
RWS01_MONIBAS_0020vwh0319ra,6A,anyVehicle,A2,1700,1988
RWS01_MONIBAS_0020vwh0369ra,2A,anyVehicle,A2,1701,1989
RWS01_MONIBAS_0020vwh0369ra,4A,anyVehicle,A2,1702,1989
RWS01_MONIBAS_0020vwm0348ra,2A,anyVehicle,A2,1703,1990
RWS01_MONIBAS_0020vwm0348ra,4A,anyVehicle,A2,1704,1990
RWS01_MONIBAS_0020vwm0348rb,6A,anyVehicle,A2,1705,1990
RWS01_MONIBAS_0020vwm0358ra,2A,anyVehicle,A2,1706,1991
RWS01_MONIBAS_0020vwm0358ra,4A,anyVehicle,A2,1707,1991
RWS01_MONIBAS_0020vwm0358ra,6A,anyVehicle,A2,1708,1991
RWS01_MONIBAS_0020vwm0358ra,8A,anyVehicle,A2,1709,1991
RWS01_MONIBAS_0020vwm0362ra,2A,anyVehicle,A2,1710,1992
RWS01_MONIBAS_0020vwm0362ra,4A,anyVehicle,A2,1711,1992
RWS01_MONIBAS_0020vwm0365ra,4A,anyVehicle,A2,1712,1993
RWS01_MONIBAS_0020vwn0344ra,2A,anyVehicle,A2,1713,1994
RWS01_MONIBAS_0020vwn0344ra,4A,anyVehicle,A2,1714,1994
RWS01_MONIBAS_0020vwn0348ra,2A,anyVehicle,A2,1715,1995
RWS01_MONIBAS_0020vwn0355ra,2A,anyVehicle,A2,1716,1996
RWS01_MONIBAS_0020vwn0355ra,4A,anyVehicle,A2,1717,1996
RWS01_MONIBAS_0020vwn0355ra,6A,anyVehicle,A2,1718,1996
RWS01_MONIBAS_0020vwn0355ra,8A,anyVehicle,A2,1719,1996
RWS01_MONIBAS_0020vwn0357ra,2A,anyVehicle,A2,1720,1997
RWS01_MONIBAS_0020vwn0357ra,4A,anyVehicle,A2,1721,1997
RWS01_MONIBAS_0020vwn0357ra,6A,anyVehicle,A2,1722,1997
RWS01_MONIBAS_0020vwn0357ra,8A,anyVehicle,A2,1723,1997
