startLocatieForDisplayLat,startLocatieForDisplayLong,metaType,coordinateID
52.344433,4.84088,Road,471
52.407913,4.937991,Road,472
52.315468,4.8149686,Road,473
52.45712,4.6564126,Road,474
52.325794,4.7841964,Road,475
52.29919,4.936986,Road,476
52.441086,4.65165,Road,477
52.473503,4.853191,Road,478
52.487434,4.879348,Road,479
52.505203,4.9348135,Road,480
52.34259,4.840869,Road,481
52.344955,4.8404465,Road,482
52.30099,4.947087,Road,483
52.469395,4.787951,Road,484
52.473446,4.7744317,Road,485
52.473602,4.774182,Road,486
52.363346,4.728189,Road,487
52.32895,4.909224,Road,488
52.32995,4.9090824,Road,489
52.33716,4.8926544,Road,490
52.38353,4.707706,Road,491
52.483925,4.677856,Road,492
52.354496,4.842692,Road,493
52.38869,4.844262,Road,494
52.374832,4.708892,Road,495
52.47584,4.6556864,Road,496
52.368774,4.717769,Road,497
52.490337,4.6960177,Road,498
52.482212,4.669747,Road,499
52.349205,4.841786,Road,500
52.441566,4.6521406,Road,501
52.35427,4.9647183,Road,502
52.363964,4.970225,Road,503
52.391556,4.9656825,Road,504
52.366467,4.971796,Road,505
52.40384,4.9498076,Road,506
52.36637,4.9742107,Road,507
52.32152,4.9150667,Road,508
52.422077,4.9047656,Road,509
52.419205,4.911034,Road,510
52.41586,4.9192386,Road,511
52.424976,4.890343,Road,512
52.419895,4.910396,Road,513
52.407303,4.9390955,Road,514
52.408012,4.9364448,Road,515
52.3771,4.973897,Road,516
52.389793,4.9654837,Road,517
52.445374,4.852733,Road,518
52.435295,4.673416,Road,519
52.38692,4.96922,Road,520
52.366604,4.7218256,Road,521
52.354004,4.745233,Road,522
52.32918,4.7940564,Road,523
52.297226,4.87466,Road,524
52.28949,4.909217,Road,525
52.28597,4.9385505,Road,526
52.472668,4.777327,Road,527
52.50449,4.70341,Road,528
52.464863,4.804144,Road,529
52.463196,4.811587,Road,530
52.473526,4.774464,Road,531
52.472176,4.7795367,Road,532
52.471886,4.7806115,Road,533
52.46539,4.8010845,Road,534
52.46244,4.7959948,Road,535
52.461994,4.8189116,Road,536
52.46466,4.805946,Road,537
52.476402,4.770635,Road,538
52.465134,4.8029566,Road,539
52.480587,4.688008,Road,540
52.312428,4.9845796,Road,541
52.41784,4.696178,Road,542
52.39744,4.7052627,Road,543
52.389412,4.7065372,Road,544
52.38106,4.707883,Road,545
52.322857,4.8046384,Road,546
52.436005,4.6724806,Road,547
52.316128,4.8138356,Road,548
52.30061,4.860345,Road,549
52.315594,4.811737,Road,550
52.296516,4.8810825,Road,551
52.334927,4.9947996,Road,552
52.337578,4.988213,Road,553
52.310608,4.9255505,Road,554
52.300083,4.936561,Road,555
52.293903,4.9419518,Road,556
52.29907,4.9406037,Road,557
52.502617,4.7021666,Road,558
52.342323,4.8408723,Road,559
52.344757,4.8404512,Road,560
52.333008,4.91265,Road,561
52.323208,4.9141026,Road,562
52.45405,4.669146,Road,563
52.469353,4.6781774,Road,564
52.301815,4.855143,Road,565
52.32851,4.9131193,Road,566
52.335907,4.993348,Road,567
52.308365,4.825061,Road,568
52.322823,4.7626963,Road,569
52.300266,4.948837,Road,570
52.43883,4.670011,Road,571
52.312862,4.750702,Road,572
52.319824,4.808109,Road,573
52.304897,4.8415504,Road,574
52.316357,4.810198,Road,575
52.3728,4.842322,Road,576
52.36561,4.84213,Road,577
52.361137,4.8422956,Road,578
52.370083,4.8420315,Road,579
52.334404,4.997835,Road,580
52.49329,4.6979184,Road,581
52.480534,4.688212,Road,582
52.487938,4.69411,Road,583
52.34557,4.841528,Road,584
52.323853,5.00466,Road,585
52.32935,5.0557632,Road,586
52.31585,4.994176,Road,587
52.30604,4.9653583,Road,588
52.30879,4.970992,Road,589
52.314667,4.989348,Road,590
52.316063,4.994628,Road,591
52.263676,4.960754,Road,592
52.261547,4.964791,Road,593
52.307552,4.925797,Road,594
52.324352,5.004698,Road,595
52.29434,4.941576,Road,596
52.29213,4.9434757,Road,597
52.369316,4.972924,Road,598
52.381298,4.973054,Road,599
52.38982,4.965471,Road,600
52.388462,4.9674377,Road,601
52.4074,4.938685,Road,602
52.42029,4.911434,Road,603
52.395992,4.9617887,Road,604
52.411476,4.9289346,Road,605
52.40027,4.956418,Road,606
52.325108,4.778439,Road,607
52.37712,4.974098,Road,608
52.306595,4.7485275,Road,609
52.480442,4.860623,Road,610
52.319534,4.7557416,Road,611
52.312923,4.986836,Road,612
52.383186,4.8447843,Road,613
52.3122,4.9238877,Road,614
52.30836,4.9730263,Road,615
52.302418,4.95674,Road,616
52.299606,4.94667,Road,617
52.333122,4.9306974,Road,618
52.45172,4.6591,Road,619
52.295612,4.94007,Road,620
52.504185,4.935108,Road,621
52.3304,4.904697,Road,622
52.47626,4.853564,Road,623
52.33892,4.8621883,Road,624
52.37789,4.70861,Road,625
52.34152,4.841508,Road,626
52.48013,4.661109,Road,627
52.3389,4.825834,Road,628
52.33714,4.845846,Road,629
52.337166,4.846509,Road,630
52.333286,4.896725,Road,631
52.33034,4.923231,Road,632
52.369377,4.716604,Road,633
52.273445,4.9581537,Road,634
52.332314,4.8986964,Road,635
52.302326,4.9340987,Road,636
52.327965,4.7937636,Road,637
52.330383,4.9026375,Road,638
52.312347,4.9236784,Road,639
52.301388,4.953469,Road,640
52.277344,4.9546194,Road,641
52.30889,4.974567,Road,642
52.29985,4.9474688,Road,643
52.310738,4.9795656,Road,644
52.310787,4.9784083,Road,645
52.318134,4.917168,Road,646
52.327633,4.913272,Road,647
52.332996,4.9124293,Road,648
52.338905,4.986766,Road,649
52.33715,4.84607,Road,650
52.31242,4.9846888,Road,651
52.304638,4.9621058,Road,652
52.32238,4.8052397,Road,653
52.391335,4.9655666,Road,654
52.502377,4.9174395,Road,655
52.356644,4.8424234,Road,656
52.287354,4.724704,Road,657
52.45546,4.8439574,Road,658
52.302727,4.7445273,Road,659
52.337955,4.845321,Road,660
52.337196,4.990118,Road,661
52.30573,4.9653277,Road,662
52.311398,4.8176365,Road,663
52.29646,4.8815126,Road,664
52.32344,5.004451,Road,665
52.503155,4.9216714,Road,666
52.45319,4.6685734,Road,667
52.33876,4.8585596,Road,668
52.325237,4.7768373,Road,669
52.32376,4.766088,Road,670
52.322598,4.7620606,Road,671
52.457626,4.8400335,Road,672
52.308266,4.747761,Road,673
52.465343,4.8015738,Road,674
52.322388,4.7615156,Road,675
52.322544,4.7619057,Road,676
52.322914,4.762967,Road,677
52.33389,4.8038745,Road,678
52.3724,4.7110724,Road,679
52.331203,4.912697,Road,680
52.346912,4.958338,Road,681
52.30469,4.9622273,Road,682
52.346607,4.9585814,Road,683
52.310432,4.9782467,Road,684
52.42584,4.875904,Road,685
52.288124,4.9465737,Road,686
52.302402,4.934292,Road,687
52.287197,4.947391,Road,688
52.337067,4.844417,Road,689
52.33614,4.8075395,Road,690
52.34994,4.7530875,Road,691
52.41934,4.6945386,Road,692
52.333874,4.895557,Road,693
52.338894,4.861736,Road,694
52.32391,4.803601,Road,695
52.422707,4.8734827,Road,696
52.34881,4.9699817,Road,697
52.493362,4.6976295,Road,698
52.35449,4.744631,Road,699
52.33846,4.776755,Road,700
52.455395,4.8418183,Road,701
52.484787,4.6915336,Road,702
52.48785,4.6940365,Road,703
52.44034,4.66806,Road,704
52.44579,4.6622834,Road,705
52.437523,4.6709065,Road,706
52.328724,4.794884,Road,707
52.352993,4.963966,Road,708
52.423603,4.8824444,Road,709
52.423344,4.876313,Road,710
52.338665,4.9486666,Road,711
52.405357,4.9454966,Road,712
52.388287,4.9671655,Road,713
52.409737,4.931918,Road,714
52.418262,4.9128056,Road,715
52.36737,4.9722805,Road,716
52.418663,4.912392,Road,717
52.497223,4.6995864,Road,718
52.490444,4.6957426,Road,719
52.506393,4.7052712,Road,720
52.4476,4.85025,Road,721
52.31338,4.732686,Road,722
52.299488,4.9463243,Road,723
52.47357,4.653503,Road,724
52.29897,4.9447484,Road,725
52.321114,5.002404,Road,726
52.432728,4.8693266,Road,727
52.46469,4.8045197,Road,728
52.344967,4.956668,Road,729
52.35643,4.9662247,Road,730
52.47636,4.770047,Road,731
52.464138,4.80596,Road,732
52.40721,4.940807,Road,733
52.38827,4.96716,Road,734
52.455936,4.842351,Road,735
52.42007,4.908609,Road,736
52.422256,4.875857,Road,737
52.40837,4.9358115,Road,738
52.423466,4.9004254,Road,739
52.40528,4.9462786,Road,740
52.368275,4.970645,Road,741
52.39286,4.9645658,Road,742
52.40595,4.9429207,Road,743
52.46078,4.8478427,Road,744
52.459824,4.8473387,Road,745
52.47206,4.779965,Road,746
52.465458,4.8010693,Road,747
52.36237,4.745326,Road,748
52.35386,4.7402234,Road,749
52.46534,4.802044,Road,750
52.46499,4.785182,Road,751
52.472485,4.769454,Road,752
52.30768,4.971761,Road,753
52.30841,4.9699044,Road,754
52.334404,4.997835,Road,755
52.321102,4.9152775,Road,756
52.30301,4.933097,Road,757
52.33139,4.9129,Road,758
52.335926,4.992313,Road,759
52.437267,4.8617916,Road,760
52.42526,4.8881593,Road,761
52.452305,4.668419,Road,762
52.46355,4.6734757,Road,763
52.2691,4.699094,Road,764
52.471954,4.6803946,Road,765
52.29532,4.888626,Road,766
52.437626,4.8613753,Road,767
52.334858,4.7836137,Road,768
52.291725,4.901105,Road,769
52.31159,4.7495127,Road,770
52.308544,4.9273376,Road,771
52.267433,4.6967106,Road,772
52.35071,4.7516556,Road,773
52.302174,4.9342527,Road,774
52.3667,4.721937,Road,775
52.3398,4.6358,Flow,776
52.3398,4.6358,Flow,777
52.3398,4.6358,Flow,778
52.3398,4.6358,Flow,779
52.3398,4.6358,Flow,780
52.3398,4.6358,Flow,781
52.3398,4.6358,Flow,782
52.3398,4.6358,Flow,783
52.3398,4.6358,Flow,784
52.3398,4.6358,Flow,785
52.3398,4.6358,Flow,786
52.3398,4.6358,Flow,787
52.3398,4.6358,Flow,788
52.3398,4.6358,Flow,789
52.3398,4.6358,Flow,790
52.3398,4.6358,Flow,791
52.3398,4.6358,Flow,792
52.3398,4.6358,Flow,793
52.3398,4.6358,Flow,794
52.3398,4.6358,Flow,795
52.3398,4.6358,Flow,796
52.3398,4.6358,Flow,797
52.3398,4.6358,Flow,798
52.3398,4.6358,Flow,799
52.3326,4.64281,Flow,800
52.3326,4.64281,Flow,801
52.3326,4.64281,Flow,802
52.3326,4.64281,Flow,803
52.3326,4.64281,Flow,804
52.3326,4.64281,Flow,805
52.3326,4.64281,Flow,806
52.3326,4.64281,Flow,807
52.3326,4.64281,Flow,808
52.3326,4.64281,Flow,809
52.3326,4.64281,Flow,810
52.3326,4.64281,Flow,811
52.3322,4.6438,Flow,812
52.3322,4.6438,Flow,813
52.3322,4.6438,Flow,814
52.3322,4.6438,Flow,815
52.3322,4.6438,Flow,816
52.3322,4.6438,Flow,817
52.3322,4.6438,Flow,818
52.3322,4.6438,Flow,819
52.3322,4.6438,Flow,820
52.3322,4.6438,Flow,821
52.3322,4.6438,Flow,822
52.3322,4.6438,Flow,823
52.3164,4.68152,Flow,824
52.3164,4.68152,Flow,825
52.3164,4.68152,Flow,826
52.3164,4.68152,Flow,827
52.3164,4.68152,Flow,828
52.3164,4.68152,Flow,829
52.3164,4.68152,Flow,830
52.3164,4.68152,Flow,831
52.3164,4.68152,Flow,832
52.3164,4.68152,Flow,833
52.3164,4.68152,Flow,834
52.3164,4.68152,Flow,835
52.3164,4.68152,Flow,836
52.3164,4.68152,Flow,837
52.3164,4.68152,Flow,838
52.3164,4.68152,Flow,839
52.3164,4.68152,Flow,840
52.3164,4.68152,Flow,841
52.3164,4.68152,Flow,842
52.3164,4.68152,Flow,843
52.3164,4.68152,Flow,844
52.3164,4.68152,Flow,845
52.3164,4.68152,Flow,846
52.3164,4.68152,Flow,847
52.3085,4.70949,Flow,848
52.3085,4.70949,Flow,849
52.3085,4.70949,Flow,850
52.3085,4.70949,Flow,851
52.3085,4.70949,Flow,852
52.3085,4.70949,Flow,853
52.3085,4.70949,Flow,854
52.3085,4.70949,Flow,855
52.3085,4.70949,Flow,856
52.3085,4.70949,Flow,857
52.3085,4.70949,Flow,858
52.3085,4.70949,Flow,859
52.3085,4.70949,Flow,860
52.3085,4.70949,Flow,861
52.3085,4.70949,Flow,862
52.3085,4.70949,Flow,863
52.3085,4.70949,Flow,864
52.3085,4.70949,Flow,865
52.3085,4.70949,Flow,866
52.3085,4.70949,Flow,867
52.3085,4.70949,Flow,868
52.3085,4.70949,Flow,869
52.3085,4.70949,Flow,870
52.3085,4.70949,Flow,871
52.2848,4.73054,Flow,872
52.2848,4.73054,Flow,873
52.2848,4.73054,Flow,874
52.2848,4.73054,Flow,875
52.2848,4.73054,Flow,876
52.2848,4.73054,Flow,877
52.2848,4.73054,Flow,878
52.2848,4.73054,Flow,879
52.2848,4.73054,Flow,880
52.2848,4.73054,Flow,881
52.2848,4.73054,Flow,882
52.2848,4.73054,Flow,883
52.2848,4.73054,Flow,884
52.2848,4.73054,Flow,885
52.2848,4.73054,Flow,886
52.2848,4.73054,Flow,887
52.2848,4.73054,Flow,888
52.2848,4.73054,Flow,889
52.2849,4.73065,Flow,890
52.2849,4.73065,Flow,891
52.2849,4.73065,Flow,892
52.2849,4.73065,Flow,893
