date_start,date_end,week_day_start,week_day_end,roadID,probabilityOfOccurrence,operatorActionStatus,sourceName
2016-06-10-20,2016-06-13-03,Friday,Monday,269,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,149,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,150,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,149,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,320,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,151,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,151,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,2016-06-13-03,Friday,Monday,152,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-20,,Friday,,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-02,Friday,Saturday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-02,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-02,Friday,Saturday,145,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-03,Friday,Saturday,143,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-03,Friday,Saturday,143,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-03,Friday,Saturday,146,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,55,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,56,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,143,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,143,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,145,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,144,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,144,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,143,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,143,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,144,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,146,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,58,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,292,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,64,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,321,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,60,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-04,Friday,Saturday,63,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,44,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,45,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,46,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,47,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,48,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,49,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,58,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,59,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,60,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,61,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,62,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,63,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,64,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,65,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,58,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,71,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,64,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,321,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,60,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-11-05,Friday,Saturday,63,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-13-03,Friday,Monday,149,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-13-03,Friday,Monday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,2016-06-13-03,Friday,Monday,150,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,44,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,45,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,46,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,55,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,56,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,47,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,48,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-21,,Friday,,49,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-02,Friday,Saturday,83,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-02,Friday,Saturday,84,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-02,Friday,Saturday,322,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-02,Friday,Saturday,83,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-02,Friday,Saturday,84,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-03,Friday,Saturday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-03,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-03,Friday,Saturday,145,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-03,Friday,Saturday,83,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-03,Friday,Saturday,322,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-04,Friday,Saturday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-04,Friday,Saturday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-04,Friday,Saturday,146,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-04,Friday,Saturday,62,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-04,Friday,Saturday,63,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-05,Friday,Saturday,62,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,2016-06-11-05,Friday,Saturday,323,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,,Friday,,83,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-10-22,,Friday,,84,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-04,Saturday,Sunday,32,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-04,Saturday,Sunday,32,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,32,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,32,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,32,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,32,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,36,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,36,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-06,Saturday,Sunday,328,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,36,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,36,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,37,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,36,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,36,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-20,2016-06-12-07,Saturday,Sunday,37,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,2016-06-12-04,Saturday,Sunday,326,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,2016-06-12-04,Saturday,Sunday,327,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,2016-06-12-04,Saturday,Sunday,326,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,2016-06-12-04,Saturday,Sunday,56,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,2016-06-12-05,Saturday,Sunday,50,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-11-21,,Saturday,,50,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,2016-06-12-20,Sunday,Sunday,329,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,2016-06-13-03,Sunday,Monday,52,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,2016-06-13-03,Sunday,Monday,57,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,2016-06-13-03,Sunday,Monday,325,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,,Sunday,,52,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-19,,Sunday,,57,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,50,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,36,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,324,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,334,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,2016-06-13-03,Sunday,Monday,334,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,,Sunday,,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-20,,Sunday,,50,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-12-22,Sunday,Sunday,281,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-12-23,Sunday,Sunday,330,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-12-23,Sunday,Sunday,331,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,44,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,45,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,46,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,47,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,48,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,49,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,55,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,56,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,281,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,2016-06-13-03,Sunday,Monday,281,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,44,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,45,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,46,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,55,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,54,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,56,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,47,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,48,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-12-21,,Sunday,,49,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-00,2016-06-13-02,Monday,Monday,330,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-00,2016-06-13-02,Monday,Monday,332,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-00,,Monday,,330,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-00,,Monday,,331,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-15-04,Monday,Wednesday,149,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-15-04,Monday,Wednesday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-15-04,Monday,Wednesday,150,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-24-21,Monday,Friday,149,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-24-21,Monday,Friday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-01,2016-06-24-21,Monday,Friday,320,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-02,2016-06-13-03,Monday,Monday,329,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-02,2016-10-15-23,Monday,Saturday,333,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-03,2016-06-24-21,Monday,Friday,149,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-03,2016-06-24-21,Monday,Friday,149,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-03,2016-06-24-21,Monday,Friday,150,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-04,2016-06-13-12,Monday,Monday,196,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-13-09,2016-06-13-15,Monday,Monday,70,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-13-18,2016-06-13-19,Monday,Monday,349,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-18,2016-06-13-21,Monday,Monday,349,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-13-20,Monday,Monday,352,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-13-20,Monday,Monday,350,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-13-21,Monday,Monday,188,certain,approved,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-13-19,2016-06-13-21,Monday,Monday,351,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-13-21,Monday,Monday,351,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-13-23,Monday,Monday,188,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-13-19,2016-06-14-01,Monday,Tuesday,353,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-14-02,Monday,Tuesday,352,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-14-03,Monday,Tuesday,350,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-14-03,Monday,Tuesday,351,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-14-03,Monday,Tuesday,351,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-19,2016-06-14-03,Monday,Tuesday,353,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-13-21,Monday,Monday,178,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-13-21,Monday,Monday,349,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-13-21,Monday,Monday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-13-23,Monday,Monday,354,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-00,Monday,Tuesday,349,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-01,Monday,Tuesday,159,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-01,Monday,Tuesday,159,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-01,Monday,Tuesday,158,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-02,Monday,Tuesday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,158,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,178,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,158,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,159,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,354,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,2016-06-14-03,Monday,Tuesday,354,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,,Monday,,178,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,,Monday,,178,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-20,,Monday,,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-00,Monday,Tuesday,169,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-00,Monday,Tuesday,355,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-02,Monday,Tuesday,165,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-02,Monday,Tuesday,166,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,164,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,165,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,166,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,169,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,165,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,48,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-21,2016-06-14-03,Monday,Tuesday,355,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-22,2016-06-14-01,Monday,Tuesday,155,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-22,2016-06-14-01,Monday,Tuesday,155,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-22,2016-06-14-01,Monday,Tuesday,164,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-22,2016-06-14-03,Monday,Tuesday,164,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-23,2016-06-13-23,Monday,Monday,356,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-23,2016-06-14-00,Monday,Tuesday,155,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-13-23,2016-06-14-00,Monday,Tuesday,155,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
