date_start,date_end,week_day_start,week_day_end,roadID,probabilityOfOccurrence,operatorActionStatus,sourceName
2014-05-24-10,2019-04-30-22,Saturday,Tuesday,12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2014-05-24-10,2019-04-30-22,Saturday,Tuesday,13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2014-10-03-19,2019-04-30-22,Friday,Tuesday,15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2014-10-03-19,2019-04-30-22,Friday,Tuesday,16,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2014-12-31-23,2020-06-30-22,Wednesday,Tuesday,14,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-04-15-19,2017-01-17-04,Friday,Tuesday,19,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-04-15-19,2017-01-17-04,Friday,Tuesday,20,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-04-15-19,2017-01-17-04,Friday,Tuesday,21,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-04-15-19,2017-01-17-04,Friday,Tuesday,22,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-04-15-19,2017-01-17-04,Friday,Tuesday,23,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-05-30-03,2016-07-04-21,Monday,Monday,1,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-03,2016-07-04-21,Monday,Monday,1,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-03,2016-07-04-21,Monday,Monday,222,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-06,2016-06-10-20,Monday,Friday,97,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-06,2016-06-10-20,Monday,Friday,222,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-06,2016-06-10-21,Monday,Friday,97,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-30-06,2016-06-10-21,Monday,Friday,98,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-31-20,2016-05-31-23,Tuesday,Tuesday,1,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-31-20,2016-05-31-23,Tuesday,Tuesday,1,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-31-20,2016-05-31-23,Tuesday,Tuesday,2,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-31-20,2016-06-01-02,Tuesday,Wednesday,4,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-05-31-20,2016-06-01-02,Tuesday,Wednesday,5,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-05-31-20,2016-06-01-02,Tuesday,Wednesday,4,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-05-31-20,2016-06-01-02,Tuesday,Wednesday,6,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-05-31-21,2016-06-01-02,Tuesday,Wednesday,3,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-05-31-21,2016-06-01-03,Tuesday,Wednesday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-05-31-21,2016-06-01-03,Tuesday,Wednesday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-08,2016-06-01-13,Wednesday,Wednesday,175,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-09,2016-06-01-13,Wednesday,Wednesday,70,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-09,2016-06-01-15,Wednesday,Wednesday,70,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-18,2016-06-01-18,Wednesday,Wednesday,179,certain,approved,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-01-18,2016-06-01-22,Wednesday,Wednesday,179,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-01-19,2016-06-02-00,Wednesday,Thursday,180,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,4,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,5,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,91,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,92,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,92,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,93,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,94,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-02,Wednesday,Thursday,95,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,4,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,5,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,6,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,92,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,92,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,93,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,94,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-02-03,Wednesday,Thursday,181,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-19,2016-06-03-04,Wednesday,Friday,180,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-19,,Wednesday,,180,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,4,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,5,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,91,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,92,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,92,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,93,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,94,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-20,2016-06-02-03,Wednesday,Thursday,95,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-01-21,2016-06-02-02,Wednesday,Thursday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-02,Wednesday,Thursday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-03,Wednesday,Thursday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-03,Wednesday,Thursday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-03,Wednesday,Thursday,1,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-03,Wednesday,Thursday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-01-21,2016-06-02-03,Wednesday,Thursday,28,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-06,2016-06-02-06,Thursday,Thursday,182,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-06,2016-06-02-10,Thursday,Thursday,182,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-08,2016-06-02-13,Thursday,Thursday,187,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-09,2016-06-02-12,Thursday,Thursday,184,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-09,2016-06-02-15,Thursday,Thursday,70,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-09,2016-06-02-20,Thursday,Thursday,70,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-09,,Thursday,,70,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-02-10,2016-06-02-13,Thursday,Thursday,185,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-10,2016-06-02-13,Thursday,Thursday,185,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-11,2016-06-02-13,Thursday,Thursday,186,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-17,2016-06-02-18,Thursday,Thursday,186,certain,approved,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-17,2016-06-02-20,Thursday,Thursday,186,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-18,2016-06-03-03,Thursday,Friday,51,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-18,2016-06-03-03,Thursday,Friday,51,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-18,2016-06-03-03,Thursday,Friday,51,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-18,,Thursday,,51,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-19,2016-06-03-03,Thursday,Friday,137,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-19,2016-06-03-03,Thursday,Friday,138,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-19,2016-06-03-03,Thursday,Friday,137,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-19,2016-06-03-03,Thursday,Friday,139,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-19,2016-06-03-03,Thursday,Friday,140,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-02-20,Thursday,Thursday,188,certain,approved,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-20,2016-06-02-20,Thursday,Thursday,185,certain,approved,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-20,2016-06-02-21,Thursday,Thursday,190,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-02-21,Thursday,Thursday,191,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-00,Thursday,Friday,189,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,96,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,189,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,189,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,190,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,191,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-03,Thursday,Friday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-20,2016-06-03-04,Thursday,Friday,185,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-20,2016-06-03-04,Thursday,Friday,188,certain,implemented,MN-Z [RWS Midden-Nederland District Zuid]
2016-06-02-20,,Thursday,,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-02-21,Thursday,Thursday,10,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-02-21,Thursday,Thursday,192,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-02-21,Thursday,Thursday,11,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-02-22,Thursday,Thursday,96,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-02-22,Thursday,Thursday,195,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-02,Thursday,Friday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-02,Thursday,Friday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,51,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,132,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,132,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,133,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,1,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,192,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,193,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,193,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,194,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,10,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,10,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,51,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,11,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,195,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,96,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,193,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,193,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,133,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-03,Thursday,Friday,51,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,2016-06-03-04,Thursday,Friday,192,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,,Thursday,,192,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,,Thursday,,51,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,,Thursday,,193,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,,Thursday,,193,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-21,,Thursday,,194,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,132,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,132,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,194,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,132,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,132,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,2016-06-03-03,Thursday,Friday,133,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,,Thursday,,132,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,,Thursday,,132,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-02-22,,Thursday,,133,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-04,2016-06-03-12,Friday,Friday,196,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-03-08,2016-06-03-12,Friday,Friday,197,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-08,2016-06-03-13,Friday,Friday,198,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-08,2016-06-03-13,Friday,Friday,199,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-08,2016-06-03-13,Friday,Friday,200,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-03-08,2016-06-03-14,Friday,Friday,70,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-03-08,2016-06-03-15,Friday,Friday,70,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-03-18,2016-06-04-04,Friday,Saturday,51,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-04-03,Friday,Saturday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-04-04,Friday,Saturday,147,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,76,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,76,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,77,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,78,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,78,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,79,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,80,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,81,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,80,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-20,2016-06-06-03,Friday,Monday,82,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,201,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,202,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,203,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,184,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,204,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,205,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,206,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-03,Friday,Saturday,207,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-04,Friday,Saturday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-04,Friday,Saturday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-04,Friday,Saturday,132,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-04,Friday,Saturday,132,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-21,2016-06-04-04,Friday,Saturday,133,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,132,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,132,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,133,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,193,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,193,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-02,Friday,Saturday,133,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,51,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,193,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,193,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,194,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,132,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,132,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-03-22,2016-06-04-04,Friday,Saturday,194,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-06,2016-06-04-06,Saturday,Saturday,208,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-06,2016-06-04-07,Saturday,Saturday,208,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-07,2016-06-04-07,Saturday,Saturday,208,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-07,2016-06-04-08,Saturday,Saturday,208,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-07,2016-06-04-08,Saturday,Saturday,208,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-01,Saturday,Sunday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-01,Saturday,Sunday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-04,Saturday,Sunday,1,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-04,Saturday,Sunday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-04,Saturday,Sunday,1,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-04-21,2016-06-05-04,Saturday,Sunday,1,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-04,2016-06-06-12,Monday,Monday,196,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-09,2016-06-06-15,Monday,Monday,70,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-17,2016-06-06-19,Monday,Monday,228,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-17,2016-06-07-03,Monday,Tuesday,228,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-18,2016-06-06-20,Monday,Monday,229,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-18,2016-06-06-21,Monday,Monday,230,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-18,2016-06-06-22,Monday,Monday,230,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-18,2016-06-06-23,Monday,Monday,229,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-19,2016-06-06-19,Monday,Monday,231,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-19,2016-06-06-19,Monday,Monday,231,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-19,2016-06-06-22,Monday,Monday,231,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-19,,Monday,,231,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-20,2016-06-07-01,Monday,Tuesday,232,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-20,2016-06-07-14,Monday,Tuesday,232,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-20,,Monday,,232,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-06-21,Monday,Monday,234,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-06-21,Monday,Monday,234,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-06-21,Monday,Monday,233,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-06-21,Monday,Monday,235,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-06-22,Monday,Monday,235,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-06-23,Monday,Monday,115,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-06-23,Monday,Monday,236,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-06-06-21,2016-06-07-00,Monday,Tuesday,115,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-07-00,Monday,Tuesday,116,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-07-00,Monday,Tuesday,115,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-07-00,Monday,Tuesday,237,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-06-06-21,2016-06-07-02,Monday,Tuesday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
