roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,04
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,05
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,06
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,07
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-18,08
