date,dataType,hour,dateID
2016-06-06,Speed,10,262
2016-06-06,Flow,11,263
2016-06-06,Speed,11,264
2016-06-06,Flow,12,265
2016-06-06,Speed,12,266
2016-06-06,Flow,13,267
2016-06-06,Speed,13,268
2016-06-06,Flow,14,269
2016-06-06,Speed,14,270
2016-06-06,Flow,15,271
2016-06-06,Speed,15,272
2016-06-06,Flow,16,273
2016-06-06,Speed,16,274
2016-06-06,Flow,17,275
2016-06-06,Speed,17,276
2016-06-06,Flow,18,277
2016-06-06,Speed,18,278
2016-06-06,Flow,19,279
2016-06-06,Speed,19,280
2016-06-06,Flow,20,281
2016-06-06,Speed,20,282
2016-06-06,Flow,21,283
2016-06-06,Speed,21,284
2016-06-06,Flow,22,285
2016-06-06,Speed,22,286
2016-06-06,Flow,23,287
2016-06-06,Speed,23,288
2016-06-07,Flow,00,289
2016-06-07,Speed,00,290
2016-06-07,Flow,01,291
2016-06-07,Speed,01,292
2016-06-07,Flow,02,293
2016-06-07,Speed,02,294
2016-06-07,Flow,03,295
2016-06-07,Speed,03,296
2016-06-07,Flow,04,297
2016-06-07,Speed,04,298
2016-06-07,Flow,05,299
2016-06-07,Speed,05,300
2016-06-07,Flow,06,301
2016-06-07,Speed,06,302
2016-06-07,Flow,07,303
2016-06-07,Speed,07,304
2016-06-07,Flow,08,305
2016-06-07,Speed,08,306
2016-06-07,Flow,09,307
2016-06-07,Speed,09,308
2016-06-07,Flow,10,309
2016-06-07,Speed,10,310
2016-06-07,Flow,11,311
2016-06-07,Speed,11,312
2016-06-07,Flow,12,313
2016-06-07,Speed,12,314
2016-06-07,Flow,13,315
2016-06-07,Speed,13,316
2016-06-07,Flow,14,317
2016-06-07,Speed,14,318
2016-06-07,Flow,15,319
2016-06-07,Speed,15,320
2016-06-07,Flow,16,321
2016-06-07,Speed,16,322
2016-06-07,Flow,17,323
2016-06-07,Speed,17,324
2016-06-07,Flow,18,325
2016-06-07,Speed,18,326
2016-06-07,Flow,19,327
2016-06-07,Speed,19,328
2016-06-07,Flow,20,329
2016-06-07,Speed,20,330
2016-06-07,Flow,21,331
2016-06-07,Speed,21,332
2016-06-07,Flow,22,333
2016-06-07,Speed,22,334
2016-06-07,Flow,23,335
2016-06-07,Speed,23,336
2016-06-08,Flow,00,337
2016-06-08,Speed,00,338
2016-06-08,Flow,01,339
2016-06-08,Speed,01,340
2016-06-08,Flow,02,341
2016-06-08,Speed,02,342
2016-06-08,Flow,03,343
2016-06-08,Speed,03,344
2016-06-08,Flow,04,345
2016-06-08,Speed,04,346
2016-06-08,Flow,05,347
2016-06-08,Speed,05,348
2016-06-08,Flow,06,349
2016-06-08,Speed,06,350
2016-06-08,Flow,07,351
2016-06-08,Speed,07,352
2016-06-08,Flow,08,353
2016-06-08,Speed,08,354
2016-06-08,Flow,09,355
2016-06-08,Speed,09,356
2016-06-08,Flow,10,357
2016-06-08,Speed,10,358
2016-06-08,Flow,11,359
2016-06-08,Speed,11,360
2016-06-08,Flow,12,361
2016-06-08,Speed,12,362
2016-06-08,Flow,13,363
2016-06-08,Speed,13,364
2016-06-08,Flow,14,365
2016-06-08,Speed,14,366
2016-06-08,Flow,15,367
2016-06-08,Speed,15,368
2016-06-08,Flow,16,369
2016-06-08,Speed,16,370
2016-06-08,Flow,17,371
2016-06-08,Speed,17,372
2016-06-08,Flow,18,373
2016-06-08,Speed,18,374
2016-06-08,Flow,19,375
2016-06-08,Speed,19,376
2016-06-08,Flow,20,377
2016-06-08,Speed,20,378
2016-06-08,Flow,21,379
2016-06-08,Speed,21,380
2016-06-08,Flow,22,381
2016-06-08,Speed,22,382
2016-06-08,Flow,23,383
2016-06-08,Speed,23,384
2016-06-09,Flow,00,385
2016-06-09,Speed,00,386
2016-06-09,Flow,01,387
2016-06-09,Speed,01,388
2016-06-09,Flow,02,389
2016-06-09,Speed,02,390
2016-06-09,Flow,03,391
2016-06-09,Speed,03,392
2016-06-09,Flow,04,393
2016-06-09,Speed,04,394
