speedID,avg_speed,ref_speedID_dayWeek,ref_speedID_dayWeek_hourDay,dif_speedID_dayWeek,dif_speedID_dayWeek_hourDay,dateID
6,83.5454545454546,73.6370707012278,82.0064935064935,9.90838384422673,1.53896103896103,2258
6,77,73.6370707012278,80.8095238095238,3.36292929877219,-3.80952380952381,2260
6,88,73.6370707012278,78.6111111111111,14.3629292987722,9.38888888888889,2262
6,55,73.6370707012278,75.7333333333333,-18.6370707012278,-20.7333333333333,2264
6,80.6875,73.6370707012278,82.6254329004329,7.05042929877219,-1.9379329004329,2268
6,80.8809523809524,73.6370707012278,81.6790797947213,7.24388167972457,-0.798127413768896,2270
6,74.9166666666667,73.6370707012278,69.1871601124377,1.27959596543886,5.72950655422895,2272
6,64.2166666666667,73.6370707012278,55.8682363418775,-9.42040403456114,8.34843032478918,2274
6,62.4716981132076,73.6370707012278,68.2001538063259,-11.1653725880203,-5.72845569311831,2276
6,62.5,73.6370707012278,65.0816403312644,-11.1370707012278,-2.5816403312644,2278
6,70.4761904761905,73.6370707012278,66.6838930437414,-3.16088022503733,3.79229743244909,2280
12,76,68.9387002061018,76.5708326229042,7.06129979389816,-0.570832622904234,2258
12,79.8823529411765,68.9387002061018,78.0578189201632,10.9436527350746,1.82453402101329,2260
12,77.5357142857143,68.9387002061018,79.4826964996525,8.59701407961245,-1.9469822139382,2262
12,82.5714285714286,68.9387002061018,80.6218105021636,13.6327283653267,1.94961806926501,2264
12,78.9444444444445,68.9387002061018,79.9172544017607,10.0057442383426,-0.972809957316258,2266
12,79.3214285714286,68.9387002061018,78.3892744365651,10.3827283653267,0.932154134863495,2268
12,75.9833333333333,68.9387002061018,74.0493946731235,7.04463312723149,1.93393866020985,2270
12,68.1666666666667,68.9387002061018,64.4694511702986,-0.772033539435171,3.69721549636805,2272
12,63.45,68.9387002061018,55.4665177701706,-5.48870020610184,7.9834822298294,2274
12,57.7962962962963,68.9387002061018,62.5055939657573,-11.1424039098055,-4.70929766946101,2276
12,56.948275862069,68.9387002061018,59.3476662123538,-11.9904243440329,-2.39939035028483,2278
12,64.5454545454546,68.9387002061018,61.0714659517228,-4.3932456606473,3.47398859373175,2280
18,81.9565217391305,76.7815813013973,85.8180146640596,5.17494043773311,-3.86149292492917,2258
18,86.5714285714286,76.7815813013973,89.473840445269,9.78984727003125,-2.90241187384045,2260
18,108.2,76.7815813013973,87.2416666666667,31.4184186986027,20.9583333333333,2262
18,84.7142857142857,76.7815813013973,88.8758503401361,7.93270441288838,-4.16156462585035,2264
18,89.5,76.7815813013973,89.5095238095238,12.7184186986027,-0.00952380952381304,2266
18,83.4,76.7815813013973,86.5214028035457,6.61841869860268,-3.12140280354566,2268
18,83.4242424242424,76.7815813013973,82.8261711502783,6.6426611228451,0.598071273964123,2270
18,79.4,76.7815813013973,78.5639639351071,2.61841869860268,0.836036064892895,2272
18,76.4074074074074,76.7815813013973,75.0609233894855,-0.374173893989919,1.34648401792188,2274
18,72.4222222222222,76.7815813013973,75.3588639782404,-4.35935907917511,-2.93664175601819,2276
18,72.7560975609756,76.7815813013973,74.1967928074929,-4.02548374042172,-1.44069524651732,2278
18,73.7727272727273,76.7815813013973,74.2052421488076,-3.00885402867006,-0.432514876080305,2280
24,75.9767441860465,70.3629701310048,78.6610061796455,5.61377405504177,-2.68426199359897,2258
24,77.9047619047619,70.3629701310048,78.8768420854052,7.54179177375715,-0.972080180643317,2260
24,81.6666666666667,70.3629701310048,79.3885504201681,11.3036965356619,2.27811624649861,2262
24,75.5714285714286,70.3629701310048,78.6422095761381,5.20845844042383,-3.07078100470957,2264
24,76.1578947368421,70.3629701310048,78.8207556706893,5.79492460583737,-2.66286093384721,2266
24,82.6206896551724,70.3629701310048,79.9438631830059,12.2577195241677,2.67682647216652,2268
24,75.3518518518519,70.3629701310048,75.5561091958151,4.9888817208471,-0.204257343963235,2270
24,70.7627118644068,70.3629701310048,71.1981460916213,0.399741733402038,-0.435434227214529,2272
24,68.5344827586207,70.3629701310048,68.681425013021,-1.82848737238406,-0.146942254400301,2274
24,67.0833333333333,70.3629701310048,68.7873343673045,-3.27963679767142,-1.70400103397117,2276
24,65.6923076923077,70.3629701310048,67.9302592319734,-4.67066243869705,-2.2379515396657,2278
24,67.0454545454546,70.3629701310048,67.779845868918,-3.3175155855502,-0.734391323463456,2280
30,92.4,87.9868933881641,99.4635023706452,4.41310661183587,-7.06350237064522,2258
30,102.5,87.9868933881641,93.0319727891156,14.5131066118359,9.46802721088436,2260
30,90.5,87.9868933881641,94.6666666666667,2.51310661183587,-4.16666666666667,2262
30,86.5,87.9868933881641,88.5972222222222,-1.48689338816413,-2.09722222222223,2264
30,92.75,87.9868933881641,94.2833333333333,4.76310661183587,-1.53333333333333,2266
30,94.4615384615385,87.9868933881641,95.9621379063219,6.47464507337433,-1.50059944478343,2268
30,92.1025641025641,87.9868933881641,92.3266442944522,4.11567071439997,-0.224080191888106,2270
30,85,87.9868933881641,80.898120023487,-2.98689338816413,4.10187997651305,2272
30,77.6037735849057,87.9868933881641,72.6640963758034,-10.3831198032585,4.93967720910233,2274
30,80.9019607843137,87.9868933881641,81.2406876233557,-7.08493260385041,-0.338726839041925,2276
30,81.7659574468085,87.9868933881641,83.8615368032112,-6.22093594135562,-2.09557935640267,2278
30,82.1764705882353,87.9868933881641,83.7677329806382,-5.81042279992884,-1.59126239240285,2280
36,82.2777777777778,79.8741076809356,82.32655470437,2.40367009684222,-0.048776926592268,2258
