startLocatieForDisplayLat,startLocatieForDisplayLong,carriageway,roadID
52.424545,4.8954406,mainCarriageway,226
52.315273,4.991799,mainCarriageway,227
52.37585,4.8430953,mainCarriageway,228
52.39346,4.798665,mainCarriageway,229
52.326023,4.9141755,connectingCarriageway,230
52.464912,4.803937,mainCarriageway,231
52.422127,4.690388,mainCarriageway,232
52.424847,4.891116,entrySlipRoad,233
52.424805,4.894882,mainCarriageway,234
52.38368,4.8445306,mainCarriageway,235
52.424736,4.8847218,mainCarriageway,236
52.474705,4.683314,exitSlipRoad,237
52.403164,4.851352,mainCarriageway,238
52.392307,4.8449826,entrySlipRoad,239
52.424152,4.882264,mainCarriageway,240
52.39822,4.846805,mainCarriageway,241
52.400177,4.84769,mainCarriageway,242
52.424637,4.8843946,mainCarriageway,243
52.404343,4.8538527,mainCarriageway,244
52.407833,4.85807,mainCarriageway,245
52.40021,4.847734,mainCarriageway,246
52.401684,4.849922,mainCarriageway,247
52.345753,4.7611556,mainCarriageway,248
52.42493,4.8935156,mainCarriageway,249
52.431267,4.8684006,mainCarriageway,250
52.422543,4.8740654,mainCarriageway,251
52.291656,4.7319155,mainCarriageway,252
52.35195,4.74935,connectingCarriageway,253
52.383324,4.6838875,mainCarriageway,254
52.384865,4.7118335,mainCarriageway,255
52.338867,4.8301306,mainCarriageway,256
52.270836,4.7064986,entrySlipRoad,257
52.42732,4.873316,connectingCarriageway,258
52.43181,4.868391,mainCarriageway,259
52.423927,4.879505,mainCarriageway,260
52.43363,4.8662395,mainCarriageway,261
52.419674,4.8701916,mainCarriageway,262
52.4236,4.8781204,mainCarriageway,263
52.389637,4.8440285,entrySlipRoad,264
52.391376,4.8449597,exitSlipRoad,265
52.432743,4.8667216,mainCarriageway,266
52.475323,4.6841373,mainCarriageway,267
52.375416,4.8429112,mainCarriageway,268
52.30766,4.971764,entrySlipRoad,269
52.264183,4.963193,mainCarriageway,270
52.260986,4.9650764,mainCarriageway,271
52.269222,4.9603252,mainCarriageway,272
52.263866,4.9619427,entrySlipRoad,273
52.325237,4.7768164,mainCarriageway,274
52.351185,4.750171,parallelCarriageway,275
52.362335,4.7297735,mainCarriageway,276
52.35469,4.744256,mainCarriageway,277
52.45272,4.8442125,connectingCarriageway,278
52.457703,4.8413453,connectingCarriageway,279
52.457924,4.8381705,mainCarriageway,280
52.327744,5.005527,connectingCarriageway,281
52.314445,4.9214134,mainCarriageway,282
52.28971,4.7279634,parallelCarriageway,283
52.28526,4.722257,mainCarriageway,284
52.42363,4.878077,entrySlipRoad,285
52.288574,4.726989,mainCarriageway,286
52.32357,4.8036895,mainCarriageway,287
52.40786,4.942862,entrySlipRoad,288
52.42775,4.872409,mainCarriageway,289
52.44296,4.8557534,mainCarriageway,290
52.401745,4.851176,exitSlipRoad,291
52.314835,4.8152666,entrySlipRoad,292
52.37777,4.7086287,mainCarriageway,293
52.39336,4.797081,mainCarriageway,294
52.39335,4.7949657,mainCarriageway,295
52.29233,4.942,parallelCarriageway,296
52.307182,4.9287486,mainCarriageway,297
52.29422,4.9405932,mainCarriageway,298
52.302967,4.956429,mainCarriageway,299
52.288548,4.7269473,mainCarriageway,300
52.299614,4.946696,mainCarriageway,301
52.30133,4.952182,entrySlipRoad,302
52.30533,4.963924,mainCarriageway,303
52.454983,4.834511,mainCarriageway,304
52.462215,4.816347,mainCarriageway,305
52.280216,4.953074,mainCarriageway,306
52.286263,4.9485536,mainCarriageway,307
52.290604,4.9430857,parallelCarriageway,308
52.31118,4.7496634,mainCarriageway,309
52.3281,4.7958927,parallelCarriageway,310
52.33237,5.0261965,mainCarriageway,311
52.311024,4.7491903,mainCarriageway,312
52.450684,4.8471212,mainCarriageway,313
52.302258,4.93446,parallelCarriageway,314
52.314728,4.8127584,mainCarriageway,315
52.343662,4.9557586,mainCarriageway,316
52.319786,4.9161553,mainCarriageway,317
52.316338,4.9194064,mainCarriageway,318
52.32869,4.794787,parallelCarriageway,319
52.30063,4.9463205,entrySlipRoad,320
52.33175,4.8002877,mainCarriageway,321
52.35165,4.749609,mainCarriageway,322
52.361645,4.7443933,parallelCarriageway,323
52.334167,4.8043327,mainCarriageway,324
52.296104,4.738369,mainCarriageway,325
52.30835,4.7478127,mainCarriageway,326
52.33282,4.7875075,mainCarriageway,327
52.28957,4.7296853,connectingCarriageway,328
52.33174,4.8002777,mainCarriageway,329
52.4062,4.856045,mainCarriageway,330
52.422638,4.8743653,parallelCarriageway,331
52.405453,4.855337,entrySlipRoad,332
52.405903,4.8563604,exitSlipRoad,333
52.28963,4.945037,mainCarriageway,334
52.287075,4.9468884,parallelCarriageway,335
52.308205,4.9276843,mainCarriageway,336
52.298805,4.8804502,mainCarriageway,337
52.505325,4.934492,mainCarriageway,338
52.26236,4.9635797,mainCarriageway,339
52.26698,4.96074,mainCarriageway,340
52.26471,4.9640155,entrySlipRoad,341
52.45812,4.8458085,mainCarriageway,342
52.454674,4.836032,connectingCarriageway,343
52.45802,4.844859,connectingCarriageway,344
52.455452,4.841231,mainCarriageway,345
52.463234,4.8110375,mainCarriageway,346
52.287876,4.943292,connectingCarriageway,347
52.284046,4.949726,parallelCarriageway,348
52.30411,4.745399,mainCarriageway,349
52.330803,5.004925,connectingCarriageway,350
52.329174,5.005843,connectingCarriageway,351
52.299076,4.741541,mainCarriageway,352
52.30466,4.7454557,mainCarriageway,353
52.436497,4.862677,mainCarriageway,354
52.400024,4.847506,mainCarriageway,355
52.29896,4.741875,mainCarriageway,356
52.33382,4.9995594,parallelCarriageway,357
52.33951,4.9858484,exitSlipRoad,358
52.329826,5.0551014,mainCarriageway,359
52.438107,4.670355,mainCarriageway,360
52.383945,4.753304,mainCarriageway,361
52.31051,4.8193045,mainCarriageway,362
52.299488,4.8642373,mainCarriageway,363
52.306145,4.833153,mainCarriageway,364
52.301895,4.8561254,entrySlipRoad,365
52.457973,4.837809,mainCarriageway,366
52.294018,4.8931265,mainCarriageway,367
52.295094,4.8897023,exitSlipRoad,368
52.303574,4.8493037,mainCarriageway,369
52.453228,4.844289,mainCarriageway,370
52.45462,4.8426995,mainCarriageway,371
52.453163,4.8441186,mainCarriageway,372
52.456127,4.8407197,mainCarriageway,373
52.4604,4.8479395,mainCarriageway,374
52.45502,4.840091,mainCarriageway,375
52.4569,4.839885,mainCarriageway,376
52.45596,4.8411446,mainCarriageway,377
52.331764,5.0052342,mainCarriageway,378
52.33,5.0054817,mainCarriageway,379
52.328014,4.734032,mainCarriageway,380
52.338215,4.8323894,mainCarriageway,381
52.333138,5.0015507,mainCarriageway,382
52.313293,4.7324667,mainCarriageway,383
52.384262,4.8445034,mainCarriageway,384
52.332333,5.028117,mainCarriageway,385
52.436428,4.863114,entrySlipRoad,386
52.33231,5.030542,mainCarriageway,387
52.268456,4.698678,parallelCarriageway,388
52.38872,4.8444786,mainCarriageway,389
52.279175,4.953199,mainCarriageway,390
52.288574,4.7269864,mainCarriageway,391
52.401505,4.8493013,mainCarriageway,392
52.355133,4.965224,mainCarriageway,393
52.386707,4.7327905,mainCarriageway,394
52.420437,4.9084854,entrySlipRoad,395
52.332375,4.9297585,entrySlipRoad,396
52.300507,4.948824,entrySlipRoad,397
52.30113,4.9491715,exitSlipRoad,398
52.502842,4.9190793,mainCarriageway,399
52.477924,4.8561025,mainCarriageway,400
52.45743,4.844842,mainCarriageway,401
52.33804,4.8627925,mainCarriageway,402
52.337143,4.8458495,mainCarriageway,403
52.337425,4.8511705,mainCarriageway,404
52.47253,4.681016,mainCarriageway,405
52.463634,4.6735306,mainCarriageway,406
52.47316,4.683801,entrySlipRoad,407
52.44216,4.6677265,mainCarriageway,408
52.5033,4.92348,mainCarriageway,409
52.313236,4.983484,entrySlipRoad,410
52.3104,4.978219,exitSlipRoad,411
52.48054,4.6882176,mainCarriageway,412
52.46949,4.678293,mainCarriageway,413
52.316566,4.9946513,mainCarriageway,414
52.475056,4.68124,entrySlipRoad,415
52.487926,4.694103,mainCarriageway,416
52.493004,4.893766,mainCarriageway,417
52.434727,4.6740413,mainCarriageway,418
52.447655,4.6608386,mainCarriageway,419
52.438107,4.6703506,mainCarriageway,420
52.456833,4.843743,mainCarriageway,421
52.33184,5.051926,entrySlipRoad,422
52.454884,4.8344336,mainCarriageway,423
52.291656,4.9006886,mainCarriageway,424
52.472843,4.8527665,mainCarriageway,425
52.30967,4.929762,entrySlipRoad,426
52.298985,4.940927,mainCarriageway,427
52.503277,4.9269853,exitSlipRoad,428
52.475998,4.855348,entrySlipRoad,429
52.45614,4.842237,mainCarriageway,430
52.35163,4.749642,mainCarriageway,431
52.456173,4.8408756,connectingCarriageway,432
52.451397,4.8463287,mainCarriageway,433
52.50501,4.9322696,entrySlipRoad,434
52.326595,4.7995543,parallelCarriageway,435
52.324657,5.005049,connectingCarriageway,436
52.48724,4.693189,mainCarriageway,437
52.487446,4.6937027,mainCarriageway,438
52.48593,4.692382,mainCarriageway,439
52.47455,4.6556535,entrySlipRoad,440
52.475933,4.6555624,mainCarriageway,441
52.291046,4.7293253,parallelCarriageway,442
52.332134,5.027523,mainCarriageway,443
52.39342,4.8020782,exitSlipRoad,444
52.392036,4.8013935,exitSlipRoad,445
52.384182,4.6944423,mainCarriageway,446
52.331825,4.931096,exitSlipRoad,447
52.33196,4.9278636,mainCarriageway,448
52.288628,4.9475136,connectingCarriageway,449
52.33001,4.9216576,mainCarriageway,450
52.3861,4.742453,mainCarriageway,451
52.329876,4.921271,mainCarriageway,452
52.332275,4.928283,mainCarriageway,453
52.38604,4.7438645,mainCarriageway,454
52.466187,4.7980456,mainCarriageway,455
52.3848,4.841291,mainCarriageway,456
52.406055,4.943493,mainCarriageway,457
52.408585,4.701843,mainCarriageway,458
52.34015,4.841748,connectingCarriageway,459
52.290264,4.945078,mainCarriageway,460
52.3797,4.8447924,mainCarriageway,461
52.33797,4.8455987,mainCarriageway,462
52.383835,4.708398,connectingCarriageway,463
52.32634,4.787902,mainCarriageway,464
52.388092,4.8445134,mainCarriageway,465
52.366325,4.8421164,mainCarriageway,466
52.411533,4.928823,mainCarriageway,467
52.375973,4.708902,mainCarriageway,468
52.350838,4.8422513,mainCarriageway,469
52.34954,4.7535214,mainCarriageway,470
52.344433,4.84088,mainCarriageway,471
52.407913,4.937991,entrySlipRoad,472
52.315468,4.8149686,entrySlipRoad,473
52.45712,4.6564126,mainCarriageway,474
52.325794,4.7841964,mainCarriageway,475
52.29919,4.936986,mainCarriageway,476
52.441086,4.65165,mainCarriageway,477
52.473503,4.853191,mainCarriageway,478
52.487434,4.879348,mainCarriageway,479
52.505203,4.9348135,mainCarriageway,480
52.34259,4.840869,entrySlipRoad,481
52.344955,4.8404465,entrySlipRoad,482
52.30099,4.947087,exitSlipRoad,483
52.469395,4.787951,mainCarriageway,484
52.473446,4.7744317,mainCarriageway,485
52.473602,4.774182,mainCarriageway,486
52.363346,4.728189,connectingCarriageway,487
52.32895,4.909224,mainCarriageway,488
52.32995,4.9090824,connectingCarriageway,489
52.33716,4.8926544,exitSlipRoad,490
52.38353,4.707706,mainCarriageway,491
52.483925,4.677856,mainCarriageway,492
52.354496,4.842692,exitSlipRoad,493
52.38869,4.844262,mainCarriageway,494
52.374832,4.708892,mainCarriageway,495
52.47584,4.6556864,mainCarriageway,496
52.368774,4.717769,mainCarriageway,497
52.490337,4.6960177,mainCarriageway,498
52.482212,4.669747,mainCarriageway,499
52.349205,4.841786,mainCarriageway,500
52.441566,4.6521406,mainCarriageway,501
52.35427,4.9647183,mainCarriageway,502
52.363964,4.970225,mainCarriageway,503
52.391556,4.9656825,mainCarriageway,504
52.366467,4.971796,mainCarriageway,505
52.40384,4.9498076,mainCarriageway,506
52.36637,4.9742107,entrySlipRoad,507
52.32152,4.9150667,mainCarriageway,508
52.422077,4.9047656,mainCarriageway,509
52.419205,4.911034,mainCarriageway,510
52.41586,4.9192386,mainCarriageway,511
52.424976,4.890343,mainCarriageway,512
52.419895,4.910396,entrySlipRoad,513
52.407303,4.9390955,mainCarriageway,514
52.408012,4.9364448,mainCarriageway,515
52.3771,4.973897,mainCarriageway,516
52.389793,4.9654837,exitSlipRoad,517
52.445374,4.852733,mainCarriageway,518
52.435295,4.673416,mainCarriageway,519
52.38692,4.96922,mainCarriageway,520
52.366604,4.7218256,mainCarriageway,521
52.354004,4.745233,mainCarriageway,522
52.32918,4.7940564,mainCarriageway,523
52.297226,4.87466,mainCarriageway,524
52.28949,4.909217,mainCarriageway,525
52.28597,4.9385505,mainCarriageway,526
52.472668,4.777327,mainCarriageway,527
52.50449,4.70341,mainCarriageway,528
52.464863,4.804144,mainCarriageway,529
52.463196,4.811587,mainCarriageway,530
52.473526,4.774464,mainCarriageway,531
52.472176,4.7795367,mainCarriageway,532
52.471886,4.7806115,mainCarriageway,533
52.46539,4.8010845,entrySlipRoad,534
52.46244,4.7959948,mainCarriageway,535
52.461994,4.8189116,mainCarriageway,536
52.46466,4.805946,exitSlipRoad,537
52.476402,4.770635,exitSlipRoad,538
52.465134,4.8029566,mainCarriageway,539
52.480587,4.688008,mainCarriageway,540
52.312428,4.9845796,mainCarriageway,541
52.41784,4.696178,mainCarriageway,542
52.39744,4.7052627,mainCarriageway,543
52.389412,4.7065372,connectingCarriageway,544
52.38106,4.707883,mainCarriageway,545
52.322857,4.8046384,mainCarriageway,546
52.436005,4.6724806,mainCarriageway,547
52.316128,4.8138356,entrySlipRoad,548
52.30061,4.860345,exitSlipRoad,549
52.315594,4.811737,mainCarriageway,550
52.296516,4.8810825,mainCarriageway,551
52.334927,4.9947996,mainCarriageway,552
52.337578,4.988213,exitSlipRoad,553
52.310608,4.9255505,mainCarriageway,554
52.300083,4.936561,parallelCarriageway,555
52.293903,4.9419518,parallelCarriageway,556
52.29907,4.9406037,connectingCarriageway,557
52.502617,4.7021666,mainCarriageway,558
52.342323,4.8408723,mainCarriageway,559
52.344757,4.8404512,entrySlipRoad,560
52.333008,4.91265,mainCarriageway,561
52.323208,4.9141026,mainCarriageway,562
52.45405,4.669146,mainCarriageway,563
52.469353,4.6781774,mainCarriageway,564
52.301815,4.855143,mainCarriageway,565
52.32851,4.9131193,mainCarriageway,566
52.335907,4.993348,exitSlipRoad,567
52.308365,4.825061,mainCarriageway,568
52.322823,4.7626963,mainCarriageway,569
52.300266,4.948837,mainCarriageway,570
52.43883,4.670011,mainCarriageway,571
52.312862,4.750702,mainCarriageway,572
52.319824,4.808109,mainCarriageway,573
52.304897,4.8415504,mainCarriageway,574
52.316357,4.810198,entrySlipRoad,575
52.3728,4.842322,mainCarriageway,576
52.36561,4.84213,mainCarriageway,577
52.361137,4.8422956,mainCarriageway,578
52.370083,4.8420315,mainCarriageway,579
52.334404,4.997835,parallelCarriageway,580
52.49329,4.6979184,mainCarriageway,581
52.480534,4.688212,mainCarriageway,582
52.487938,4.69411,mainCarriageway,583
52.34557,4.841528,exitSlipRoad,584
52.323853,5.00466,mainCarriageway,585
52.32935,5.0557632,mainCarriageway,586
52.31585,4.994176,mainCarriageway,587
52.30604,4.9653583,entrySlipRoad,588
52.30879,4.970992,exitSlipRoad,589
52.314667,4.989348,exitSlipRoad,590
52.316063,4.994628,mainCarriageway,591
52.263676,4.960754,entrySlipRoad,592
52.261547,4.964791,exitSlipRoad,593
52.307552,4.925797,entrySlipRoad,594
52.324352,5.004698,mainCarriageway,595
52.29434,4.941576,parallelCarriageway,596
52.29213,4.9434757,parallelCarriageway,597
52.369316,4.972924,mainCarriageway,598
52.381298,4.973054,mainCarriageway,599
52.38982,4.965471,exitSlipRoad,600
52.388462,4.9674377,entrySlipRoad,601
52.4074,4.938685,mainCarriageway,602
52.42029,4.911434,entrySlipRoad,603
52.395992,4.9617887,mainCarriageway,604
52.411476,4.9289346,mainCarriageway,605
52.40027,4.956418,mainCarriageway,606
52.325108,4.778439,mainCarriageway,607
52.37712,4.974098,mainCarriageway,608
52.306595,4.7485275,exitSlipRoad,609
52.480442,4.860623,mainCarriageway,610
52.319534,4.7557416,parallelCarriageway,611
52.312923,4.986836,exitSlipRoad,612
52.383186,4.8447843,mainCarriageway,613
52.3122,4.9238877,entrySlipRoad,614
52.30836,4.9730263,mainCarriageway,615
52.302418,4.95674,mainCarriageway,616
52.299606,4.94667,mainCarriageway,617
52.333122,4.9306974,exitSlipRoad,618
52.45172,4.6591,exitSlipRoad,619
52.295612,4.94007,mainCarriageway,620
52.504185,4.935108,entrySlipRoad,621
52.3304,4.904697,connectingCarriageway,622
52.47626,4.853564,mainCarriageway,623
52.33892,4.8621883,mainCarriageway,624
52.37789,4.70861,mainCarriageway,625
52.34152,4.841508,mainCarriageway,626
52.48013,4.661109,mainCarriageway,627
52.3389,4.825834,connectingCarriageway,628
52.33714,4.845846,mainCarriageway,629
52.337166,4.846509,mainCarriageway,630
52.333286,4.896725,mainCarriageway,631
52.33034,4.923231,mainCarriageway,632
52.369377,4.716604,mainCarriageway,633
52.273445,4.9581537,mainCarriageway,634
52.332314,4.8986964,mainCarriageway,635
52.302326,4.9340987,mainCarriageway,636
52.327965,4.7937636,mainCarriageway,637
52.330383,4.9026375,mainCarriageway,638
52.312347,4.9236784,mainCarriageway,639
52.301388,4.953469,mainCarriageway,640
52.277344,4.9546194,mainCarriageway,641
52.30889,4.974567,mainCarriageway,642
52.29985,4.9474688,mainCarriageway,643
52.310738,4.9795656,exitSlipRoad,644
52.310787,4.9784083,parallelCarriageway,645
52.318134,4.917168,mainCarriageway,646
52.327633,4.913272,mainCarriageway,647
52.332996,4.9124293,mainCarriageway,648
52.338905,4.986766,mainCarriageway,649
52.33715,4.84607,mainCarriageway,650
52.31242,4.9846888,mainCarriageway,651
52.304638,4.9621058,mainCarriageway,652
52.32238,4.8052397,mainCarriageway,653
52.391335,4.9655666,mainCarriageway,654
52.502377,4.9174395,mainCarriageway,655
52.356644,4.8424234,mainCarriageway,656
52.287354,4.724704,parallelCarriageway,657
52.45546,4.8439574,connectingCarriageway,658
52.302727,4.7445273,mainCarriageway,659
52.337955,4.845321,mainCarriageway,660
52.337196,4.990118,mainCarriageway,661
52.30573,4.9653277,mainCarriageway,662
52.311398,4.8176365,mainCarriageway,663
52.29646,4.8815126,mainCarriageway,664
52.32344,5.004451,mainCarriageway,665
52.503155,4.9216714,mainCarriageway,666
52.45319,4.6685734,mainCarriageway,667
