startLocatieForDisplayLat,startLocatieForDisplayLong,carriageway,roadID
52.33876,4.8585596,mainCarriageway,668
52.325237,4.7768373,mainCarriageway,669
52.32376,4.766088,mainCarriageway,670
52.322598,4.7620606,mainCarriageway,671
52.457626,4.8400335,connectingCarriageway,672
52.308266,4.747761,mainCarriageway,673
52.465343,4.8015738,mainCarriageway,674
52.322388,4.7615156,mainCarriageway,675
52.322544,4.7619057,mainCarriageway,676
52.322914,4.762967,mainCarriageway,677
52.33389,4.8038745,mainCarriageway,678
52.3724,4.7110724,mainCarriageway,679
52.331203,4.912697,mainCarriageway,680
52.346912,4.958338,mainCarriageway,681
52.30469,4.9622273,mainCarriageway,682
52.346607,4.9585814,mainCarriageway,683
52.310432,4.9782467,exitSlipRoad,684
52.42584,4.875904,mainCarriageway,685
52.288124,4.9465737,parallelCarriageway,686
52.302402,4.934292,parallelCarriageway,687
52.287197,4.947391,mainCarriageway,688
52.337067,4.844417,mainCarriageway,689
52.33614,4.8075395,mainCarriageway,690
52.34994,4.7530875,mainCarriageway,691
52.41934,4.6945386,mainCarriageway,692
52.333874,4.895557,mainCarriageway,693
52.338894,4.861736,mainCarriageway,694
52.32391,4.803601,mainCarriageway,695
52.422707,4.8734827,connectingCarriageway,696
52.34881,4.9699817,mainCarriageway,697
52.493362,4.6976295,mainCarriageway,698
52.35449,4.744631,mainCarriageway,699
52.33846,4.776755,mainCarriageway,700
52.455395,4.8418183,mainCarriageway,701
52.484787,4.6915336,mainCarriageway,702
52.48785,4.6940365,mainCarriageway,703
52.44034,4.66806,mainCarriageway,704
52.44579,4.6622834,mainCarriageway,705
52.437523,4.6709065,mainCarriageway,706
52.328724,4.794884,mainCarriageway,707
52.352993,4.963966,mainCarriageway,708
52.423603,4.8824444,exitSlipRoad,709
52.423344,4.876313,mainCarriageway,710
52.338665,4.9486666,exitSlipRoad,711
52.405357,4.9454966,mainCarriageway,712
52.388287,4.9671655,entrySlipRoad,713
52.409737,4.931918,exitSlipRoad,714
52.418262,4.9128056,mainCarriageway,715
52.36737,4.9722805,mainCarriageway,716
52.418663,4.912392,exitSlipRoad,717
52.497223,4.6995864,mainCarriageway,718
52.490444,4.6957426,mainCarriageway,719
52.506393,4.7052712,mainCarriageway,720
52.4476,4.85025,mainCarriageway,721
52.31338,4.732686,mainCarriageway,722
52.299488,4.9463243,mainCarriageway,723
52.47357,4.653503,mainCarriageway,724
52.29897,4.9447484,mainCarriageway,725
52.321114,5.002404,mainCarriageway,726
52.432728,4.8693266,exitSlipRoad,727
52.46469,4.8045197,mainCarriageway,728
52.344967,4.956668,mainCarriageway,729
52.35643,4.9662247,mainCarriageway,730
52.47636,4.770047,mainCarriageway,731
52.464138,4.80596,entrySlipRoad,732
52.40721,4.940807,entrySlipRoad,733
52.38827,4.96716,entrySlipRoad,734
52.455936,4.842351,connectingCarriageway,735
52.42007,4.908609,exitSlipRoad,736
52.422256,4.875857,mainCarriageway,737
52.40837,4.9358115,mainCarriageway,738
52.423466,4.9004254,mainCarriageway,739
52.40528,4.9462786,exitSlipRoad,740
52.368275,4.970645,entrySlipRoad,741
52.39286,4.9645658,mainCarriageway,742
52.40595,4.9429207,entrySlipRoad,743
52.46078,4.8478427,mainCarriageway,744
52.459824,4.8473387,mainCarriageway,745
52.47206,4.779965,exitSlipRoad,746
52.465458,4.8010693,mainCarriageway,747
52.36237,4.745326,parallelCarriageway,748
52.35386,4.7402234,connectingCarriageway,749
52.46534,4.802044,exitSlipRoad,750
52.46499,4.785182,mainCarriageway,751
52.472485,4.769454,entrySlipRoad,752
52.30768,4.971761,entrySlipRoad,753
52.30841,4.9699044,entrySlipRoad,754
52.334404,4.997835,mainCarriageway,755
52.321102,4.9152775,mainCarriageway,756
52.30301,4.933097,mainCarriageway,757
52.33139,4.9129,mainCarriageway,758
52.335926,4.992313,mainCarriageway,759
52.437267,4.8617916,mainCarriageway,760
52.42526,4.8881593,exitSlipRoad,761
52.452305,4.668419,mainCarriageway,762
52.46355,4.6734757,mainCarriageway,763
52.2691,4.699094,mainCarriageway,764
52.471954,4.6803946,mainCarriageway,765
52.29532,4.888626,mainCarriageway,766
52.437626,4.8613753,mainCarriageway,767
52.334858,4.7836137,mainCarriageway,768
52.291725,4.901105,mainCarriageway,769
52.31159,4.7495127,mainCarriageway,770
52.308544,4.9273376,mainCarriageway,771
52.267433,4.6967106,mainCarriageway,772
52.35071,4.7516556,mainCarriageway,773
52.302174,4.9342527,mainCarriageway,774
52.3667,4.721937,mainCarriageway,775
