measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,flowID
RWS01_MONICA_00D001014805D0070007,52.3324,5.00719,A1,1162
RWS01_MONICA_00D001014805D007000B,52.3324,5.00719,A1,1163
RWS01_MONICA_00D001014805D007000F,52.3324,5.00719,A1,1164
RWS01_MONICA_00D001016426D0050005,52.3325,5.01717,A1,1165
RWS01_MONICA_00D001016426D0050009,52.3325,5.01717,A1,1166
RWS01_MONICA_00D001016426D005000D,52.3325,5.01717,A1,1167
RWS01_MONICA_00D001016426D0050011,52.3325,5.01717,A1,1168
RWS01_MONICA_00D001018819D0050005,52.3323,5.03061,A1,1169
RWS01_MONICA_00D001018819D0050009,52.3323,5.03061,A1,1170
RWS01_MONICA_00D001018819D005000D,52.3323,5.03061,A1,1171
RWS01_MONICA_00D001019416D0070007,52.332,5.0349,A1,1172
RWS01_MONICA_00D001019416D007000B,52.332,5.0349,A1,1173
RWS01_MONICA_00D001019416D007000F,52.332,5.0349,A1,1174
RWS01_MONICA_00D001019416D0070013,52.332,5.0349,A1,1175
RWS01_MONICA_00D00101AC04D0050005,52.3322,5.04359,A1,1176
RWS01_MONICA_00D00101AC04D0050009,52.3322,5.04359,A1,1177
RWS01_MONICA_00D00101AC04D005000D,52.3322,5.04359,A1,1178
RWS01_MONICA_00D00101C00ED0050005,52.3311,5.0508,A1,1179
RWS01_MONICA_00D00101C00ED0050009,52.3311,5.0508,A1,1180
RWS01_MONICA_00D00101C00ED005000D,52.3311,5.0508,A1,1181
RWS01_MONICA_00D00101C00ED0070007,52.3309,5.05069,A1,1182
RWS01_MONICA_00D00101C00ED007000B,52.3309,5.05069,A1,1183
RWS01_MONICA_00D00101C00ED007000F,52.3309,5.05069,A1,1184
RWS01_MONICA_00D00101D000D0070007,52.3293,5.05577,A1,1185
RWS01_MONICA_00D00101D000D007000B,52.3293,5.05577,A1,1186
RWS01_MONICA_00D00101D000D007000F,52.3293,5.05577,A1,1187
RWS01_MONICA_00D00101D420D0050005,52.3289,5.05766,A1,1188
RWS01_MONICA_00D00101D420D0050009,52.3289,5.05766,A1,1189
RWS01_MONICA_00D00101D420D005000D,52.3289,5.05766,A1,1190
RWS01_MONICA_00D00101DC5AD0050005,52.3278,5.06105,A1,1191
RWS01_MONICA_00D00101DC5AD0050009,52.3278,5.06105,A1,1192
RWS01_MONICA_00D00101DC5AD005000D,52.3278,5.06105,A1,1193
RWS01_MONICA_00D00101DC5AD0070007,52.3277,5.06069,A1,1194
RWS01_MONICA_00D00101DC5AD007000B,52.3277,5.06069,A1,1195
RWS01_MONICA_00D00101DC5AD007000F,52.3277,5.06069,A1,1196
RWS01_MONICA_00D00101F00AD0070087,52.3259,5.06613,A1,1197
RWS01_MONICA_00D00101F00CD0050005,52.3261,5.06644,A1,1198
RWS01_MONICA_00D00101F00CD0050009,52.3261,5.06644,A1,1199
RWS01_MONICA_00D00101F00CD005000D,52.3261,5.06644,A1,1200
RWS01_MONICA_00D00101F823D0070007,52.3251,5.06911,A1,1201
RWS01_MONICA_00D00101F823D007000B,52.3251,5.06911,A1,1202
RWS01_MONICA_00D00101F823D007000F,52.3251,5.06911,A1,1203
RWS01_MONICA_00D00102041ED0050005,52.3243,5.07324,A1,1204
RWS01_MONICA_00D00102041ED0050009,52.3243,5.07324,A1,1205
RWS01_MONICA_00D00102041ED005000D,52.3243,5.07324,A1,1206
RWS01_MONICA_00D00102101ED0070007,52.3229,5.07707,A1,1207
RWS01_MONICA_00D00102101ED007000B,52.3229,5.07707,A1,1208
RWS01_MONICA_00D00102101ED007000F,52.3229,5.07707,A1,1209
RWS01_MONICA_00D001021C0AD0070007,52.3219,5.08078,A1,1210
RWS01_MONICA_00D001021C0AD007000B,52.3219,5.08078,A1,1211
RWS01_MONICA_00D001021C0AD007000F,52.3219,5.08078,A1,1212
RWS01_MONICA_00D001021C0AD0070013,52.3219,5.08078,A1,1213
RWS01_MONICA_00D001022C5FD0050005,52.3202,5.08733,A1,1214
RWS01_MONICA_00D001022C5FD0050009,52.3202,5.08733,A1,1215
RWS01_MONICA_00D001022C5FD005000D,52.3202,5.08733,A1,1216
RWS01_MONICA_00D001023028D0070007,52.3199,5.08778,A1,1217
RWS01_MONICA_00D001023028D007000B,52.3199,5.08778,A1,1218
RWS01_MONICA_00D001023028D0070307,52.3199,5.08778,A1,1219
RWS01_MONICA_00D001023028D007030B,52.3199,5.08778,A1,1220
RWS01_MONICA_00D00102385AD0050005,52.3191,5.09122,A1,1221
RWS01_MONICA_00D00102385AD0050009,52.3191,5.09122,A1,1222
RWS01_MONICA_00D00102385AD005000D,52.3191,5.09122,A1,1223
RWS01_MONICA_00D00102385AD0050085,52.3191,5.09122,A1,1224
RWS01_MONICA_00D00204D40028200005,52.3289,4.91899,A2,1225
RWS01_MONICA_00D00204D40028200009,52.3289,4.91899,A2,1226
RWS01_MONICA_00D00205B400D0050005,52.2857,4.94866,A2,1227
RWS01_MONICA_00D00205B400D0050009,52.2857,4.94866,A2,1228
RWS01_MONICA_00D00205B400D005000D,52.2857,4.94866,A2,1229
RWS01_MONICA_00D00205B400D0050085,52.2857,4.94866,A2,1230
RWS01_MONICA_00D00205C446D0070007,52.2819,4.95132,A2,1231
RWS01_MONICA_00D00205C446D007000B,52.2819,4.95132,A2,1232
RWS01_MONICA_00D00205C446D007000F,52.2819,4.95132,A2,1233
RWS01_MONICA_00D00205C446D0070013,52.2819,4.95132,A2,1234
RWS01_MONICA_00D00205D404D0050005,52.2792,4.95392,A2,1235
RWS01_MONICA_00D00205D404D0050009,52.2792,4.95392,A2,1236
RWS01_MONICA_00D00205D404D005000D,52.2792,4.95392,A2,1237
RWS01_MONICA_00D00205D404D0050011,52.2792,4.95392,A2,1238
RWS01_MONICA_00D00206040AD0050005,52.2692,4.96036,A2,1239
RWS01_MONICA_00D00206040AD0050009,52.2692,4.96036,A2,1240
RWS01_MONICA_00D00206040AD005000D,52.2692,4.96036,A2,1241
RWS01_MONICA_00D00206040AD0050011,52.2692,4.96036,A2,1242
RWS01_MONICA_00D00206040AD0050305,52.2692,4.96036,A2,1243
RWS01_MONICA_00D00206040AD0050309,52.2692,4.96036,A2,1244
RWS01_MONICA_00D002061800D0070007,52.2649,4.962,A2,1245
RWS01_MONICA_00D002061800D007000B,52.2649,4.962,A2,1246
RWS01_MONICA_00D002061800D007000F,52.2649,4.962,A2,1247
RWS01_MONICA_00D002061800D0070013,52.2649,4.962,A2,1248
RWS01_MONICA_00D002061800D0070017,52.2649,4.962,A2,1249
RWS01_MONICA_00D002061C0CD0050005,52.2641,4.96326,A2,1250
RWS01_MONICA_00D002061C0CD0050009,52.2641,4.96326,A2,1251
RWS01_MONICA_00D002061C0CD005000D,52.2641,4.96326,A2,1252
RWS01_MONICA_00D002061C0CD0050011,52.2641,4.96326,A2,1253
RWS01_MONICA_00D002061C0CD0050015,52.2641,4.96326,A2,1254
RWS01_MONICA_00D002062051D0070007,52.2625,4.96349,A2,1255
RWS01_MONICA_00D002062051D007000B,52.2625,4.96349,A2,1256
RWS01_MONICA_00D002062051D007000F,52.2625,4.96349,A2,1257
RWS01_MONICA_00D002062051D0070013,52.2625,4.96349,A2,1258
RWS01_MONICA_00D002062051D0070017,52.2625,4.96349,A2,1259
RWS01_MONICA_00D00400FC45D0070007,52.322,4.76066,A4,1260
RWS01_MONICA_00D00400FC45D007000B,52.322,4.76066,A4,1261
RWS01_MONICA_00D00400FC45D007000F,52.322,4.76066,A4,1262
RWS01_MONICA_00D00400FC45D0070013,52.322,4.76066,A4,1263
RWS01_MONICA_00D005008454D0050005,52.3133,4.73247,A5,1264
RWS01_MONICA_00D005008454D0050009,52.3133,4.73247,A5,1265
RWS01_MONICA_00D005008454D0070007,52.3134,4.73269,A5,1266
RWS01_MONICA_00D005008454D007000B,52.3134,4.73269,A5,1267
RWS01_MONICA_00D005014446D0050005,52.3559,4.73918,A5,1268
RWS01_MONICA_00D005014446D0050009,52.3559,4.73918,A5,1269
RWS01_MONICA_00D005014446D0070007,52.3559,4.73933,A5,1270
RWS01_MONICA_00D005014446D007000B,52.3559,4.73933,A5,1271
RWS01_MONICA_00D00501583DD0070007,52.3597,4.74274,A5,1272
RWS01_MONICA_00D00501583DD007000B,52.3597,4.74274,A5,1273
RWS01_MONICA_00D005017028D0050005,52.3639,4.74783,A5,1274
RWS01_MONICA_00D005017028D0050009,52.3639,4.74783,A5,1275
RWS01_MONICA_00D005017028D0050085,52.3639,4.74783,A5,1276
RWS01_MONICA_00D005017028D0050089,52.3639,4.74783,A5,1277
RWS01_MONICA_00D005017053D0070007,52.364,4.74844,A5,1278
RWS01_MONICA_00D005017053D007000B,52.364,4.74844,A5,1279
RWS01_MONICA_00D005018037D0070007,52.3663,4.75247,A5,1280
RWS01_MONICA_00D005018037D007000B,52.3663,4.75247,A5,1281
RWS01_MONICA_00D005018037D0070107,52.3663,4.75247,A5,1282
RWS01_MONICA_00D005018C55D0050005,52.3681,4.7563,A5,1283
RWS01_MONICA_00D005018C55D0050009,52.3681,4.7563,A5,1284
RWS01_MONICA_00D005018C55D0070007,52.368,4.75642,A5,1285
RWS01_MONICA_00D005018C55D007000B,52.368,4.75642,A5,1286
RWS01_MONICA_00D00501A450D0050005,52.3716,4.76287,A5,1287
RWS01_MONICA_00D00501A450D0050009,52.3716,4.76287,A5,1288
RWS01_MONICA_00D00501A450D0070007,52.3715,4.76299,A5,1289
RWS01_MONICA_00D00501A450D007000B,52.3715,4.76299,A5,1290
RWS01_MONICA_00D00501B83DD0050005,52.3754,4.76633,A5,1291
RWS01_MONICA_00D00501B83DD0050009,52.3754,4.76633,A5,1292
RWS01_MONICA_00D00501B851D0070007,52.3754,4.76659,A5,1293
RWS01_MONICA_00D00501B851D007000B,52.3754,4.76659,A5,1294
RWS01_MONICA_00D00501D001D0050005,52.3801,4.7677,A5,1295
RWS01_MONICA_00D00501D001D0050009,52.3801,4.7677,A5,1296
RWS01_MONICA_00D00501D015D0070007,52.3802,4.76789,A5,1297
RWS01_MONICA_00D00501D015D007000B,52.3802,4.76789,A5,1298
RWS01_MONICA_00D00501E429D0050005,52.385,4.76773,A5,1299
RWS01_MONICA_00D00501E429D0050009,52.385,4.76773,A5,1300
RWS01_MONICA_00D00501E43DD0070007,52.385,4.76795,A5,1301
RWS01_MONICA_00D00501E43DD007000B,52.385,4.76795,A5,1302
RWS01_MONICA_00D00501F851D0050005,52.3895,4.7703,A5,1303
RWS01_MONICA_00D00501F851D0050009,52.3895,4.7703,A5,1304
RWS01_MONICA_00D00501FC01D0070007,52.3895,4.77055,A5,1305
RWS01_MONICA_00D00501FC01D007000B,52.3895,4.77055,A5,1306
RWS01_MONICA_00D005020442D0050005,52.3914,4.7731,A5,1307
RWS01_MONICA_00D005020442D0050009,52.3914,4.7731,A5,1308
RWS01_MONICA_00D005020442D0070007,52.3913,4.77319,A5,1309
RWS01_MONICA_00D005020442D007000B,52.3913,4.77319,A5,1310
RWS01_MONICA_00D005021841D0050005,52.3933,4.77967,A5,1311
RWS01_MONICA_00D005021841D0050009,52.3933,4.77967,A5,1312
RWS01_MONICA_00D005021841D0070007,52.3932,4.77973,A5,1313
RWS01_MONICA_00D005021841D007000B,52.3932,4.77973,A5,1314
RWS01_MONICA_00D005022415D0050005,52.3935,4.78342,A5,1315
RWS01_MONICA_00D005022415D0050009,52.3935,4.78342,A5,1316
RWS01_MONICA_00D005022429D0070007,52.3933,4.78376,A5,1317
RWS01_MONICA_00D005022429D007000B,52.3933,4.78376,A5,1318
RWS01_MONICA_00D005023033D0050005,52.3935,4.78829,A5,1319
RWS01_MONICA_00D005023033D0050009,52.3935,4.78829,A5,1320
RWS01_MONICA_00D005023047D0070007,52.3933,4.7886,A5,1321
RWS01_MONICA_00D005023047D007000B,52.3933,4.7886,A5,1322
RWS01_MONICA_00D005023047D0070307,52.3933,4.7886,A5,1323
RWS01_MONICA_00D005023C4AD0050005,52.3935,4.79304,A5,1324
RWS01_MONICA_00D005023C4AD0050009,52.3935,4.79304,A5,1325
RWS01_MONICA_00D005023C4AD0050305,52.3935,4.79304,A5,1326
RWS01_MONICA_00D005023C5ED0070007,52.3933,4.79333,A5,1327
RWS01_MONICA_00D005023C5ED007000B,52.3933,4.79333,A5,1328
RWS01_MONICA_00D005023C5ED0070307,52.3933,4.79333,A5,1329
RWS01_MONICA_00D005024C2FD0050005,52.3935,4.79851,A5,1330
RWS01_MONICA_00D005024C2FD0050009,52.3935,4.79851,A5,1331
RWS01_MONICA_00D005024C43D0070007,52.3934,4.7988,A5,1332
RWS01_MONICA_00D005024C43D007000B,52.3934,4.7988,A5,1333
RWS01_MONICA_00D005026041D0070007,52.393,4.80604,A5,1334
RWS01_MONICA_00D005026041D007000B,52.393,4.80604,A5,1335
RWS01_MONICA_00D00502741ED0070007,52.3921,4.81263,A5,1336
RWS01_MONICA_00D00502741ED007000B,52.3921,4.81263,A5,1337
RWS01_MONICA_00D005028832D0070007,52.3918,4.82017,A5,1338
RWS01_MONICA_00D005028832D007000B,52.3918,4.82017,A5,1339
RWS01_MONICA_00D005029C4ED0070007,52.3918,4.82785,A5,1340
RWS01_MONICA_00D005029C4ED007000B,52.3918,4.82785,A5,1341
RWS01_MONICA_00D00502B427D0070007,52.3922,4.83595,A5,1342
RWS01_MONICA_00D00502B427D007000B,52.3922,4.83595,A5,1343
RWS01_MONICA_00D00502C849D0070007,52.395,4.84208,A5,1344
RWS01_MONICA_00D00502C849D007000B,52.395,4.84208,A5,1345
RWS01_MONICA_00D00900C80090200005,52.3323,5.00757,A9,1346
RWS01_MONICA_00D00900C80090200009,52.3323,5.00757,A9,1347
RWS01_MONICA_00D009012C32D0050005,52.314,4.98905,A9,1348
RWS01_MONICA_00D009012C32D0050009,52.314,4.98905,A9,1349
RWS01_MONICA_00D009012C32D005000D,52.314,4.98905,A9,1350
RWS01_MONICA_00D00905780FD0050005,52.3347,4.78358,A9,1351
RWS01_MONICA_00D00905780FD0050009,52.3347,4.78358,A9,1352
RWS01_MONICA_00D009057815D0070007,52.3349,4.78361,A9,1353
RWS01_MONICA_00D009057815D007000B,52.3349,4.78361,A9,1354
RWS01_MONICA_00D009057815D0070187,52.3349,4.78361,A9,1355
RWS01_MONICA_00D00905A800D0050005,52.3414,4.77008,A9,1356
RWS01_MONICA_00D00905A800D0050009,52.3414,4.77008,A9,1357
RWS01_MONICA_00D00905A800D0070007,52.3415,4.77002,A9,1358
RWS01_MONICA_00D00905A800D007000B,52.3415,4.77002,A9,1359
RWS01_MONICA_00D00905A800D0070187,52.3415,4.77002,A9,1360
RWS01_MONICA_00D00905BC00D0050005,52.3441,4.76421,A9,1361
RWS01_MONICA_00D00905BC00D0050009,52.3441,4.76421,A9,1362
RWS01_MONICA_00D00905C42310200005,52.3454,4.76151,A9,1363
RWS01_MONICA_00D00905C823D0050005,52.346,4.76039,A9,1364
RWS01_MONICA_00D00905C823D0050009,52.346,4.76039,A9,1365
RWS01_MONICA_00D00905D432D0070007,52.3479,4.75694,A9,1366
RWS01_MONICA_00D00905D432D007000B,52.3479,4.75694,A9,1367
RWS01_MONICA_00D00905D432D0070187,52.3479,4.75694,A9,1368
RWS01_MONICA_00D00905D82DD0050005,52.3483,4.75576,A9,1369
RWS01_MONICA_00D00905D82DD0050009,52.3483,4.75576,A9,1370
RWS01_MONICA_00D00905D82DD0050305,52.3483,4.75576,A9,1371
RWS01_MONICA_00D00905E823B0200005,52.3599,4.7432,A9,1372
RWS01_MONICA_00D00905E823B0200009,52.3599,4.7432,A9,1373
RWS01_MONICA_00D00905F400D0070007,52.3523,4.74868,A9,1374
RWS01_MONICA_00D00905F400D007000B,52.3523,4.74868,A9,1375
RWS01_MONICA_00D00905F400D007000F,52.3523,4.74868,A9,1376
RWS01_MONICA_00D009066C0FD0050005,52.37,4.71534,A9,1377
RWS01_MONICA_00D009066C0FD0050009,52.37,4.71534,A9,1378
RWS01_MONICA_00D009066C0FD0050185,52.37,4.71534,A9,1379
RWS01_MONICA_00D009067801D0050005,52.3718,4.71218,A9,1380
RWS01_MONICA_00D009067801D0050009,52.3718,4.71218,A9,1381
RWS01_MONICA_00D009067801D0050185,52.3718,4.71218,A9,1382
RWS01_MONICA_00D00906880AD0070007,52.3749,4.70908,A9,1383
RWS01_MONICA_00D00906880AD007000B,52.3749,4.70908,A9,1384
RWS01_MONICA_00D00906880AD0070187,52.3749,4.70908,A9,1385
RWS01_MONICA_00D009068852D0050005,52.3755,4.70877,A9,1386
RWS01_MONICA_00D009068852D0050009,52.3755,4.70877,A9,1387
RWS01_MONICA_00D009068852D0050305,52.3755,4.70877,A9,1388
RWS01_MONICA_00D009068852D0050309,52.3755,4.70877,A9,1389
RWS01_MONICA_00D00906A40AD0050005,52.3811,4.70788,A9,1390
RWS01_MONICA_00D00906A40AD0050009,52.3811,4.70788,A9,1391
RWS01_MONICA_00D00906AC50D0070007,52.3835,4.70771,A9,1392
RWS01_MONICA_00D00906AC50D007000B,52.3835,4.70771,A9,1393
RWS01_MONICA_00D00906AC50D0070187,52.3835,4.70771,A9,1394
RWS01_MONICA_00D00906D423D0050005,52.392,4.70614,A9,1395
RWS01_MONICA_00D00906D423D0050009,52.392,4.70614,A9,1396
RWS01_MONICA_00D00906D423D0050305,52.392,4.70614,A9,1397
RWS01_MONICA_00D00906DC0AD0070007,52.3936,4.70608,A9,1398
RWS01_MONICA_00D00906DC0AD007000B,52.3936,4.70608,A9,1399
RWS01_MONICA_00D00906DC0AD0070187,52.3936,4.70608,A9,1400
RWS01_MONICA_00D009075400D0070007,52.4193,4.69454,A9,1401
RWS01_MONICA_00D009075400D007000B,52.4193,4.69454,A9,1402
RWS01_MONICA_00D009075400D0070187,52.4193,4.69454,A9,1403
RWS01_MONICA_00D009075C00D0050005,52.4206,4.69257,A9,1404
RWS01_MONICA_00D009075C00D0050009,52.4206,4.69257,A9,1405
RWS01_MONICA_00D009075C00D0050185,52.4206,4.69257,A9,1406
RWS01_MONICA_00D009076415D0050005,52.422,4.69025,A9,1407
RWS01_MONICA_00D009076415D0050009,52.422,4.69025,A9,1408
RWS01_MONICA_00D009076415D0050185,52.422,4.69025,A9,1409
RWS01_MONICA_00D009076415D0070007,52.4221,4.69039,A9,1410
RWS01_MONICA_00D009076415D007000B,52.4221,4.69039,A9,1411
RWS01_MONICA_00D009076415D0070187,52.4221,4.69039,A9,1412
RWS01_MONICA_00D00907A04ED0070007,52.4329,4.67596,A9,1413
RWS01_MONICA_00D00907A04ED007000B,52.4329,4.67596,A9,1414
RWS01_MONICA_00D00907A04ED0070187,52.4329,4.67596,A9,1415
RWS01_MONICA_00D00A01C046D0050005,52.3533,4.96443,A10,1416
RWS01_MONICA_00D00A01C046D0050009,52.3533,4.96443,A10,1417
RWS01_MONICA_00D00A01C046D005000D,52.3533,4.96443,A10,1418
RWS01_MONICA_00D00A01E055D0050005,52.3467,4.95865,A10,1419
RWS01_MONICA_00D00A01E055D0050009,52.3467,4.95865,A10,1420
RWS01_MONICA_00D00A01E055D005000D,52.3467,4.95865,A10,1421
RWS01_MONICA_00D00A02045AD0050005,52.3399,4.95146,A10,1422
RWS01_MONICA_00D00A02045AD0050009,52.3399,4.95146,A10,1423
RWS01_MONICA_00D00A02045AD005000D,52.3399,4.95146,A10,1424
RWS01_MONICA_00D00A02045AD0050011,52.3399,4.95146,A10,1425
RWS01_MONICA_00D00A02045AD0070007,52.34,4.95128,A10,1426
RWS01_MONICA_00D00A02045AD007000B,52.34,4.95128,A10,1427
RWS01_MONICA_00D00A02045AD007000F,52.34,4.95128,A10,1428
RWS01_MONICA_00D00A02045AD0070307,52.34,4.95128,A10,1429
RWS01_MONICA_00D00A021C0FD0050005,52.3376,4.94455,A10,1430
RWS01_MONICA_00D00A021C0FD0050009,52.3376,4.94455,A10,1431
RWS01_MONICA_00D00A021C0FD005000D,52.3376,4.94455,A10,1432
RWS01_MONICA_00D00A021C0FD0050011,52.3376,4.94455,A10,1433
RWS01_MONICA_00D00A021C0FD0050305,52.3376,4.94455,A10,1434
RWS01_MONICA_00D00A022850D0070007,52.3364,4.93974,A10,1435
RWS01_MONICA_00D00A022850D007000B,52.3364,4.93974,A10,1436
RWS01_MONICA_00D00A022850D007000F,52.3364,4.93974,A10,1437
RWS01_MONICA_00D00A022850D0070013,52.3364,4.93974,A10,1438
RWS01_MONICA_00D00A023014D0050005,52.3355,4.93812,A10,1439
RWS01_MONICA_00D00A023014D0050009,52.3355,4.93812,A10,1440
RWS01_MONICA_00D00A023014D005000D,52.3355,4.93812,A10,1441
RWS01_MONICA_00D00A023014D0050011,52.3355,4.93812,A10,1442
RWS01_MONICA_00D00A024C4BD0050005,52.3322,4.92853,A10,1443
RWS01_MONICA_00D00A024C4BD0050009,52.3322,4.92853,A10,1444
RWS01_MONICA_00D00A024C4BD005000D,52.3322,4.92853,A10,1445
RWS01_MONICA_00D00A024C4BD0050011,52.3322,4.92853,A10,1446
RWS01_MONICA_00D00A024C55D0070007,52.3323,4.92828,A10,1447
RWS01_MONICA_00D00A024C55D007000B,52.3323,4.92828,A10,1448
RWS01_MONICA_00D00A024C55D007000F,52.3323,4.92828,A10,1449
RWS01_MONICA_00D00A024C55D0070013,52.3323,4.92828,A10,1450
RWS01_MONICA_00D00A026416D0070007,52.3299,4.92138,A10,1451
RWS01_MONICA_00D00A026416D007000B,52.3299,4.92138,A10,1452
RWS01_MONICA_00D00A026416D007000F,52.3299,4.92138,A10,1453
RWS01_MONICA_00D00A026416D0070013,52.3299,4.92138,A10,1454
RWS01_MONICA_00D00A026416D0070307,52.3299,4.92138,A10,1455
RWS01_MONICA_00D00A026416D007030B,52.3299,4.92138,A10,1456
RWS01_MONICA_00D00A026C46D0050005,52.3288,4.91824,A10,1457
RWS01_MONICA_00D00A026C46D0050009,52.3288,4.91824,A10,1458
RWS01_MONICA_00D00A026C46D005000D,52.3288,4.91824,A10,1459
RWS01_MONICA_00D00A026C5D98200007,52.329,4.91768,A10,1460
RWS01_MONICA_00D00A026C5D9820000B,52.329,4.91768,A10,1461
RWS01_MONICA_10D00205901E60200307,52.2923,4.942,A2,1462
RWS01_MONICA_10D00205901E6020030B,52.2923,4.942,A2,1463
RWS01_MONICA_10D00205D050D0050005,52.2794,4.95376,A2,1464
RWS01_MONICA_10D00205D050D0050009,52.2794,4.95376,A2,1465
RWS01_MONICA_10D00205D050D005000D,52.2794,4.95376,A2,1466
RWS01_MONICA_10D00205D050D0050011,52.2794,4.95376,A2,1467
RWS01_MONICA_10D00205F400D0070017,52.2726,4.95794,A2,1468
RWS01_MONICA_10D00205F400D0070307,52.2726,4.95794,A2,1469
RWS01_MONICA_10D002060C00D0070013,52.2674,4.96049,A2,1470
RWS01_MONICA_10D002060C00D0070017,52.2674,4.96049,A2,1471
RWS01_MONICA_10D002060C00D0070307,52.2674,4.96049,A2,1472
RWS01_MONICA_10D00400EC1D60200007,52.3286,4.79537,A4,1473
RWS01_MONICA_10D00400EC1D6020000B,52.3286,4.79537,A4,1474
RWS01_MONICA_10D00400FC4560200007,52.3081,4.74783,A4,1475
RWS01_MONICA_10D00400FC456020000B,52.3081,4.74783,A4,1476
RWS01_MONICA_10D00901505A00200007,52.31,4.97681,A9,1477
RWS01_MONICA_10D009053C23B8200087,52.3262,4.80032,A9,1478
RWS01_MONICA_10D00A015C3CD0050005,52.3748,4.97422,A10,1479
RWS01_MONICA_10D00A015C3CD0050009,52.3748,4.97422,A10,1480
RWS01_MONICA_10D00A015C3CD005000D,52.3748,4.97422,A10,1481
RWS01_MONICA_10D00A017001D0050005,52.3708,4.97358,A10,1482
RWS01_MONICA_10D00A04741918200185,52.4032,4.85107,A10,1483
RWS01_MONICA_10D00A04741918200305,52.4032,4.85107,A10,1484
RWS01_MONICA_10D00A04783708200187,52.4036,4.85335,A10,1485
RWS01_MONICA_10D00A04783708200307,52.4036,4.85335,A10,1486
