flowID,date,avg_flow,week_day,ref_flowID_dayWeek,ref_flowID_dayWeek_hourDay,dif_flowID_dayWeek,dif_flowID_dayWeek_hourDay
6,2016-07-02-00,80,Saturday,200.493543630854,78.0432900432901,-120.493543630854,1.95670995670996
6,2016-07-02-01,70,Saturday,200.493543630854,69.4285714285714,-130.493543630854,0.571428571428569
6,2016-07-02-02,105,Saturday,200.493543630854,69,-95.4935436308544,36
6,2016-07-02-03,60,Saturday,200.493543630854,62.4,-140.493543630854,-2.4
12,2016-07-02-00,193.090909090909,Saturday,377.299006770366,203.990043676217,-184.208097679457,-10.8991345853077
12,2016-07-02-01,136.595744680851,Saturday,377.299006770366,125.731689101172,-240.703262089515,10.8640555796787
12,2016-07-02-02,99.4736842105263,Saturday,377.299006770366,91.8485656709341,-277.82532255984,7.62511853959222
12,2016-07-02-03,80,Saturday,377.299006770366,85.2410319410319,-297.299006770366,-5.24103194103194
18,2016-07-02-00,93.3333333333333,Saturday,263.809997417217,86.8770457612563,-170.476664083884,6.45628757207705
18,2016-07-02-01,75,Saturday,263.809997417217,76.9101950680898,-188.809997417217,-1.91019506808981
18,2016-07-02-02,69.2307692307692,Saturday,263.809997417217,65.2747252747253,-194.579228186448,3.95604395604396
18,2016-07-02-03,60,Saturday,263.809997417217,64.1785714285714,-203.809997417217,-4.17857142857143
24,2016-07-02-00,161.632653061225,Saturday,316.054332772453,157.431477973056,-154.421679711228,4.2011750881681
24,2016-07-02-01,125.581395348837,Saturday,316.054332772453,108.886493129528,-190.472937423616,16.694902219309
24,2016-07-02-02,85.3846153846154,Saturday,316.054332772453,85.6976373626374,-230.669717387837,-0.313021978021979
24,2016-07-02-03,66.6666666666667,Saturday,316.054332772453,68.9778966131907,-249.387666105786,-2.31122994652407
30,2016-07-02-00,91.764705882353,Saturday,187.960430075669,80.0562659846547,-96.1957241933163,11.7084398976982
30,2016-07-02-01,70.9090909090909,Saturday,187.960430075669,66.3722943722944,-117.051339166578,4.53679653679653
30,2016-07-02-02,72,Saturday,187.960430075669,62.4,-115.960430075669,9.6
30,2016-07-02-03,60,Saturday,187.960430075669,64.5,-127.960430075669,-4.5
36,2016-07-02-00,172.5,Saturday,322.437938119585,189.722123104371,-149.937938119585,-17.2221231043711
36,2016-07-02-01,122.448979591837,Saturday,322.437938119585,123.639005404533,-199.988958527748,-1.19002581269662
36,2016-07-02-02,111.176470588235,Saturday,322.437938119585,96.1081882014919,-211.26146753135,15.0682823867434
36,2016-07-02-03,77.6470588235294,Saturday,322.437938119585,83.3491520244461,-244.790879296056,-5.70209320091674
42,2016-07-02-00,78.75,Saturday,190.630521355847,72.5233333333333,-111.880521355847,6.22666666666666
42,2016-07-02-01,60,Saturday,190.630521355847,67.9636363636364,-130.630521355847,-7.96363636363637
42,2016-07-02-02,60,Saturday,190.630521355847,67,-130.630521355847,-7
42,2016-07-02-03,90,Saturday,190.630521355847,69,-100.630521355847,21
48,2016-07-02-00,162.105263157895,Saturday,368.831531714261,173.699605042218,-206.726268556366,-11.5943418843231
48,2016-07-02-01,128,Saturday,368.831531714261,118.179831932773,-240.831531714261,9.82016806722689
48,2016-07-02-02,78,Saturday,368.831531714261,85.519930625813,-290.831531714261,-7.51993062581298
48,2016-07-02-03,76.3636363636364,Saturday,368.831531714261,75.4265734265734,-292.467895350624,0.937062937062933
54,2016-07-02-00,81.4285714285714,Saturday,150.280736330781,78.5708817498291,-68.8521649022091,2.85768967874232
54,2016-07-02-01,66,Saturday,150.280736330781,65.1692307692308,-84.2807363307806,0.830769230769235
54,2016-07-02-02,75,Saturday,150.280736330781,68.0666666666667,-75.2807363307806,6.93333333333334
54,2016-07-02-03,60,Saturday,150.280736330781,61.5,-90.2807363307806,-1.5
60,2016-07-02-00,182.264150943396,Saturday,384.321995170221,188.052940248111,-202.057844226825,-5.78878930471512
60,2016-07-02-01,103.2,Saturday,384.321995170221,118.564913361571,-281.121995170221,-15.364913361571
60,2016-07-02-02,86.3414634146342,Saturday,384.321995170221,103.340263307162,-297.980531755587,-16.9987998925277
60,2016-07-02-03,96,Saturday,384.321995170221,90.5557105492589,-288.321995170221,5.44428945074107
66,2016-07-02-00,99.4736842105263,Saturday,171.44344785282,98.6687628161312,-71.9697636422936,0.80492139439508
66,2016-07-02-01,93.9130434782609,Saturday,171.44344785282,84.6833460228411,-77.5304043745591,9.22969745541975
66,2016-07-02-02,68.5714285714286,Saturday,171.44344785282,73.8347848230201,-102.872019281391,-5.26335625159155
66,2016-07-02-03,60,Saturday,171.44344785282,68.078431372549,-111.44344785282,-8.07843137254902
72,2016-07-02-00,176.842105263158,Saturday,353.608558074452,188.555962324919,-176.766452811294,-11.7138570617607
72,2016-07-02-01,134.666666666667,Saturday,353.608558074452,143.616399286988,-218.941891407785,-8.94973262032087
72,2016-07-02-02,108,Saturday,353.608558074452,106.438060773775,-245.608558074452,1.56193922622532
72,2016-07-02-03,97.8947368421053,Saturday,353.608558074452,84.684993713622,-255.713821232346,13.2097431284833
78,2016-07-02-00,72.8571428571429,Saturday,106.528200495234,68.5945054945055,-33.6710576380912,4.26263736263736
