flowID,date,avg_flow,week_day,ref_flowID_dayWeek,ref_flowID_dayWeek_hourDay,dif_flowID_dayWeek,dif_flowID_dayWeek_hourDay
6,2016-06-04-15,402.857142857143,Saturday,200.493543630854,471.094275906649,202.363599226288,-68.2371330495063
6,2016-06-04-16,330.508474576271,Saturday,200.493543630854,358.681137872931,130.014930945417,-28.1726632966597
6,2016-06-04-17,329,Saturday,200.493543630854,297.591778553262,128.506456369146,31.408221446738
6,2016-06-04-18,244.897959183673,Saturday,200.493543630854,174.36950858049,44.4044155528191,70.528450603183
6,2016-06-04-19,124.897959183673,Saturday,200.493543630854,121.606094703238,-75.595584447181,3.2918644804359
6,2016-06-04-20,121.304347826087,Saturday,200.493543630854,140.563892088266,-79.1891958047675,-19.2595442621786
6,2016-06-04-21,110,Saturday,200.493543630854,119.723047223047,-90.4935436308544,-9.72304722304722
6,2016-06-04-22,128.780487804878,Saturday,200.493543630854,101.036792413765,-71.7130558259764,27.7436953911135
6,2016-06-04-23,93.3333333333333,Saturday,200.493543630854,88.4294871794872,-107.160210297521,4.90384615384615
12,2016-06-04-15,720,Saturday,377.299006770366,728.703401974998,342.700993229634,-8.70340197499752
12,2016-06-04-16,628.474576271187,Saturday,377.299006770366,628.811805961426,251.17556950082,-0.33722969023961
12,2016-06-04-17,583,Saturday,377.299006770366,566.652631578948,205.700993229634,16.3473684210526
12,2016-06-04-18,445,Saturday,377.299006770366,414.2,67.7009932296338,30.8
12,2016-06-04-19,398,Saturday,377.299006770366,350,20.7009932296338,48
12,2016-06-04-20,353,Saturday,377.299006770366,354.991304347826,-24.2990067703662,-1.99130434782609
12,2016-06-04-21,339,Saturday,377.299006770366,331.5,-38.2990067703662,7.5
12,2016-06-04-22,310,Saturday,377.299006770366,304.161016949153,-67.2990067703662,5.83898305084745
12,2016-06-04-23,250.344827586207,Saturday,377.299006770366,258.313479623824,-126.954179184159,-7.96865203761755
18,2016-06-04-15,402.857142857143,Saturday,263.809997417217,625.06088911812,139.047145439926,-222.203746260977
18,2016-06-04-16,528.679245283019,Saturday,263.809997417217,525.433031406418,264.869247865802,3.24621387660113
18,2016-06-04-17,402.71186440678,Saturday,263.809997417217,394.798271247962,138.901866989563,7.91359315881755
18,2016-06-04-18,261.111111111111,Saturday,263.809997417217,254.712100764732,-2.69888630610609,6.39901034637873
18,2016-06-04-19,167.777777777778,Saturday,263.809997417217,176.37908496732,-96.0322196394394,-8.6013071895425
18,2016-06-04-20,170,Saturday,263.809997417217,170.426758720701,-93.8099974172172,-0.426758720701116
18,2016-06-04-21,132.765957446809,Saturday,263.809997417217,140.395436730123,-131.044039970409,-7.62947928331468
18,2016-06-04-22,128.4,Saturday,263.809997417217,142.567346938776,-135.409997417217,-14.1673469387755
18,2016-06-04-23,125,Saturday,263.809997417217,119.931824754193,-138.809997417217,5.06817524580683
24,2016-06-04-15,411.428571428572,Saturday,316.054332772453,587.180073260073,95.3742386561186,-175.751501831502
24,2016-06-04-16,506.785714285714,Saturday,316.054332772453,544.1,190.731381513261,-37.3142857142858
24,2016-06-04-17,451,Saturday,316.054332772453,469.779145604123,134.945667227547,-18.7791456041233
24,2016-06-04-18,348,Saturday,316.054332772453,357.271303331385,31.9456672275472,-9.27130333138518
24,2016-06-04-19,325,Saturday,316.054332772453,318.186440677966,8.94566722754718,6.81355932203388
24,2016-06-04-20,312,Saturday,316.054332772453,310.500368459838,-4.05433277245282,1.49963154016211
24,2016-06-04-21,247.118644067797,Saturday,316.054332772453,260.631355932203,-68.9356887046562,-13.5127118644068
24,2016-06-04-22,229,Saturday,316.054332772453,235.229251899474,-87.0543327724528,-6.22925189947401
24,2016-06-04-23,241.034482758621,Saturday,316.054332772453,220.656617607991,-75.0198500138321,20.3778651506296
30,2016-06-04-15,470,Saturday,187.960430075669,467.513830703013,282.039569924331,2.4861692969871
30,2016-06-04-16,308.571428571429,Saturday,187.960430075669,317.420634920635,120.610998495759,-8.84920634920638
30,2016-06-04-17,308.571428571429,Saturday,187.960430075669,265.74075203376,120.610998495759,42.8306765376688
30,2016-06-04-18,190.384615384615,Saturday,187.960430075669,162.56612573473,2.42418530894619,27.818489649885
30,2016-06-04-19,139.024390243902,Saturday,187.960430075669,115.529574405056,-48.9360398317668,23.4948158388467
30,2016-06-04-20,107.692307692308,Saturday,187.960430075669,123.235521235521,-80.2681223833615,-15.5432135432135
30,2016-06-04-21,101.052631578947,Saturday,187.960430075669,107.871710526316,-86.9077984967218,-6.81907894736843
30,2016-06-04-22,116.666666666667,Saturday,187.960430075669,103.685897435897,-71.2937634090025,12.9807692307692
30,2016-06-04-23,75,Saturday,187.960430075669,84.6103238866397,-112.960430075669,-9.61032388663968
36,2016-06-04-15,670,Saturday,322.437938119585,579.609700644183,347.562061880415,90.3902993558166
36,2016-06-04-16,509,Saturday,322.437938119585,517.743254688445,186.562061880415,-8.74325468844529
36,2016-06-04-17,536,Saturday,322.437938119585,508.654545454546,213.562061880415,27.3454545454546
36,2016-06-04-18,434,Saturday,322.437938119585,381.6,111.562061880415,52.4
36,2016-06-04-19,366,Saturday,322.437938119585,333.2,43.5620618804148,32.8
36,2016-06-04-20,341,Saturday,322.437938119585,344.832277081798,18.5620618804148,-3.83227708179805
36,2016-06-04-21,327.457627118644,Saturday,322.437938119585,327.860169491525,5.01968899905887,-0.402542372881385
36,2016-06-04-22,303,Saturday,322.437938119585,296.351694915254,-19.4379381195852,6.64830508474574
36,2016-06-04-23,248.135593220339,Saturday,322.437938119585,254.889188495121,-74.3023448992462,-6.75359527478173
42,2016-06-04-15,240,Saturday,190.630521355847,402.417299824664,49.3694786441528,-162.417299824664
42,2016-06-04-16,364.137931034483,Saturday,190.630521355847,393.250238395521,173.507409678636,-29.1123073610385
42,2016-06-04-17,296.896551724138,Saturday,190.630521355847,297.438647559337,106.266030368291,-0.542095835199291
42,2016-06-04-18,219.130434782609,Saturday,190.630521355847,195.172620671805,28.4999134267615,23.9578141108035
42,2016-06-04-19,129.545454545455,Saturday,190.630521355847,136.50927333536,-61.0850668103927,-6.96381878990576
42,2016-06-04-20,128.780487804878,Saturday,190.630521355847,133.393778720396,-61.8500335509692,-4.61329091551784
42,2016-06-04-21,123,Saturday,190.630521355847,118.887820512821,-67.6305213558472,4.11217948717949
42,2016-06-04-22,109.714285714286,Saturday,190.630521355847,106.399159663866,-80.9162356415615,3.31512605042016
42,2016-06-04-23,103.076923076923,Saturday,190.630521355847,96.0437405731523,-87.5535982789242,7.03318250377075
48,2016-06-04-15,625.714285714286,Saturday,368.831531714261,686.908958837772,256.882754000025,-61.1946731234867
48,2016-06-04-16,652,Saturday,368.831531714261,653.410169491525,283.16846828574,-1.41016949152538
