flowID,date,avg_flow,week_day,ref_flowID_dayWeek,ref_flowID_dayWeek_hourDay,dif_flowID_dayWeek,dif_flowID_dayWeek_hourDay
6,2016-06-17-00,78,Friday,278.621177391244,69.0952380952381,-200.621177391244,8.9047619047619
6,2016-06-17-01,60,Friday,278.621177391244,62.2222222222222,-218.621177391244,-2.22222222222222
6,2016-06-17-02,60,Friday,278.621177391244,60,-218.621177391244,0
6,2016-06-17-03,60,Friday,278.621177391244,72,-218.621177391244,-12
6,2016-06-17-04,60,Friday,278.621177391244,60,-218.621177391244,0
6,2016-06-17-05,85,Friday,278.621177391244,74.3717948717949,-193.621177391244,10.6282051282051
6,2016-06-17-06,162.631578947368,Friday,278.621177391244,146.727973780605,-115.989598443875,15.903605166763
6,2016-06-17-07,547.118644067797,Friday,278.621177391244,489.593804792519,268.497466676553,57.5248392752776
6,2016-06-17-08,822,Friday,278.621177391244,742.511299435028,543.378822608757,79.4887005649717
6,2016-06-17-09,445.862068965517,Friday,278.621177391244,432.317635782246,167.240891574274,13.5444331832717
6,2016-06-17-10,431.111111111111,Friday,278.621177391244,416.260221260221,152.489933719868,14.8508898508898
6,2016-06-17-11,373.846153846154,Friday,278.621177391244,417.438948478422,95.2249764549103,-43.5927946322683
12,2016-06-17-00,133.846153846154,Friday,432.2012514814,151.587535526489,-298.355097635246,-17.7413816803352
12,2016-06-17-01,88.3333333333333,Friday,432.2012514814,88.4066924066924,-343.867918148066,-0.0733590733590717
12,2016-06-17-02,75,Friday,432.2012514814,76.8404619805482,-357.2012514814,-1.84046198054818
12,2016-06-17-03,72,Friday,432.2012514814,81.0608465608466,-360.2012514814,-9.06084656084656
12,2016-06-17-04,93.3333333333333,Friday,432.2012514814,97.0461893344958,-338.867918148066,-3.71285600116245
12,2016-06-17-05,146.896551724138,Friday,432.2012514814,161.584545383556,-285.304699757262,-14.6879936594178
12,2016-06-17-06,337.241379310345,Friday,432.2012514814,334.206896551724,-94.9598721710548,3.0344827586207
12,2016-06-17-07,671,Friday,432.2012514814,645,238.7987485186,26
12,2016-06-17-08,867,Friday,432.2012514814,802.166666666667,434.7987485186,64.8333333333334
12,2016-06-17-09,629.491525423729,Friday,432.2012514814,622.887519260401,197.290273942329,6.60400616332822
12,2016-06-17-10,670,Friday,432.2012514814,654.793376466244,237.7987485186,15.2066235337561
12,2016-06-17-11,660,Friday,432.2012514814,647.504656557536,227.7987485186,12.4953434424637
18,2016-06-17-00,78.2608695652174,Friday,356.860993154125,76.8072145246058,-278.600123588908,1.45365504061157
18,2016-06-17-01,64.2857142857143,Friday,356.860993154125,72.4542124542125,-292.575278868411,-8.16849816849816
18,2016-06-17-02,67.5,Friday,356.860993154125,63.5,-289.360993154125,4
18,2016-06-17-03,77.1428571428571,Friday,356.860993154125,66.4285714285714,-279.718136011268,10.7142857142857
18,2016-06-17-04,60,Friday,356.860993154125,60,-296.860993154125,0
18,2016-06-17-05,66.6666666666667,Friday,356.860993154125,66.489898989899,-290.194326487458,0.176767676767682
18,2016-06-17-06,161.052631578947,Friday,356.860993154125,138.611335449492,-195.808361575178,22.441296129455
18,2016-06-17-07,327.169811320755,Friday,356.860993154125,319.661722630057,-29.6911818333704,7.50808869069738
18,2016-06-17-08,516.428571428572,Friday,356.860993154125,462.292954172265,159.567578274446,54.135617256307
18,2016-06-17-09,348.679245283019,Friday,356.860993154125,394.555364409915,-8.18174787110627,-45.876119126896
18,2016-06-17-10,540,Friday,356.860993154125,432.399937752879,183.139006845875,107.600062247121
18,2016-06-17-11,445.714285714286,Friday,356.860993154125,560.959299191375,88.8532925601606,-115.245013477089
24,2016-06-17-00,109.333333333333,Friday,365.365918546899,123.44204630478,-256.032585213565,-14.1087129714469
24,2016-06-17-01,80.8695652173913,Friday,365.365918546899,88.1831381606494,-284.496353329507,-7.31357294325811
24,2016-06-17-02,80,Friday,365.365918546899,75.8361344537815,-285.365918546899,4.16386554621849
24,2016-06-17-03,68.5714285714286,Friday,365.365918546899,72.342032967033,-296.79448997547,-3.77060439560439
24,2016-06-17-04,66.6666666666667,Friday,365.365918546899,62.8792270531401,-298.699251880232,3.78743961352657
24,2016-06-17-05,95,Friday,365.365918546899,83.6584276647255,-270.365918546899,11.3415723352745
24,2016-06-17-06,221.454545454545,Friday,365.365918546899,214.772175193228,-143.911373092353,6.68237026131763
24,2016-06-17-07,394.576271186441,Friday,365.365918546899,386.143081337997,29.210352639542,8.4331898484441
24,2016-06-17-08,512.068965517241,Friday,365.365918546899,493.891236712471,146.703046970343,18.1777288047705
24,2016-06-17-09,492.452830188679,Friday,365.365918546899,458.619007134512,127.086911641781,33.8338230541676
24,2016-06-17-10,546.25,Friday,365.365918546899,483.920529893835,180.884081453101,62.3294701061651
24,2016-06-17-11,474.782608695652,Friday,365.365918546899,533.846701289211,109.416690148753,-59.0640925935591
30,2016-06-17-00,67.5,Friday,269.684191597855,80.625,-202.184191597855,-13.125
30,2016-06-17-01,60,Friday,269.684191597855,60,-209.684191597855,0
30,2016-06-17-02,60,Friday,269.684191597855,63,-209.684191597855,-3
30,2016-06-17-03,60,Friday,269.684191597855,62.5,-209.684191597855,-2.5
30,2016-06-17-04,60,Friday,269.684191597855,63.6666666666667,-209.684191597855,-3.66666666666666
30,2016-06-17-05,70,Friday,269.684191597855,76.6626765122525,-199.684191597855,-6.6626765122525
30,2016-06-17-06,161.538461538462,Friday,269.684191597855,142.48177536258,-108.145730059394,19.0566861758812
30,2016-06-17-07,576,Friday,269.684191597855,486.295025728988,306.315808402145,89.704974271012
30,2016-06-17-08,877.090909090909,Friday,269.684191597855,792.936735778841,607.406717493054,84.1541733120681
30,2016-06-17-09,426.428571428571,Friday,269.684191597855,425.895088347861,156.744379830716,0.533483080710312
30,2016-06-17-10,436.363636363636,Friday,269.684191597855,399.264337226875,166.679444765781,37.0992991367612
30,2016-06-17-11,352.173913043478,Friday,269.684191597855,413.357954162454,82.4897214456229,-61.1840411189754
36,2016-06-17-00,129.056603773585,Friday,375.793834929524,141.913063391217,-246.737231155939,-12.8564596176325
36,2016-06-17-01,86.6666666666667,Friday,375.793834929524,89.120202020202,-289.127168262858,-2.45353535353534
36,2016-06-17-02,73.0434782608696,Friday,375.793834929524,75.1640820142924,-302.750356668655,-2.12060375342283
36,2016-06-17-03,70,Friday,375.793834929524,80.410989010989,-305.793834929524,-10.410989010989
36,2016-06-17-04,91.6666666666667,Friday,375.793834929524,92.8601789815025,-284.127168262858,-1.19351231483584
36,2016-06-17-05,146.785714285714,Friday,375.793834929524,149.056643909116,-229.00812064381,-2.27092962340197
36,2016-06-17-06,314.736842105263,Friday,375.793834929524,315.456140350877,-61.0569928242611,-0.719298245614027
36,2016-06-17-07,602,Friday,375.793834929524,578,226.206165070476,24
36,2016-06-17-08,742,Friday,375.793834929524,717.031073446328,366.206165070476,24.9689265536723
36,2016-06-17-09,527.586206896552,Friday,375.793834929524,529.752344751437,151.792371967027,-2.16613785488562
36,2016-06-17-10,538.867924528302,Friday,375.793834929524,536.562098279079,163.074089598778,2.30582624922238
36,2016-06-17-11,535.555555555556,Friday,375.793834929524,529.755231895252,159.761720626031,5.80032366030378
42,2016-06-17-00,60,Friday,281.014058945266,66.2424242424243,-221.014058945266,-6.24242424242425
42,2016-06-17-01,60,Friday,281.014058945266,63.3333333333333,-221.014058945266,-3.33333333333334
42,2016-06-17-02,60,Friday,281.014058945266,65,-221.014058945266,-5
42,2016-06-17-03,60,Friday,281.014058945266,60,-221.014058945266,0
42,2016-06-17-04,60,Friday,281.014058945266,60,-221.014058945266,0
42,2016-06-17-05,60,Friday,281.014058945266,67.6666666666667,-221.014058945266,-7.66666666666667
42,2016-06-17-06,148.125,Friday,281.014058945266,130.328426640927,-132.889058945266,17.7965733590734
42,2016-06-17-07,335.769230769231,Friday,281.014058945266,285.656646785571,54.7551718239644,50.1125839836599
42,2016-06-17-08,415.789473684211,Friday,281.014058945266,380.976736512127,134.775414738944,34.8127371720838
42,2016-06-17-09,322.372881355932,Friday,281.014058945266,292.442217366646,41.3588224106658,29.9306639892862
42,2016-06-17-10,299,Friday,281.014058945266,295.008105447722,17.9859410547336,3.99189455227781
42,2016-06-17-11,302.222222222222,Friday,281.014058945266,372.613195434199,21.2081632769558,-70.3909732119767
48,2016-06-17-00,122.448979591837,Friday,422.586004946771,133.679908610472,-300.137025354934,-11.2309290186356
48,2016-06-17-01,87.8571428571429,Friday,422.586004946771,92.3808441168007,-334.728862089628,-4.52370125965787
48,2016-06-17-02,62.6086956521739,Friday,422.586004946771,76.5786749482402,-359.977309294597,-13.9699792960662
48,2016-06-17-03,75,Friday,422.586004946771,73.9642857142857,-347.586004946771,1.03571428571429
48,2016-06-17-04,75.7894736842105,Friday,422.586004946771,70.8174763832659,-346.79653126256,4.97199730094467
48,2016-06-17-05,107.272727272727,Friday,422.586004946771,97.7659678218889,-315.313277674044,9.50675945083839
48,2016-06-17-06,278.275862068966,Friday,422.586004946771,267.516533882925,-144.310142877805,10.7593281860408
48,2016-06-17-07,464,Friday,422.586004946771,467.925676992013,41.4139950532292,-3.92567699201248
48,2016-06-17-08,586,Friday,422.586004946771,572.629943502825,163.413995053229,13.3700564971751
