flowID,date,avg_flow,week_day,ref_flowID_dayWeek,ref_flowID_dayWeek_hourDay,dif_flowID_dayWeek,dif_flowID_dayWeek_hourDay
6,2016-07-03-23,85.7142857142857,Sunday,174.322498289476,75.4662698412698,-88.6082125751899,10.2480158730159
12,2016-07-03-23,195,Sunday,338.745569294323,177.949427690953,-143.745569294323,17.0505723090469
18,2016-07-03-23,97.5,Sunday,237.830694369376,90.0771138807429,-140.330694369376,7.42288611925709
24,2016-07-03-23,135,Sunday,284.932246492603,140.437484782657,-149.932246492603,-5.43748478265681
30,2016-07-03-23,68.5714285714286,Sunday,175.353507092336,75.187969924812,-106.782078520908,-6.61654135338347
36,2016-07-03-23,164.347826086957,Sunday,309.690340879855,171.770076862192,-145.342514792898,-7.42225077523531
42,2016-07-03-23,60,Sunday,169.37006004532,75.0544871794872,-109.37006004532,-15.0544871794872
48,2016-07-03-23,141.818181818182,Sunday,340.1996497453,157.21015314635,-198.381467927118,-15.391971328168
54,2016-07-03-23,150,Sunday,142.638376754415,81.6025641025641,7.36162324558501,68.3974358974359
60,2016-07-03-23,159.130434782609,Sunday,359.895647698443,177.888485155745,-200.765212915834,-18.7580503731359
66,2016-07-03-23,92.3076923076923,Sunday,157.808357032815,97.8118677483469,-65.5006647251228,-5.50417544065456
72,2016-07-03-23,190.909090909091,Sunday,340.091038860468,187.57505244302,-149.181947951377,3.33403846607112
78,2016-07-03-23,60,Sunday,104.810744649747,69.3521241830065,-44.8107446497467,-9.35212418300654
84,2016-07-03-23,156.521739130435,Sunday,366.051968395127,196.037643371162,-209.530229264692,-39.5159042407269
90,2016-07-03-23,75,Sunday,100.028001949827,72.3612637362637,-25.0280019498267,2.63873626373626
96,2016-07-03-23,182.727272727273,Sunday,371.38677493265,183.721070352649,-188.659502205378,-0.993797625376573
108,2016-07-03-23,120,Sunday,112.491401097172,79.2712842712843,7.50859890282798,40.7287157287157
114,2016-07-03-23,95,Sunday,181.358009732137,98.5690146427156,-86.3580097321374,-3.5690146427156
126,2016-07-03-23,60,Sunday,125.829129421281,70.0881124379577,-65.829129421281,-10.0881124379576
132,2016-07-03-23,108,Sunday,198.404172040541,102.593802803105,-90.4041720405406,5.40619719689487
138,2016-07-03-23,73.3333333333333,Sunday,132.336034246799,87.7866721401204,-59.0027009134656,-14.4533388067871
