roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-27,04
