roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,04
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,05
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,06
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,07
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,08
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,09
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,10
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,11
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,12
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,13
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,14
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,15
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,16
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,17
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,18
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,19
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,20
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,21
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,22
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,23
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,00
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,01
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,02
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,03
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,04
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,05
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,06
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,07
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,08
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,09
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,10
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,11
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,12
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,13
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,14
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-12,15
