roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,04
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,05
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,06
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,07
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,08
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,09
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,10
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,11
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,12
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-03,13
