roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-10,22
