roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,04
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,05
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,06
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,07
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,08
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,09
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,10
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,11
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,12
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,13
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,14
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,15
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,16
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,17
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,18
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,19
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,20
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,21
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,22
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,23
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,00
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,01
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,02
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,03
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,04
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,05
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,06
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,07
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,08
15,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-07-02,09
